,SOURCE_A,SOURCE_J,TARGET_A,TARGET_J,YEAR
1,WOS:000419101000002,1759-0876,WOS:000398533700005,2040-2503,2017
2,WOS:000419101000002,1759-0876,WOS:000297946300031,0022-2623,2011
3,WOS:000419101000002,1759-0876,WOS:000290095700019,1093-9946,2011
4,WOS:000419101000002,1759-0876,WOS:000262522100019,0022-2623,2009
5,WOS:000419101000002,1759-0876,WOS:000290657500002,1932-6203,2011
6,WOS:000419101000002,1759-0876,WOS:000336507500014,1553-734X,2014
7,WOS:000419101000002,1759-0876,WOS:000230010600056,0002-7863,2005
8,WOS:000419101000002,1759-0876,WOS:000291857500036,0027-8424,2011
9,WOS:000419101000002,1759-0876,WOS:000177137200006,1367-5931,2002
10,WOS:000419101000002,1759-0876,WOS:000349806300015,0001-4842,2015
11,WOS:000419101000002,1759-0876,WOS:000337877300020,0959-440X,2014
12,WOS:000419101000002,1759-0876,WOS:000278190600037,0002-7863,2010
13,WOS:000419101000002,1759-0876,WOS:000369182100011,1474-1776,2016
14,WOS:000419101000002,1759-0876,WOS:000240655400020,1474-1776,2006
15,WOS:000419101000002,1759-0876,WOS:000260102700001,0022-2623,2008
16,WOS:000419101000002,1759-0876,WOS:000290094700002,1093-9946,2011
17,WOS:000419101000002,1759-0876,WOS:000375969200002,0022-2623,2016
18,WOS:000419101000002,1759-0876,WOS:000348832600005,2041-1723,2015
19,WOS:000419101000002,1759-0876,WOS:000374196400040,1549-9618,2016
20,WOS:000419101000002,1759-0876,WOS:000293691400036,0027-8424,2011
21,WOS:000419101000002,1759-0876,WOS:000296276600001,1741-7007,2011
22,WOS:000419101000002,1759-0876,WOS:000235662800002,0001-4842,2006
23,WOS:000419101000002,1759-0876,WOS:000363914200012,1549-9596,2015
24,WOS:000419101000002,1759-0876,WOS:000088685300002,0959-440X,2000
25,WOS:000419101000002,1759-0876,WOS:000227308100044,0002-7863,2005
26,WOS:000419101000002,1759-0876,WOS:A1997WJ82400010,0006-3495,1997
27,WOS:000419101000002,1759-0876,WOS:A1996TV70400052,0036-8075,1996
28,WOS:000419101000002,1759-0876,WOS:000393009500017,0022-2623,2017
29,WOS:000419101000002,1759-0876,WOS:000299620300002,1381-6128,2011
30,WOS:000419101000002,1759-0876,WOS:000267049000005,0001-4842,2009
31,WOS:000419101000002,1759-0876,WOS:000256640700001,1549-9618,2008
32,WOS:000419101000002,1759-0876,WOS:000279343800030,0028-0836,2010
33,WOS:000419101000002,1759-0876,WOS:A1985APA8600010,0022-3654,1985
34,WOS:000419101000002,1759-0876,WOS:000220281600043,0036-8075,2004
35,WOS:000419101000002,1759-0876,WOS:A1991GP88300031,0036-8075,1991
36,WOS:000419101000002,1759-0876,WOS:000396638800044,1549-9618,2017
37,WOS:000419101000002,1759-0876,WOS:000224833100018,1474-1776,2004
38,WOS:000419101000002,1759-0876,WOS:000178391700015,0027-8424,2002
39,WOS:000419101000002,1759-0876,WOS:000298908500006,1549-9618,2012
40,WOS:000419101000002,1759-0876,WOS:000180210000005,0006-3525,2003
41,WOS:000419101000002,1759-0876,WOS:000351652900001,1549-9596,2015
42,WOS:000419101000002,1759-0876,WOS:000306933800011,1876-1623(print),2012
43,WOS:000419101000002,1759-0876,WOS:000281180600005,1367-5931,2010
44,WOS:000419101000002,1759-0876,WOS:000264805600043,1520-6106,2009
45,WOS:000419101000002,1759-0876,WOS:000381452600013,0022-2623,2016
46,WOS:000419101000002,1759-0876,WOS:000356662900001,2045-2322,2015
47,WOS:000419101000002,1759-0876,WOS:000401221300033,1549-9618,2017
48,WOS:000419101000002,1759-0876,WOS:000361073400005,1359-7345,2015
49,WOS:000419101000002,1759-0876,WOS:000380024300008,1860-7179,2016
50,WOS:000419101000002,1759-0876,WOS:000349737500003,0223-5234,2015
51,WOS:000419101000002,1759-0876,WOS:000315018300001,1549-9618,2013
52,WOS:000419101000002,1759-0876,WOS:000295546200017,0022-2623,2011
53,WOS:000419101000002,1759-0876,WOS:000321938000009,1359-6446,2013
54,WOS:000419101000002,1759-0876,WOS:000281941300011,1046-2023,2010
55,WOS:000419101000002,1759-0876,WOS:000331992000014,1549-9596,2014
56,WOS:000419101000002,1759-0876,WOS:000295655000033,1549-9618,2011
57,WOS:000419101000002,1759-0876,WOS:000395226100005,1549-9596,2017
58,WOS:000419101000002,1759-0876,WOS:000358857800027,2041-1723,2015
59,WOS:000419101000002,1759-0876,WOS:000273794500017,1549-9596,2010
60,WOS:000419101000002,1759-0876,WOS:000394542500004,1755-4330,2017
61,WOS:000419101000002,1759-0876,WOS:000380269400006,0947-6539,2016
