,SOURCE_A,SOURCE_J,TARGET_A,TARGET_J,YEAR
1,402401300001,1938-7989,000281333900002,0167-9473,2010
2,402401300001,1938-7989,000287337200024,0378-3758,2011
3,402401300001,1938-7989,000363725800011,1387-5841,2015
4,402401300001,1938-7989,000307147800006,0103-0752,2012
5,402401300001,1938-7989,000348624200007,1938-7989,2014
6,402401300001,1938-7989,000247426900014,0006-3444,2007
7,402401300001,1938-7989,000236410000006,0304-4076,2006
8,402401300001,1938-7989,000207447100001,1931-6690,2006
9,402401300001,1938-7989,A1995TK53400016,0162-1459,1995
10,402401300001,1938-7989,A1995RH60200009,0006-3444,1995
11,402401300001,1938-7989,000298002400016,1931-6690,2011
12,402401300001,1938-7989,000256269100005,0006-3444,2008
13,402401300001,1938-7989,A1987K953500001,0304-405X,1987
14,402401300001,1938-7989,A1952YH06600005,1369-7412,1952
15,402401300001,1938-7989,A1996VL11300004,0735-0015,1996
16,402401300001,1938-7989,A1994PM46500001,0735-0015,1994
17,402401300001,1938-7989,000222867300007,0304-4076,2004
18,402401300001,1938-7989,000075374700001,0034-6527,1998
19,402401300001,1938-7989,A1993KZ19500009,0006-3444,1993
20,402401300001,1938-7989,000180028600003,0883-7252,2002
21,402401300001,1938-7989,000087278500002,0883-7252,2000
22,402401300001,1938-7989,000309785500047,0167-9473,2012
23,402401300001,1938-7989,000254422400005,0167-9473,2008
24,402401300001,1938-7989,000249410200005,0304-4076,2007
25,402401300001,1938-7989,000292098100001,1548-7660,2011
26,402401300001,1938-7989,000081058500028,0162-1459,1999
27,402401300001,1938-7989,A1952UM02400015,0003-4851,1952
28,402401300001,1938-7989,A1997YE03000012,0006-3444,1997
29,402401300001,1938-7989,A1985A779900004,0277-6693,1985
30,402401300001,1938-7989,000179221100001,1369-7412,2002
31,402401300001,1938-7989,A1994QX01100005,0090-5364,1994
32,402401300001,1938-7989,000220652500020,0006-3444,2004
33,402401300001,1938-7989,000229958400002,0304-4076,2005
34,402401300002,1938-7989,A1974V708700015,0035-9254,1974
35,402401300002,1938-7989,A1974S537200003,0007-1269,1974
36,402401300002,1938-7989,A1989AV32100001,0090-5364,1989
37,402401300002,1938-7989,A1978FX99700008,1369-7412,1978
38,402401300002,1938-7989,000275510800016,0090-5364,2010
39,402401300002,1938-7989,A1988Q348300043,0162-1459,1988
40,402401300002,1938-7989,A1986G136300008,0035-9246,1986
41,402401300002,1938-7989,000167326000025,0162-1459,2001
42,402401300002,1938-7989,000262731100016,1932-6157,2008
43,402401300002,1938-7989,000254502700002,0090-5364,2008
44,402401300002,1938-7989,000297043800003,0883-4237,2011
45,402401300002,1938-7989,A1994NL53800003,0006-3444,1994
46,402401300002,1938-7989,000083879800028,0162-1459,1999
47,402401300002,1938-7989,A1957XF49000009,0006-3444,1957
48,402401300002,1938-7989,000081352700006,0006-3444,1999
49,402401300002,1938-7989,000180727500025,0167-9473,2003
50,402401300002,1938-7989,000331156500007,0167-9473,2014
51,402401300002,1938-7989,000321033100001,1935-7524,2012
52,402401300002,1938-7989,000249250000005,1369-7412,2007
53,402401300002,1938-7989,000298204800016,0167-7152,2012
54,402401300002,1938-7989,A1994MY73900006,0007-1269,1994
55,402401300002,1938-7989,A1977DG53000001,0022-2496,1977
56,402401300002,1938-7989,000089697600002,0033-3123,2000
57,402401300002,1938-7989,000296073500001,1061-8600,2011
58,402401300003,1938-7989,000248859600002,0266-4763,2007
59,402401300003,1938-7989,000231810900006,0047-259X,2005
60,402401300003,1938-7989,000255000300006,0306-7734,2008
61,402401300003,1938-7989,000324324000008,0277-6715,2013
62,402401300003,1938-7989,A1994NB56800008,0035-9246,1994
63,402401300003,1938-7989,000176711100017,0098-7484,2002
64,402401300003,1938-7989,A1997XE29600008,0162-1459,1997
65,402401300003,1938-7989,000281661800001,0323-3847,2010
66,402401300003,1938-7989,000288386800028,0006-341X,2011
67,402401300003,1938-7989,000238384500010,0006-341X,2006
68,402401300003,1938-7989,000258259600014,0167-9473,2008
69,402401300003,1938-7989,A1992KK47100009,0319-5724,1992
70,402401300003,1938-7989,000246843900004,0006-341X,2007
71,402401300003,1938-7989,000339071500009,0277-6715,2014
72,402401300003,1938-7989,000089242200005,0960-3174,2000
73,402401300003,1938-7989,000081320800018,0006-341X,1999
74,402401300003,1938-7989,000087677500020,0006-341X,2000
75,402401300003,1938-7989,A1997WX94500056,0028-0836,1997
76,402401300003,1938-7989,000186363900002,0319-5724,2003
77,402401300003,1938-7989,000179221100001,1369-7412,2002
78,402401300003,1938-7989,000089773300013,1369-7412,2000
79,402401300003,1938-7989,A1958CAL6600002,0012-9682,1958
80,402401300003,1938-7989,000081320800011,0006-341X,1999
81,402401300003,1938-7989,000174074100010,0277-6715,2002
82,402401300003,1938-7989,000180239900003,0162-1459,2002
83,402401300003,1938-7989,000266461400030,0162-1459,2009
84,402401300004,1938-7989,000221162600007,0266-4763,2004
85,402401300004,1938-7989,A1988L902100013,0735-0015,1988
86,402401300004,1938-7989,000245361200007,0361-0918,2007
87,402401300004,1938-7989,A1994PP46200008,0361-0918,1994
88,402401300004,1938-7989,A1995QM43500010,0305-0548,1995
89,402401300004,1938-7989,000235408100005,0304-4076,2006
90,402401300004,1938-7989,000332466200021,0006-341X,2014
91,402401300004,1938-7989,000328869000026,0167-9473,2014
92,402401300004,1938-7989,A1988P738000005,0040-1706,1988
93,402401300004,1938-7989,A1989AD70200002,0022-4065,1989
94,402401300004,1938-7989,A1987K977900002,0040-1706,1987
95,402401300004,1938-7989,000242869700022,0162-1459,2006
96,402401300004,1938-7989,000305775500003,0022-4065,2012
97,402401300004,1938-7989,000221162600005,0266-4763,2004
98,402401300004,1938-7989,A1992GZ77700005,0040-1706,1992
99,402401300004,1938-7989,A1990CN65300001,0040-1706,1990
100,402401300004,1938-7989,A1991FU13400001,0022-4065,1991
101,402401300004,1938-7989,000183254800003,0361-0918,2003
102,402401300004,1938-7989,000233707300009,0748-8017,2005
103,402401300004,1938-7989,A1954UZ96500009,0006-3444,1954
104,402401300004,1938-7989,000236620300001,0883-7252,2006
105,402401300004,1938-7989,A1990DL53500001,0022-4065,1990
106,402401300004,1938-7989,000239107600003,0022-4065,2006
107,402401300004,1938-7989,000302045300002,0022-4065,2012
108,402401300004,1938-7989,A1993LD68000007,0162-1459,1993
109,402401300004,1938-7989,A1996TQ04200003,0022-4065,1996
110,402401300004,1938-7989,A1985ANP4000009,0040-1706,1985
111,402401300004,1938-7989,000294101500007,0040-1706,2011
112,402401300004,1938-7989,000287436200008,0040-1706,2011
113,402401300005,1938-7989,000347022500021,0022-5193,2015
114,402401300005,1938-7989,000289543400009,0022-5193,2011
115,402401300005,1938-7989,000353002300005,0377-0427,2015
116,402401300005,1938-7989,A1987L347400012,0001-8678,1987
117,402401300005,1938-7989,000087267300011,1524-1904,1999
118,402401300005,1938-7989,000300075000013,0307-904X,2012
119,402401300005,1938-7989,000178936000020,0043-1397,2002
120,402401300005,1938-7989,A1976BS19800014,0022-247X,1976
121,402401300005,1938-7989,000383111800001,0022-5193,2016
122,402401300005,1938-7989,000310652900005,0022-5193,2012
123,402401300006,1938-7989,A1994QJ59900011,0090-5364,1994
124,402401300006,1938-7989,A1988R138300007,0090-5364,1988
125,402401300006,1938-7989,A1989AB49300009,0047-259X,1989
126,402401300006,1938-7989,A1958WX09300012,0162-1459,1958
127,402401300006,1938-7989,A1993MM81900010,0006-3444,1993
128,402401300006,1938-7989,A1976CP66700004,0006-3444,1976
129,402401300006,1938-7989,A1996VZ32200018,0090-5364,1996
130,402401300006,1938-7989,A1988N941300007,0006-3444,1988
131,402401300006,1938-7989,000341080000004,0020-3157,2014
132,402401300006,1938-7989,000308969400007,1938-7989,2012
133,402401300006,1938-7989,000079135100018,0090-5364,1997
134,402401300006,1938-7989,A1996VA81900007,0090-5364,1996
135,402401300007,1938-7989,000240251200015,0378-3758,2006
136,402401300007,1938-7989,000183083200004,0047-259X,2003
137,402401300007,1938-7989,000246681500002,0167-9473,2007
138,402401300007,1938-7989,A1986G136300001,0035-9246,1986
139,402401300007,1938-7989,000243495600008,0277-6715,2007
140,402401300007,1938-7989,000244258700008,0090-5364,2006
141,402401300007,1938-7989,000181615400015,0303-6898,2003
142,402401300007,1938-7989,000223652100005,1017-0405,2004
143,402401300007,1938-7989,000231208300008,0277-6715,2005
144,402401300007,1938-7989,000229011200023,1053-8119,2005
145,402401300007,1938-7989,000263129000002,0090-5364,2009
146,402401300007,1938-7989,000284156900010,1133-0686,2010
147,402401300007,1938-7989,000246585000006,0894-9840,2007
148,402401300007,1938-7989,000178125800013,0319-5724,2002
149,402401300007,1938-7989,000223971800007,0167-9473,2004
150,402401300007,1938-7989,000311402800009,0277-6715,2012
151,402401300007,1938-7989,000166757900005,0047-259X,2001
152,402401300007,1938-7989,000170613700006,0377-0427,2001
153,402401300007,1938-7989,A1996UP55200036,0162-1459,1996
154,402401300007,1938-7989,000319074700010,1133-0686,2013
155,402401300007,1938-7989,000072390900004,1053-8119,1998
156,402401300007,1938-7989,000079863600006,1053-8119,1999
157,402401300007,1938-7989,000327502800001,0036-1445,2013
158,402401300007,1938-7989,000179221100016,1369-7412,2002
159,402401300007,1938-7989,000079135300008,0090-5364,1998
160,402401300007,1938-7989,000371192600010,1938-7989,2016
161,402401300007,1938-7989,000275781600008,1931-6690,2010
162,402401300007,1938-7989,000289835200004,0361-0926,2011
163,402401300007,1938-7989,000257568500003,0319-5724,2008
164,402401300007,1938-7989,A1997WP95800001,0035-9254,1997
165,402401300007,1938-7989,000225811800017,1053-8119,2005
166,402401300007,1938-7989,000293566900004,1369-7412,2011
167,402401300007,1938-7989,000176767800005,1053-8119,2002
168,402401300007,1938-7989,000165456000004,0090-5364,2000
169,402401300007,1938-7989,000299101000013,1180-4009,2012
170,402401300007,1938-7989,000284983600008,0047-259X,2011
171,402401300007,1938-7989,000377454600013,0233-1888,2016
172,402401300007,1938-7989,000236350400045,0028-0836,2006
173,402401300007,1938-7989,000327636800003,0277-6715,2013
174,402401300007,1938-7989,000184137400001,0162-1459,2003
175,402401300007,1938-7989,000079134900001,0090-5364,1997
176,402401300007,1938-7989,000249752300020,0162-1459,2007
177,402401300007,1938-7989,000293847000002,1938-7989,2011
178,402401300007,1938-7989,A1995UP38900001,0090-5364,1995
179,402401300007,1938-7989,000173174900001,1053-8119,2002
180,402401300007,1938-7989,000321844300010,0090-5364,2012
181,402401300007,1938-7989,000342852100011,0162-1459,2014
182,402401300008,1938-7989,000353650900006,2194-573X,2015
183,402401300008,1938-7989,000224645300012,0035-9254,2005
184,402401300008,1938-7989,000262753100001,0277-6715,2009
185,402401300008,1938-7989,000317303500010,0006-341X,2013
186,402401300008,1938-7989,000285204900013,0006-341X,2010
187,402401300008,1938-7989,000297543400019,0960-3174,2012
188,402401300008,1938-7989,000240158700041,0162-1459,2006
189,402401300009,1938-7989,000184692800034,0021-9193,2003
190,402401300009,1938-7989,000075174500007,1097-2765,1998
191,402401300009,1938-7989,000184491500007,1367-4803,2003
192,402401300009,1938-7989,000077436700051,0027-8424,1998
193,402401300009,1938-7989,A1971L368500006,0003-4851,1971
194,402401300009,1938-7989,000324790500009,0378-3758,2013
195,402401300009,1938-7989,A1955XF69100023,0006-3444,1955
196,402401300009,1938-7989,A1954UZ96500009,0006-3444,1954
197,402401300009,1938-7989,000074957800014,0899-7667,1998
198,402401300009,1938-7989,000077388600003,1059-1524,1998
199,402401300009,1938-7989,000171566400002,1367-4803,2001
200,402401300009,1938-7989,000244839800002,0006-3444,2007
201,402401300010,1938-7989,000080842200032,0027-8424,1999
202,402401300010,1938-7989,000086884000011,1061-4036,2000
203,402401300010,1938-7989,000181510200001,1471-2105,2003
204,402401300010,1938-7989,000302006100040,0028-0836,2012
205,402401300010,1938-7989,000226605700010,1367-4803,2005
206,402401300010,1938-7989,000241191900011,0732-183X,2006
207,402401300010,1938-7989,A1995QE45300017,0035-9246,1995
208,402401300010,1938-7989,000280638400002,1369-7412,2010
209,402401300010,1938-7989,000253079000010,0899-1987,2008
210,402401300010,1938-7989,000090071000086,0027-8424,2000
211,402401300010,1938-7989,000226299200018,1063-651X,2004
212,402401300010,1938-7989,000246788700015,1078-0432,2007
213,402401300010,1938-7989,000176080100002,0007-0963,2002
214,402401300010,1938-7989,000077436700051,0027-8424,1998
215,402401300010,1938-7989,000174654200013,0305-1048,2002
216,402401300010,1938-7989,000221981400004,0090-5364,2004
217,402401300010,1938-7989,000274500900001,0370-1573,2010
218,402401300010,1938-7989,000251113500020,1553-734X,2007
219,402401300010,1938-7989,000165512600017,1066-5277,2000
220,402401300010,1938-7989,000316648200023,0162-1459,2013
221,402401300010,1938-7989,000089260800011,0008-543X,2000
222,402401300010,1938-7989,000226997800006,0008-5472,2005
223,402401300010,1938-7989,000246853700004,0027-8424,2007
224,402401300010,1938-7989,000386318200009,0162-1459,2016
225,402401300010,1938-7989,000246414300005,0377-0427,2007
226,402401300010,1938-7989,A1996TX23500001,0899-1987,1996
227,402401300010,1938-7989,000248739100001,1471-2105,2007
228,402401300010,1938-7989,000241781600013,0008-5472,2006
229,402401300010,1938-7989,000185963200044,0036-8075,2003
230,402401300010,1938-7989,000226524300088,0305-1048,2005
231,402401300010,1938-7989,000182046300016,1088-9051,2003
232,402401300010,1938-7989,000309446800032,0028-0836,2012
233,402401300010,1938-7989,000334214300007,0065-2598,2013
234,402401300010,1938-7989,000233540000005,1476-9271,2005
235,402401300010,1938-7989,000242276900011,1017-0405,2006
236,402401300010,1938-7989,000274297000043,1078-8956,2010
237,402401300010,1938-7989,000334468400001,1471-2105,2014
238,402401300010,1938-7989,000168750700004,1367-4803,2001
239,402401300010,1938-7989,000175842700003,1045-2257,2002
240,402401300010,1938-7989,000238968800033,0022-202X,2006
241,402401300010,1938-7989,000261906200110,0305-1048,2009
242,402401300010,1938-7989,000239471300013,0090-5364,2006
243,402401300010,1938-7989,000183199900006,0885-6125,2003
244,402401300010,1938-7989,000235128200020,0021-9258,2006
245,402401300010,1938-7989,000240870300020,2470-0045,2006
246,402401300010,1938-7989,000222502800045,2470-0045,2004
247,402401300010,1938-7989,000220255500019,1063-651X,2004
248,402401300010,1938-7989,000183800600002,0036-1445,2003
249,402401300010,1938-7989,000242464900071,0027-8424,2006
250,402401300010,1938-7989,000261906200134,0305-1048,2009
251,402401300010,1938-7989,000261906200120,0305-1048,2009
252,402401300010,1938-7989,A1997XD44400001,1017-0405,1997
253,402401300010,1938-7989,000175878700006,1369-7412,2002
254,402401300010,1938-7989,000280904000001,0006-3444,2010
255,402401300010,1938-7989,000305466800043,0028-0836,2012
256,402401300010,1938-7989,000240964300004,1467-5463,2006
257,402401300010,1938-7989,000267083000033,1553-7404,2009
258,402401300010,1938-7989,000287602100007,1449-2288,2011
259,402401300010,1938-7989,000079224500064,0027-8424,1999
260,402401300010,1938-7989,000081125900022,1061-4036,1999
261,402401300010,1938-7989,A1996TU31400017,0035-9246,1996
262,402401300010,1938-7989,000080596800011,0014-5793,1999
263,402401300010,1938-7989,000227461500005,0167-9473,2005
264,402401300010,1938-7989,000188753800060,0036-8075,2004
