,SOURCE_A,SOURCE_J,TARGET_A,TARGET_J,YEAR
1,WOS:000422770200001,1748-670X,WOS:000283982200004,1089-7771,2010
2,WOS:000422770200001,1748-670X,WOS:000326662000015,1361-8415,2013
3,WOS:000422770200001,1748-670X,WOS:A1986A913100016,0740-3194,1986
4,WOS:000422770200001,1748-670X,WOS:000319179900012,0743-7315,2013
5,WOS:000422770200001,1748-670X,WOS:000253881200004,0740-3194,2008
6,WOS:000422770200001,1748-670X,WOS:000358470500011,0167-9457,2015
7,WOS:000422770200001,1748-670X,WOS:000305182800005,0952-3480,2012
8,WOS:000422770200001,1748-670X,WOS:000304911300008,0278-0062,2012
9,WOS:000422770200001,1748-670X,WOS:000314059500019,0740-3194,2013
10,WOS:000422770200001,1748-670X,WOS:000083447900016,0740-3194,1999
11,WOS:000422770200001,1748-670X,WOS:000257380403128,1082-3654,2007
12,WOS:000422770200001,1748-670X,WOS:A1997XY93700013,0740-3194,1997
13,WOS:000422770200001,1748-670X,WOS:000272242100011,0278-0062,2009
14,WOS:000422770200001,1748-670X,WOS:000259881400002,0743-7315,2008
15,WOS:000422770200001,1748-670X,WOS:000278164400004,0740-3194,2010
16,WOS:000422770200001,1748-670X,WOS:000259053900020,0740-3194,2008
17,WOS:000422770200001,1748-670X,WOS:000283102800010,0952-3480,2010
18,WOS:000422770200001,1748-670X,WOS:000374495600006,0740-3194,2016
19,WOS:000422770200001,1748-670X,WOS:000282340700001,1097-6647,2010
20,WOS:000422770200001,1748-670X,WOS:000273336100013,1053-1807,2010
21,WOS:000422770200001,1748-670X,FORA DA BASE,NVidia Whitepaper,2008
22,WOS:000422770200001,1748-670X,FORA DA BASE,INTERNATIONAL JOURNAL OF BIOMEDICAL IMAGING,2012
23,WOS:000422770200001,1748-670X,FORA DA BASE,Proc. Intl. Soc. Mag. Reson. Med 9 (2001),2001
24,WOS:000422770200001,1748-670X,WOS:000357915800001,2045-2322,2015
25,WOS:000422770900001,1748-670X,WOS:000311690700007,0004-5608,2013
26,WOS:000422770900001,1748-670X,WOS:000396119300042,0028-0836,2017
27,WOS:000422770900001,1748-670X,WOS:000313761800025,0950-7051,2013
28,WOS:000422770900001,1748-670X,WOS:000376234000001,2045-2322,2016
29,WOS:000422770900001,1748-670X,WOS:000404165800088,2472-6737,2017
30,WOS:000422770900001,1748-670X,WOS:000375550500005,0278-0062,2016
31,WOS:000422770900001,1748-670X,WOS:000329070600007,0306-0012,2014
32,WOS:000422770900001,1748-670X,WOS:000361555601119,1063-6919,2014
33,WOS:000422770900001,1748-670X,WOS:000372369700003,0278-0062,2016
34,WOS:000422770900001,1748-670X,WOS:000367624800011,0278-0062,2016
35,WOS:000422770900001,1748-670X,WOS:000375165900018,0925-2312,2016
36,WOS:000422770900001,1748-670X,FORA DA BASE,Advances in Neural Information Processing Systems,2012
37,WOS:000422771700001,1748-670X,WOS:000318384200014,0950-7051,2013
38,WOS:000422771700001,1748-670X,WOS:000263827201126,1098-7576,2008
39,WOS:000422771700001,1748-670X,WOS:000348562000005,1388-2457,2015
40,WOS:000422771700001,1748-670X,WOS:000245850300008,0167-8655,2007
41,WOS:000422771700001,1748-670X,WOS:000281239800001,1350-4533,2010
42,WOS:000422771700001,1748-670X,WOS:000240469900002,0920-1211,2006
43,WOS:000422771700001,1748-670X,WOS:000227837200001,0013-9580,2005
44,WOS:000422771700001,1748-670X,WOS:000308739700006,1388-2457,2012
45,WOS:000422771700001,1748-670X,WOS:000224155100030,0035-3787,2004
46,WOS:000422771700001,1748-670X,WOS:000171781400003,0010-4825,2001
47,WOS:000422771700001,1748-670X,WOS:000075198700006,1094-7167,1998
48,WOS:000422771700001,1748-670X,WOS:000184692600014,0003-9942,2003
49,WOS:000422771700001,1748-670X,WOS:000072668500010,1364-5021,1998
50,WOS:000422771700001,1748-670X,WOS:000185403100021,1388-2457,2003
51,WOS:000422771700001,1748-670X,WOS:000337165600074,1932-6203,2014
52,WOS:000422771700001,1748-670X,WOS:000298810006111,1557-170X,2011
53,WOS:000422771700001,1748-670X,WOS:000227895400010,1388-2457,2005
54,WOS:000422771700001,1748-670X,WOS:000297684400022,1741-2560,2011
55,WOS:000422771700001,1748-670X,WOS:000251005900005,0332-1649,2007
56,WOS:000422771700001,1748-670X,WOS:000249982900003,0922-5773,2007
57,WOS:000422771700001,1748-670X,WOS:000166570900002,1063-6528,2000
58,WOS:000422771700001,1748-670X,WOS:000321168500002,0165-0270,2013
59,WOS:000422771700001,1748-670X,WOS:000076990100002,0162-8828,1998
60,WOS:000422771700001,1748-670X,WOS:000334855200021,0169-2607,2014
61,WOS:000422771700001,1748-670X,WOS:000272073800013,0893-6080,2009
62,WOS:000422771700001,1748-670X,WOS:000326448400004,0129-0657,2013
63,WOS:000422771700001,1748-670X,WOS:000318160500027,0018-9294,2013
64,WOS:000422771700001,1748-670X,FORA DA BASE,Res. Lett. Signal Process.,2008
65,WOS:000419492300001,1748-670X,WOS:000368320700003,0022-0736,2016
66,WOS:000419492300001,1748-670X,WOS:000312258700006,1937-5387,2012
67,WOS:000419492300001,1748-670X,WOS:000226477600008,0008-6363,2005
68,WOS:000419492300001,1748-670X,WOS:000354393100003,1045-3873,2015
69,WOS:000419492300001,1748-670X,WOS:000074490700039,0002-9513,1998
70,WOS:000419492300001,1748-670X,WOS:000308242700002,1673-1581,2012
71,WOS:000419492300001,1748-670X,WOS:000308217000001,1748-670X,2012
72,WOS:000419492300001,1748-670X,WOS:000361758700012,0195-668X,2015
73,WOS:000419492300001,1748-670X,WOS:000307934900002,1053-1807,2012
