,SOURCE_A,SOURCE_J,TARGET_A,TARGET_J,YEAR
1,WOS:000417774200001,1093-3263,WOS:000071233400033,0021-9606,1998
2,WOS:000417774200001,1093-3263,WOS:000290467300012,0300-9440,2011
3,WOS:000417774200001,1093-3263,WOS:000312234500016,0022-1139,2012
4,WOS:000417774200001,1093-3263,WOS:000247349200016,1463-9076,2007
5,WOS:000417774200001,1093-3263,WOS:000174039700065,0002-7863,2002
6,WOS:000417774200001,1093-3263,WOS:000231750600020,0166-1280,2005
7,WOS:000417774200001,1093-3263,WOS:000274578200026,1089-5639,2010
8,WOS:000417774200001,1093-3263,WOS:000271428100011,1089-5639,2009
9,WOS:000417774200001,1093-3263,WOS:000220942800054,1089-5639,2004
10,WOS:000417774200001,1093-3263,WOS:000279627300012,1463-9076,2010
11,WOS:000417774200001,1093-3263,WOS:A1980KR73600007,0002-7863,1980
12,WOS:000417774200001,1093-3263,WOS:A1994MX62800051,0021-9606,1994
13,WOS:000417774200001,1093-3263,WOS:000303628400004,1549-9618,2012
14,WOS:000417774200001,1093-3263,WOS:000241629600019,1367-4803,2006
15,WOS:000417774200001,1093-3263,WOS:000165584600006,0021-9606,2000
16,WOS:000417774200001,1093-3263,WOS:A1973R031000015,0022-2364,1973
17,WOS:000417774200001,1093-3263,WOS:A1983QZ31500046,0021-9606,1983
18,WOS:000417774200001,1093-3263,WOS:000300515500085,1386-1425,2012
19,WOS:000417774200001,1093-3263,WOS:A1984SZ32800035,0002-7863,1984
20,WOS:000417774200001,1093-3263,WOS:000299450200016,2210-271X,2012
21,WOS:000417774200001,1093-3263,WOS:000186440600021,0166-1280,2003
22,WOS:000417774200001,1093-3263,WOS:000232258200014,0166-1280,2005
23,WOS:000417774200001,1093-3263,FORA DA BASE,Society,2007
24,WOS:000417774200001,1093-3263,FORA DA BASE,J. Mol. Struct.,1998
25,WOS:000417774200001,1093-3263,WOS:000167592500035,1089-5639,2001
26,WOS:000417774200001,1093-3263,WOS:000075860100020,0002-7863,1998
27,WOS:000417774200001,1093-3263,WOS:A1987J325700003,0021-9584,1987
28,WOS:000417774200001,1093-3263,WOS:000223379100005,0192-8651,2004
29,WOS:000417774200001,1093-3263,WOS:000286090300012,1089-5639,2011
30,WOS:000417774200001,1093-3263,WOS:A1981LQ92200006,0040-5744,1981
31,WOS:000417774200001,1093-3263,WOS:A1977CZ25300007,0021-9991,1977
32,WOS:000417774200001,1093-3263,WOS:A1993MC64600011,0192-8651,1993
33,WOS:000417774200001,1093-3263,WOS:000088878400009,0021-9606,2000
34,WOS:000417774200001,1093-3263,WOS:000296685500081,1089-5639,2011
35,WOS:000417774200002,1093-3263,WOS:000085913300075,0021-9258,2000
36,WOS:000417774200002,1093-3263,WOS:A1984TQ73500045,0021-9606,1984
37,WOS:000417774200002,1093-3263,WOS:000088083300015,0014-827X,2000
38,WOS:000417774200002,1093-3263,WOS:000233850200001,0193-1849,2006
39,WOS:000417774200002,1093-3263,WOS:A1993LG10100091,0021-9606,1993
40,WOS:000417774200002,1093-3263,WOS:A1991FQ16500032,0003-9861,1991
41,WOS:000417774200002,1093-3263,WOS:000256691200009,0003-9861,2008
42,WOS:000417774200002,1093-3263,WOS:A1996VE49000009,0021-9738,1996
43,WOS:000417774200002,1093-3263,WOS:A1997XT81100004,0192-8651,1997
44,WOS:000417774200002,1093-3263,WOS:000165879500031,1063-651X,2000
45,WOS:000417774200002,1093-3263,WOS:000254277900007,1549-9618,2008
46,WOS:000417774200002,1093-3263,WOS:A1996VA07300001,0012-1797,1996
47,WOS:000417774200002,1093-3263,WOS:000176264000001,0006-3002,2002
48,WOS:000417774200002,1093-3263,WOS:000297548000008,1610-2940,2011
49,WOS:000417774200002,1093-3263,WOS:000255108900016,0022-2836,2008
50,WOS:000417774200002,1093-3263,WOS:000246547300014,0264-6021,2007
51,WOS:000417774200002,1093-3263,WOS:000249494800010,0022-2836,2007
52,WOS:000417774200002,1093-3263,WOS:000222791700002,0907-4449,2004
53,WOS:000417774200002,1093-3263,WOS:000172195300014,0022-2836,2001
54,WOS:000417774200002,1093-3263,WOS:000079028300014,0961-8368,1999
55,WOS:000417774200002,1093-3263,WOS:000075598600010,0969-2126,1998
56,WOS:000417774200002,1093-3263,WOS:000233021400004,0192-8651,2005
57,WOS:000417774200002,1093-3263,FORA DA BASE,Phys Rev E,2002
58,WOS:000417774200003,1093-3263,WOS:000407120200002,1177-8881,2017
59,WOS:000417774200003,1093-3263,WOS:000362266400017,1553-734X,2015
60,WOS:000417774200003,1093-3263,WOS:A1990ED16700008,0022-2836,1990
61,WOS:000417774200003,1093-3263,WOS:000343845800002,0378-4274,2014
62,WOS:000417774200003,1093-3263,WOS:000086625000047,0028-0836,2000
63,WOS:000417774200003,1093-3263,WOS:000170152000010,0006-3495,2001
64,WOS:000417774200003,1093-3263,WOS:000183671600017,0022-2836,2003
65,WOS:000417774200003,1093-3263,WOS:000251329900005,0022-3751,2007
66,WOS:000417774200003,1093-3263,WOS:000262809700015,0027-8424,2009
67,WOS:000417774200003,1093-3263,WOS:A1979HA30400014,0162-8828,1979
68,WOS:000417774200003,1093-3263,WOS:000181088000022,0002-7863,2003
69,WOS:000417774200003,1093-3263,WOS:A1997BJ57S00020,0076-6879,1997
70,WOS:000417774200003,1093-3263,WOS:000348483600064,0006-291X,2015
