,SOURCE_A,SOURCE_J,TARGET_A,TARGET_J,YEAR
1,WOS:000416100600001,2194-6302,WOS:000335457700008,1532-4435,2014
2,WOS:000416100600001,2194-6302,WOS:000180502300043,0016-6731,2002
3,WOS:000416100600001,2194-6302,WOS:000284978200018,1543-592X(print),2010
4,WOS:000416100600001,2194-6302,WOS:000272179100018,0006-3444,2009
5,WOS:000416100600001,2194-6302,WOS:A1954UM03300008,0003-4851,1954
6,WOS:000416100600001,2194-6302,WOS:000319892300003,0883-4237,2013
7,WOS:000416100600001,2194-6302,WOS:000326744700002,0737-4038,2013
8,WOS:000416100600001,2194-6302,WOS:000221572500021,0162-1459,2004
9,WOS:000416100600001,2194-6302,WOS:000379972900001,0090-5364,2016
10,WOS:000416100600001,2194-6302,WOS:A1984TZ87900002,0035-9246,1984
11,WOS:000416100600001,2194-6302,WOS:000289472000001,0035-9254,2011
12,WOS:000416100600001,2194-6302,WOS:000280703500024,1367-4803,2010
13,WOS:000416100600001,2194-6302,WOS:000304087600002,1369-7412,2012
14,WOS:000416100600001,2194-6302,WOS:000223176800004,0266-4666,2004
15,WOS:000416100600001,2194-6302,WOS:A1993MP43500006,0883-7252,1993
16,WOS:000416100600001,2194-6302,WOS:000272032100033,1553-7390,2009
17,WOS:000416100600001,2194-6302,WOS:000391655000001,1532-4435,2016
18,WOS:000416100600001,2194-6302,WOS:000221244000012,1369-7412,2004
19,WOS:000416100600001,2194-6302,WOS:A1952UM02400013,0003-4851,1952
20,WOS:000416100600001,2194-6302,WOS:000286596500032,0028-0836,2011
21,WOS:000416100600001,2194-6302,WOS:000241158700012,1471-0056,2006
22,WOS:000416100600001,2194-6302,WOS:000208120400004,2194-573X,2009
23,WOS:000416100600001,2194-6302,FORA DA BASE,"Working Paper 931, UFAE and IAE Working Papers",2013
24,WOS:000416100600001,2194-6302,FORA DA BASE,Methodol. Comput. Appl. Probab,2013
25,WOS:000416100600001,2194-6302,FORA DA BASE,"Technical report, arXiv",2015
26,WOS:000416100600001,2194-6302,FORA DA BASE,PLoS ONE,2013
27,WOS:000416100600001,2194-6302,FORA DA BASE,arXiv preprint,2015
28,WOS:000416100600001,2194-6302,WOS:000292200700006,0962-1083,2011
29,WOS:000416100600001,2194-6302,WOS:000321103700001,1935-7524,2013
30,WOS:000416100600001,2194-6302,WOS:A1997XE53700009,0005-1098,1997
31,WOS:000416100600001,2194-6302,WOS:A1992HE80200004,0018-9286,1992
32,WOS:000416100600001,2194-6302,WOS:000291052200006,1932-6203,2011
33,WOS:000416100600001,2194-6302,WOS:000262757200006,1742-5689,2009
34,WOS:000416100600001,2194-6302,WOS:000270214000023,0016-6731,2009
35,WOS:000416100600001,2194-6302,FORA DA BASE,"MULTIVARIATE DENSITY ESTIMATION: THEORY, PRACTICE, AND VISUALIZATION, 2ND EDITION",2015
36,WOS:000416100600001,2194-6302,FORA DA BASE,Stat. Methodol.,2009
37,WOS:000416100600002,2194-6302,WOS:000355015900001,1467-5463,2015
38,WOS:000416100600002,2194-6302,WOS:000339121900023,1367-4803,2014
39,WOS:000416100600002,2194-6302,WOS:000355537600002,2041-1723,2015
40,WOS:000416100600002,2194-6302,WOS:A1985AJL5800004,0162-1459,1985
41,WOS:000416100600002,2194-6302,WOS:000330432500004,1367-4803,2014
42,WOS:000416100600002,2194-6302,WOS:000374281800001,1465-6906,2016
43,WOS:000416100600002,2194-6302,WOS:000253925600040,0028-0836,2008
44,WOS:000416100600002,2194-6302,WOS:000289972600023,1061-4036,2011
45,WOS:000416100600002,2194-6302,WOS:000087840100001,1369-7412,2000
46,WOS:000416100600002,2194-6302,WOS:000242404200014,1061-4036,2006
47,WOS:000416100600002,2194-6302,WOS:000350564200015,2211-1247,2015
48,WOS:000416100600002,2194-6302,WOS:000374216400010,1471-0056,2016
49,WOS:000416100600002,2194-6302,WOS:000403554800007,1876-1623(print),2017
50,WOS:000416100600002,2194-6302,WOS:000278299000011,1750-1911,2010
51,WOS:000416100600002,2194-6302,WOS:000288993200006,1754-2189,2011
52,WOS:000416100600002,2194-6302,WOS:000313183900002,1474-760X,2012
53,WOS:000416100600002,2194-6302,WOS:000321746100050,1367-4803,2013
54,WOS:000416100600002,2194-6302,WOS:000082110900077,0021-9258,1999
55,WOS:000416100600002,2194-6302,WOS:000329387500008,1474-760X,2013
56,WOS:000416100600002,2194-6302,WOS:000372063100007,1001-0602,2016
57,WOS:000416100600002,2194-6302,WOS:000312891600001,1471-2105,2012
58,WOS:000416100600002,2194-6302,WOS:000245036100010,1471-0056,2007
59,WOS:000416100600002,2194-6302,WOS:000327744500005,2194-6302,2013
60,WOS:000416100600002,2194-6302,WOS:000274649900010,1471-0056,2010
61,WOS:000416100600002,2194-6302,WOS:000354161000001,1471-2105,2015
62,WOS:000416100600002,2194-6302,WOS:000287924100035,0028-0836,2011
63,WOS:000416100600002,2194-6302,WOS:000336525000069,1553-7390,2014
64,WOS:000416100600002,2194-6302,WOS:000375962300002,1474-760X,2016
65,WOS:000416100600002,2194-6302,WOS:000355665800034,1367-4803,2015
66,WOS:000416100600002,2194-6302,WOS:000329178200011,1548-7091,2014
67,WOS:000416100600002,2194-6302,WOS:000399156300004,2146-4596,2017
68,WOS:000416100600002,2194-6302,WOS:000340075600020,1548-7091,2014
69,WOS:000416100600002,2194-6302,WOS:000413586900013,0168-1656,2017
70,WOS:000416100600002,2194-6302,WOS:000379259500002,1756-8935,2016
71,WOS:000416100600002,2194-6302,WOS:000369655500001,1465-6906,2015
72,WOS:000416100600003,2194-6302,WOS:A1997YC51500008,1088-9051,1997
73,WOS:000416100600003,2194-6302,WOS:A1995QE45300017,0035-9246,1995
74,WOS:000416100600003,2194-6302,WOS:000230411500005,1462-2416,2005
75,WOS:000416100600003,2194-6302,WOS:000288811500010,1932-6203,2011
76,WOS:000416100600003,2194-6302,WOS:000078008200009,1061-4036,1999
77,WOS:000416100600003,2194-6302,WOS:000275550600002,1471-2105,2010
78,WOS:000416100600003,2194-6302,WOS:000308166100007,2159-3337,2012
79,WOS:000416100600003,2194-6302,WOS:A1997YC32300053,0036-8075,1997
80,WOS:000416100600003,2194-6302,WOS:000291213200005,1544-6115,2011
81,WOS:000416100600003,2194-6302,WOS:000081913000012,0076-6879,1999
82,WOS:000416100600003,2194-6302,WOS:000297643000001,1471-2105,2011
83,WOS:000416100600003,2194-6302,WOS:000265794200001,1471-2164,2009
84,WOS:000416100600003,2194-6302,WOS:000346604700001,1465-6906,2014
85,WOS:000416100600003,2194-6302,WOS:000080886500014,1059-1524,1999
86,WOS:000416100600003,2194-6302,WOS:000305420000012,1465-4644,2012
87,WOS:000416100600003,2194-6302,WOS:000325863700005,0962-2802,2013
88,WOS:000416100600003,2194-6302,WOS:A1997XT16100009,0950-9232,1997
89,WOS:000416100600003,2194-6302,WOS:000231849100045,0028-0836,2005
90,WOS:000416100600003,2194-6302,WOS:000258756500013,1088-9051,2008
91,WOS:000416100600003,2194-6302,WOS:000257166700015,1548-7091,2008
