,SOURCE_A,SOURCE_J,TARGET_A,TARGET_J,YEAR
1,417254000001,0277-6715,000294205300004,0028-4793,2011
2,417254000001,0277-6715,000320400900009,0277-6715,2013
3,417254000001,0277-6715,000316989900007,0028-4793,2013
4,417254000001,0277-6715,000337203900002,1551-7144,2014
5,417254000001,0277-6715,000082683000026,0006-341X,1999
6,417254000001,0277-6715,A1979GL00300001,0090-5364,1979
7,417254000001,0277-6715,A1984TT01300002,0006-3444,1984
8,417254000001,0277-6715,000347747300045,0021-9738,2015
9,417254000001,0277-6715,000232118700001,0277-6715,2005
10,417254000001,0277-6715,A1988N856800023,0006-341X,1988
11,417254000001,0277-6715,A1983RS22800013,0006-3444,1983
12,417254000001,0277-6715,000183902900011,1465-4644,2002
13,417254000001,0277-6715,A1995TQ15600010,0006-341X,1995
14,417254000001,0277-6715,A1976CP66700021,0006-3444,1976
15,417254000001,0277-6715,000071132200015,0162-1459,1997
16,417254000001,0277-6715,A1989U187500009,0277-6715,1989
17,417254000001,0277-6715,000252595600015,0277-6715,2007
18,417254000001,0277-6715,000166968300002,0277-6715,2001
19,417254000001,0277-6715,000172269400009,0003-1305,2001
20,417254000002,0277-6715,000247218900005,1539-1604,2007
21,417254000002,0277-6715,000082683000026,0006-341X,1999
22,417254000002,0277-6715,000325126300009,1550-7416,2013
23,417254000002,0277-6715,000255198200016,1550-7416,2008
24,417254000002,0277-6715,000329165600009,1550-7416,2014
25,417254000002,0277-6715,000336481900001,1539-1604,2014
26,417254000002,0277-6715,000328374900007,0022-3573,2014
27,417254000002,0277-6715,000320005100011,0724-8741,2013
28,417254000002,0277-6715,000355952100003,0277-6715,2015
29,417254000002,0277-6715,000301487400002,1539-1604,2012
30,417254000002,0277-6715,000375332000001,0277-6715,2016
31,417254000002,0277-6715,000172795200008,0031-6970,2001
32,417254000002,0277-6715,A1977DQ65700002,0006-3444,1977
33,417254000002,0277-6715,000261910900003,1539-1604,2008
34,417254000002,0277-6715,000349963800002,0031-6970,2015
35,417254000002,0277-6715,000271694300002,0312-5963,2009
36,417254000002,0277-6715,000368577800002,1539-1604,2016
37,417254000003,0277-6715,A1969E531100005,1369-7412,1969
38,417254000003,0277-6715,000273649200002,1528-4336,2009
39,417254000003,0277-6715,000290470200001,0277-6715,2011
40,417254000003,0277-6715,000241058300028,0140-6736,2006
41,417254000003,0277-6715,000294802500007,1932-6203,2011
42,417254000003,0277-6715,000370685000013,0962-2802,2016
43,417254000003,0277-6715,000299575900004,1054-3406,2011
44,417254000003,0277-6715,000331000400004,1539-1604,2014
45,417254000003,0277-6715,000384442400003,1054-3406,2016
46,417254000003,0277-6715,000368945000004,0277-6715,2016
47,417254000003,0277-6715,000079189500004,0883-4237,1998
48,417254000003,0277-6715,000087303600004,0883-4237,2000
49,417254000003,0277-6715,000385864300001,2331-1835,2016
50,417254000003,0277-6715,000321432800003,1539-1604,2013
51,417254000003,0277-6715,000255959500033,0006-341X,2008
52,417254000003,0277-6715,A1976BN00300004,0021-9681,1976
53,417254000004,0277-6715,000176036700010,0964-1998,2002
54,417254000004,0277-6715,000327808300009,0378-3758,2014
55,417254000004,0277-6715,000261860700023,1474-4422,2009
56,417254000004,0277-6715,A1990DZ45100046,0036-8075,1990
57,417254000004,0277-6715,A1996UK33900014,0364-5134,1996
58,417254000004,0277-6715,000392710500020,0006-8950,2017
59,417254000004,0277-6715,A1988M481700022,0006-3444,1988
60,417254000004,0277-6715,A1993LK40400013,0364-5134,1993
61,417254000004,0277-6715,A1987L495700017,0148-396X,1987
62,417254000004,0277-6715,000325463100023,0364-5134,2013
63,417254000004,0277-6715,000227446700005,0896-6273,2005
64,417254000004,0277-6715,000335739400004,1935-861X,2014
65,417254000004,0277-6715,000327684600020,0014-4886,2013
66,417254000004,0277-6715,000298324800008,1388-2457,2012
67,417254000004,0277-6715,A1984AFP6300015,0035-9246,1984
68,417254000004,0277-6715,A1994PM60700012,0364-5134,1994
69,417254000005,0277-6715,000080385000003,0960-3174,1998
70,417254000005,0277-6715,000340874500006,0094-9655,2014
71,417254000005,0277-6715,000080546500003,0960-3174,1999
