,SOURCE_A,SOURCE_J,TARGET_A,TARGET_J,YEAR
1,WOS:000416145000001,1913-2751,WOS:000359681800001,2050-084X,2015
2,WOS:000416145000001,1913-2751,WOS:000301051000001,1471-2164,2012
3,WOS:000416145000001,1913-2751,WOS:000183832900088,0305-1048,2003
4,WOS:000416145000001,1913-2751,WOS:000258330000002,0143-3334,2008
5,WOS:000416145000001,1913-2751,WOS:000078450700004,0269-2139,1999
6,WOS:000416145000001,1913-2751,WOS:000258829900019,1538-4101,2008
7,WOS:000416145000001,1913-2751,WOS:000350210400029,0305-1048,2015
8,WOS:000416145000001,1913-2751,WOS:000307077500022,1547-6286,2012
9,WOS:000416145000001,1913-2751,WOS:000225504000005,1536-1241,2004
10,WOS:000416145000001,1913-2751,WOS:000354445900082,2046-2069,2015
11,WOS:000416145000001,1913-2751,WOS:000296296900001,1471-2156,2011
12,WOS:000416145000001,1913-2751,WOS:000255311500064,0305-1048,2007
13,WOS:000416145000001,1913-2751,WOS:000207582200017,1474-760X,2002
14,WOS:000416145000001,1913-2751,WOS:000243494600139,0305-1048,2007
15,WOS:000416145000001,1913-2751,WOS:000234438600022,0887-3585,2006
16,WOS:000416145000001,1913-2751,WOS:000343220300008,0305-1048,2014
17,WOS:000416145000001,1913-2751,WOS:000339910900061,0301-4851,2014
18,WOS:000416145000001,1913-2751,WOS:000329678600014,1059-7794,2014
19,WOS:000416145000001,1913-2751,WOS:000278486000024,0008-5472,2010
20,WOS:000416145000001,1913-2751,WOS:000214702400004,2324-9269,2015
21,WOS:000416145000001,1913-2751,WOS:000226726000016,0143-1161,2005
22,WOS:000416145000001,1913-2751,WOS:000260756300006,0168-9525,2008
23,WOS:000416145000001,1913-2751,WOS:000267583500008,0169-2607,2009
24,WOS:000416145000001,1913-2751,WOS:000166360300086,0305-1048,2001
25,WOS:000416145000001,1913-2751,WOS:000358362700001,2045-2322,2015
26,WOS:000416145000001,1913-2751,FORA DA BASE,J Hematol Oncol,2014
27,WOS:000416145000001,1913-2751,FORA DA BASE,Computing,2008
