,SOURCE_A,SOURCE_J,TARGET_A,TARGET_J,YEAR
1,WOS:000415107100001,0140-0118,WOS:000294583500003,0022-3085,2011
2,WOS:000415107100001,0140-0118,WOS:A1997YD46300004,0969-9961,1997
3,WOS:000415107100001,0140-0118,WOS:A1994NC04300023,0027-8424,1994
4,WOS:000415107100001,0140-0118,WOS:A1996UB11700053,0028-0836,1996
5,WOS:000415107100001,0140-0118,WOS:000305507701148,0885-3185,2012
6,WOS:000415107100001,0140-0118,WOS:000182610600041,1078-8956,2003
7,WOS:000415107100001,0140-0118,WOS:000324722900001,0165-0270,2013
8,WOS:000415107100001,0140-0118,WOS:000294408600023,1053-8119,2011
9,WOS:000415107100001,0140-0118,WOS:000178613700003,0006-8950,2002
10,WOS:000415107100001,0140-0118,WOS:000277475900018,0028-3908,2010
11,WOS:000415107100001,0140-0118,WOS:000275135300001,0140-0118,2010
12,WOS:000415107100001,0140-0118,WOS:000082360000021,0364-5134,1999
13,WOS:000415107100001,0140-0118,WOS:000235920000004,0364-5134,2006
14,WOS:000415107100001,0140-0118,WOS:000368955800005,0165-0270,2016
15,WOS:000415107100001,0140-0118,WOS:A1993LC94200031,0036-8075,1993
16,WOS:000415107100001,0140-0118,WOS:000252472200012,0022-5193,2008
17,WOS:000415107100001,0140-0118,WOS:000350266600029,0022-3085,2015
18,WOS:000415107100001,0140-0118,WOS:000370767500005,0161-813X,2016
19,WOS:000415107100001,0140-0118,WOS:A1994NA59800081,0002-9513,1994
20,WOS:000415107100001,0140-0118,WOS:000180316000014,0028-3878,2003
21,WOS:000415107100001,0140-0118,WOS:000242107300025,0014-4886,2006
22,WOS:000415107100001,0140-0118,WOS:000239897900006,0090-6964,2006
23,WOS:000415107100001,0140-0118,WOS:000227043200005,0022-3085,2005
24,WOS:000415107100001,0140-0118,WOS:000183820600055,0006-3495,2003
25,WOS:000415107100001,0140-0118,WOS:000260072300002,0031-9333,2008
26,WOS:000415107100001,0140-0118,WOS:000317562600004,1932-6203,2013
27,WOS:000415107100001,0140-0118,WOS:A1995QD40400057,0028-0836,1995
28,WOS:000415107100001,0140-0118,WOS:000279682000004,0090-6964,2010
29,WOS:000415107100001,0140-0118,WOS:000318669600003,1543-8384,2013
30,WOS:000415107100001,0140-0118,WOS:000262758100021,0165-0270,2009
31,WOS:000415107100001,0140-0118,WOS:000299155900015,0885-3185,2012
32,WOS:000415107100002,0140-0118,WOS:A1994PH37000006,0735-1097,1994
33,WOS:000415107100002,0140-0118,WOS:A1988L920900006,0020-7101,1988
34,WOS:000415107100002,0140-0118,WOS:000262182900012,1025-5842,2009
35,WOS:000415107100002,0140-0118,WOS:000295458900010,1364-503X,2011
36,WOS:000415107100002,0140-0118,WOS:000317191200009,0735-1097,2013
