ISSN,TITLE,TOT_DEGREE,TOT_ART
0004-9425,AUSTRALIAN JOURNAL OF CHEMISTRY,7,0
1433-7851,ANGEWANDTE CHEMIE-INTERNATIONAL EDITION,137,0
0010-8545,COORDINATION CHEMISTRY REVIEWS,8,0
0010-0765,COLLECTION OF CZECHOSLOVAK CHEMICAL COMMUNICATIONS,2,0
0166-1280,JOURNAL OF MOLECULAR STRUCTURE-THEOCHEM,21,0
1463-9076,PHYSICAL CHEMISTRY CHEMICAL PHYSICS,108,0
1877-7503,JOURNAL OF COMPUTATIONAL SCIENCE,3,0
0108-7681,ACTA CRYSTALLOGRAPHICA SECTION B-STRUCTURAL SCIENCE,3,0
0306-0012,CHEMICAL SOCIETY REVIEWS,26,0
1528-7483,CRYSTAL GROWTH & DESIGN,3,0
2210-271X,COMPUTATIONAL AND THEORETICAL CHEMISTRY,2,0
2073-4352,CRYSTALS,2,0
0340-1022,HALOGEN BONDING I: IMPACT ON MATERIALS CHEMISTRY AND LIFE SCIENCES,13,0
1432-881X,THEORETICAL CHEMISTRY ACCOUNTS,59,0
0308-664X,PHOSPHORUS SULFUR AND SILICON AND THE RELATED ELEMENTS,1,0
0021-9584,JOURNAL OF CHEMICAL EDUCATION,8,0
0020-7608,INTERNATIONAL JOURNAL OF QUANTUM CHEMISTRY,39,0
0026-8976,MOLECULAR PHYSICS,47,0
1089-5639,JOURNAL OF PHYSICAL CHEMISTRY A,130,0
0301-4622,BIOPHYSICAL CHEMISTRY,8,0
0010-4655,COMPUTER PHYSICS COMMUNICATIONS,29,0
0192-8651,JOURNAL OF COMPUTATIONAL CHEMISTRY,204,0
1932-7447,JOURNAL OF PHYSICAL CHEMISTRY C,53,0
0953-8984,JOURNAL OF PHYSICS-CONDENSED MATTER,16,0
0887-3585,PROTEINS-STRUCTURE FUNCTION AND BIOINFORMATICS,86,0
0066-426X,"ANNUAL REVIEW OF PHYSICAL CHEMISTRY, VOL 65",24,0
0065-7727,ABSTRACTS OF PAPERS OF THE AMERICAN CHEMICAL SOCIETY,2,0
1744-683X,SOFT MATTER,9,0
0022-2631,JOURNAL OF MEMBRANE BIOLOGY,2,0
1539-3755,PHYSICAL REVIEW E,7,0
2095-0179,FRONTIERS OF CHEMICAL SCIENCE AND ENGINEERING,1,0
2046-2069,RSC ADVANCES,7,0
1948-7185,JOURNAL OF PHYSICAL CHEMISTRY LETTERS,25,0
1098-0121,PHYSICAL REVIEW B,118,0
0022-1295,JOURNAL OF GENERAL PHYSIOLOGY,2,0
1072-8368,NATURE STRUCTURAL BIOLOGY,11,0
0014-5793,FEBS LETTERS,10,0
0270-7306,MOLECULAR AND CELLULAR BIOLOGY,1,0
1089-5647,JOURNAL OF PHYSICAL CHEMISTRY B,40,0
0161-3642,INTERNATIONAL JOURNAL OF QUANTUM CHEMISTRY,3,0
0022-2836,JOURNAL OF MOLECULAR BIOLOGY,53,0
1069-3599,"REVIEWS IN COMPUTATIONAL CHEMISTRY, VOL 18",4,0
0146-6380,ORGANIC GEOCHEMISTRY,2,0
0907-4449,ACTA CRYSTALLOGRAPHICA SECTION D-BIOLOGICAL CRYSTALLOGRAPHY,3,0
0006-3002,BIOCHIMICA ET BIOPHYSICA ACTA,10,0
0006-2960,BIOCHEMISTRY,44,0
0892-7022,MOLECULAR SIMULATION,4,0
0031-9007,PHYSICAL REVIEW LETTERS,117,0
0301-0104,CHEMICAL PHYSICS,33,0
0925-2738,JOURNAL OF BIOMOLECULAR NMR,7,0
1000-6818,ACTA PHYSICO-CHIMICA SINICA,1,0
2041-6520,CHEMICAL SCIENCE,3,0
0928-0987,EUROPEAN JOURNAL OF PHARMACEUTICAL SCIENCES,2,0
0264-6021,BIOCHEMICAL JOURNAL,3,0
1471-2237,BMC STRUCTURAL BIOLOGY,4,0
0026-895X,MOLECULAR PHARMACOLOGY,3,0
0008-5472,CANCER RESEARCH,5,0
1047-8477,JOURNAL OF STRUCTURAL BIOLOGY,4,0
1422-0067,INTERNATIONAL JOURNAL OF MOLECULAR SCIENCES,2,0
0021-9258,JOURNAL OF BIOLOGICAL CHEMISTRY,41,0
0014-2956,EUROPEAN JOURNAL OF BIOCHEMISTRY,8,0
0300-5127,BIOCHEMICAL SOCIETY TRANSACTIONS,4,0
0006-291X,BIOCHEMICAL AND BIOPHYSICAL RESEARCH COMMUNICATIONS,4,0
0003-9861,ARCHIVES OF BIOCHEMISTRY AND BIOPHYSICS,5,0
0020-7136,INTERNATIONAL JOURNAL OF CANCER,2,0
1756-8919,FUTURE MEDICINAL CHEMISTRY,2,0
0079-6107,PROGRESS IN BIOPHYSICS & MOLECULAR BIOLOGY,2,0
1524-9557,JOURNAL OF IMMUNOTHERAPY,1,0
1474-175X,NATURE REVIEWS CANCER,2,0
0968-0004,TRENDS IN BIOCHEMICAL SCIENCES,4,0
2052-1707,PHARMACOLOGY RESEARCH & PERSPECTIVES,1,0
0009-3084,CHEMISTRY AND PHYSICS OF LIPIDS,1,0
0961-8368,PROTEIN SCIENCE,18,0
0007-1188,BRITISH JOURNAL OF PHARMACOLOGY,1,0
0022-2275,JOURNAL OF LIPID RESEARCH,1,0
2375-2548,SCIENCE ADVANCES,1,0
0041-008X,TOXICOLOGY AND APPLIED PHARMACOLOGY,1,0
1420-682X,CELLULAR AND MOLECULAR LIFE SCIENCES,1,0
0732-183X,JOURNAL OF CLINICAL ONCOLOGY,1,0
1087-0156,NATURE BIOTECHNOLOGY,4,0
0005-2736,BIOCHIMICA ET BIOPHYSICA ACTA-BIOMEMBRANES,3,0
1742-464X,FEBS JOURNAL,3,0
0344-5704,CANCER CHEMOTHERAPY AND PHARMACOLOGY,1,0
0304-3835,CANCER LETTERS,1,0
0145-479X,JOURNAL OF BIOENERGETICS AND BIOMEMBRANES,1,0
0892-6638,FASEB JOURNAL,2,0
0960-894X,BIOORGANIC & MEDICINAL CHEMISTRY LETTERS,5,0
1399-0047,ACTA CRYSTALLOGRAPHICA SECTION D-BIOLOGICAL CRYSTALLOGRAPHY,1,0
0007-0920,BRITISH JOURNAL OF CANCER,1,0
0959-8049,EUROPEAN JOURNAL OF CANCER,1,0
1078-0432,CLINICAL CANCER RESEARCH,1,0
0090-9556,DRUG METABOLISM AND DISPOSITION,1,0
1439-4227,CHEMBIOCHEM,1,0
0092-8674,CELL,5,0
0198-6325,MEDICINAL RESEARCH REVIEWS,1,0
0378-4274,TOXICOLOGY LETTERS,1,0
0969-2126,STRUCTURE,22,0
1742-206X,MOLECULAR BIOSYSTEMS,4,0
0304-4165,BIOCHIMICA ET BIOPHYSICA ACTA-GENERAL SUBJECTS,2,0
0920-654X,JOURNAL OF COMPUTER-AIDED MOLECULAR DESIGN,36,0
1553-7358,PLOS COMPUTATIONAL BIOLOGY,2,0
1935-2727,PLOS NEGLECTED TROPICAL DISEASES,1,0
0968-0896,BIOORGANIC & MEDICINAL CHEMISTRY,12,0
1747-0277,CHEMICAL BIOLOGY & DRUG DESIGN,3,0
1058-4838,CLINICAL INFECTIOUS DISEASES,1,0
0175-7571,EUROPEAN BIOPHYSICS JOURNAL WITH BIOPHYSICS LETTERS,3,0
0022-538X,JOURNAL OF VIROLOGY,1,0
0305-1048,NUCLEIC ACIDS RESEARCH,58,0
1478-3967,PHYSICAL BIOLOGY,3,0
1664-302X,FRONTIERS IN MICROBIOLOGY,2,0
1612-1872,CHEMISTRY & BIODIVERSITY,1,0
1936-122X(print),"ANNUAL REVIEW OF BIOPHYSICS, VOL 42",3,0
2001-0370,COMPUTATIONAL AND STRUCTURAL BIOTECHNOLOGY JOURNAL,1,0
1573-4099,CURRENT COMPUTER-AIDED DRUG DESIGN,1,0
2155-5435,ACS CATALYSIS,13,0
0022-3263,JOURNAL OF ORGANIC CHEMISTRY,35,0
1472-779X,JOURNAL OF THE CHEMICAL SOCIETY-PERKIN TRANSACTIONS 2,1,0
1477-0520,ORGANIC & BIOMOLECULAR CHEMISTRY,19,0
0040-4039,TETRAHEDRON LETTERS,7,0
2374-7943,ACS CENTRAL SCIENCE,2,0
1434-193X,EUROPEAN JOURNAL OF ORGANIC CHEMISTRY,6,0
1867-3880,CHEMCATCHEM,1,0
1420-3049,MOLECULES,3,0
1527-8999,CHEMICAL RECORD,2,0
0037-9980,JOURNAL OF SYNTHETIC ORGANIC CHEMISTRY JAPAN,1,0
1861-4728,CHEMISTRY-AN ASIAN JOURNAL,5,0
0300-922X,JOURNAL OF THE CHEMICAL SOCIETY-PERKIN TRANSACTIONS 1,1,0
1472-7773,JOURNAL OF THE CHEMICAL SOCIETY-DALTON TRANSACTIONS,3,0
2365-6549,CHEMISTRYSELECT,1,0
0936-5214,SYNLETT,3,0
0008-4042,CANADIAN JOURNAL OF CHEMISTRY-REVUE CANADIENNE DE CHIMIE,4,0
0040-4020,TETRAHEDRON,9,0
1523-7060,ORGANIC LETTERS,32,0
0020-1669,INORGANIC CHEMISTRY,34,0
0957-4166,TETRAHEDRON-ASYMMETRY,4,0
0022-3239,JOURNAL OF OPTIMIZATION THEORY AND APPLICATIONS,1,0
1748-3387,NATURE NANOTECHNOLOGY,15,0
0741-3106,IEEE ELECTRON DEVICE LETTERS,1,0
1530-6984,NANO LETTERS,63,0
1476-1122,NATURE MATERIALS,15,0
0935-9648,ADVANCED MATERIALS,16,0
0108-7673,ACTA CRYSTALLOGRAPHICA SECTION A,3,0
2160-3308,PHYSICAL REVIEW X,4,0
1477-9226,DALTON TRANSACTIONS,11,0
1083-4427,IEEE TRANSACTIONS ON SYSTEMS MAN AND CYBERNETICS PART A-SYSTEMS AND HUMANS,1,0
0894-069X,NAVAL RESEARCH LOGISTICS,1,0
2040-3364,NANOSCALE,11,0
1613-6810,SMALL,6,0
1936-0851,ACS NANO,29,0
0044-2968,ZEITSCHRIFT FUR KRISTALLOGRAPHIE,1,0
1745-2473,NATURE PHYSICS,5,0
0012-821X,EARTH AND PLANETARY SCIENCE LETTERS,1,0
0959-9428,JOURNAL OF MATERIALS CHEMISTRY,5,0
2469-9950,PHYSICAL REVIEW B,29,0
1063-651X,PHYSICAL REVIEW E,5,0
0925-5001,JOURNAL OF GLOBAL OPTIMIZATION,1,0
0927-0256,COMPUTATIONAL MATERIALS SCIENCE,10,0
2050-7526,JOURNAL OF MATERIALS CHEMISTRY C,4,0
0081-5993,APPLICATIONS OF EVOLUTIONARY COMPUTATION IN CHEMISTRY,3,0
1050-2947,PHYSICAL REVIEW A,12,0
1552-4450,NATURE CHEMICAL BIOLOGY,4,0
1570-9639,BIOCHIMICA ET BIOPHYSICA ACTA-PROTEINS AND PROTEOMICS,2,0
0033-5835,QUARTERLY REVIEWS OF BIOPHYSICS,7,0
2044-4753,CATALYSIS SCIENCE & TECHNOLOGY,2,0
0956-5000,JOURNAL OF THE CHEMICAL SOCIETY-FARADAY TRANSACTIONS,1,0
0021-2148,ISRAEL JOURNAL OF CHEMISTRY,4,0
0144-235X,INTERNATIONAL REVIEWS IN PHYSICAL CHEMISTRY,7,0
0265-0568,NATURAL PRODUCT REPORTS,1,0
1056-8700,ANNUAL REVIEW OF BIOPHYSICS AND BIOMOLECULAR STRUCTURE,6,0
0163-1829,PHYSICAL REVIEW B,19,0
1097-2765,MOLECULAR CELL,1,0
0929-8673,CURRENT MEDICINAL CHEMISTRY,3,0
1758-2946,JOURNAL OF CHEMINFORMATICS,5,0
0724-8741,PHARMACEUTICAL RESEARCH,2,0
1470-8175,BIOCHEMISTRY AND MOLECULAR BIOLOGY EDUCATION,1,0
1744-4292,MOLECULAR SYSTEMS BIOLOGY,2,0
2167-8359,PEERJ,1,0
1389-2037,CURRENT PROTEIN & PEPTIDE SCIENCE,1,0
1944-8244,ACS APPLIED MATERIALS & INTERFACES,2,0
0097-6156(print),PROTEINS AT INTERFACES III: STATE OF THE ART,2,0
0370-1972,PHYSICA STATUS SOLIDI B-BASIC SOLID STATE PHYSICS,13,0
1976-0280,BIOCHIP JOURNAL,1,0
1531-7331,ANNUAL REVIEW OF MATERIALS RESEARCH,4,0
0743-7463,LANGMUIR,16,0
0897-4756,CHEMISTRY OF MATERIALS,4,0
0927-796X,MATERIALS SCIENCE & ENGINEERING R-REPORTS,2,0
0920-5063,JOURNAL OF BIOMATERIALS SCIENCE-POLYMER EDITION,1,0
0003-2700,ANALYTICAL CHEMISTRY,4,0
0021-9797,JOURNAL OF COLLOID AND INTERFACE SCIENCE,1,0
2042-8898,INTERFACE FOCUS,1,0
0378-3812,FLUID PHASE EQUILIBRIA,2,0
1389-1723,JOURNAL OF BIOSCIENCE AND BIOENGINEERING,1,0
2047-4830,BIOMATERIALS SCIENCE,1,0
0167-7799,TRENDS IN BIOTECHNOLOGY,2,0
0927-0248,SOLAR ENERGY MATERIALS AND SOLAR CELLS,2,0
0921-5093,MATERIALS SCIENCE AND ENGINEERING A-STRUCTURAL MATERIALS PROPERTIES MICROSTRUCTURE AND PROCESSING,1,0
0730-2312,JOURNAL OF CELLULAR BIOCHEMISTRY,1,0
2050-7488,JOURNAL OF MATERIALS CHEMISTRY A,3,0
0003-6951,APPLIED PHYSICS LETTERS,25,0
0031-899X,PHYSICAL REVIEW,12,0
1749-4885,NATURE PHOTONICS,1,0
0925-8388,JOURNAL OF ALLOYS AND COMPOUNDS,1,0
0038-1098,SOLID STATE COMMUNICATIONS,4,0
1616-301X,ADVANCED FUNCTIONAL MATERIALS,4,0
2195-1071,ADVANCED OPTICAL MATERIALS,1,0
0003-3804,ANNALEN DER PHYSIK,2,0
1386-9477,PHYSICA E-LOW-DIMENSIONAL SYSTEMS & NANOSTRUCTURES,1,0
0034-6861,REVIEWS OF MODERN PHYSICS,14,0
0295-5075,EPL,4,0
1862-6300,PHYSICA STATUS SOLIDI A-APPLICATIONS AND MATERIALS SCIENCE,1,0
1094-4087,OPTICS EXPRESS,1,0
0021-8979,JOURNAL OF APPLIED PHYSICS,9,0
0921-4534,PHYSICA C-SUPERCONDUCTIVITY AND ITS APPLICATIONS,1,0
2166-532X,APL MATERIALS,1,0
1674-0068,CHINESE JOURNAL OF CHEMICAL PHYSICS,1,0
1466-8033,CRYSTENGCOMM,2,0
0008-6223,CARBON,2,0
1998-0124,NANO RESEARCH,4,0
1022-1352,MACROMOLECULAR CHEMISTRY AND PHYSICS,1,0
1432-8488,JOURNAL OF SOLID STATE ELECTROCHEMISTRY,1,0
0948-1907,CHEMICAL VAPOR DEPOSITION,1,0
0022-0248,JOURNAL OF CRYSTAL GROWTH,1,0
0300-9084,BIOCHIMIE,1,0
1568-0266,CURRENT TOPICS IN MEDICINAL CHEMISTRY,2,0
1088-9051,GENOME RESEARCH,4,0
0743-4634,ANNUAL REVIEW OF CELL BIOLOGY,1,0
1553-7390,PLOS GENETICS,1,0
0031-6997,PHARMACOLOGICAL REVIEWS,1,0
1471-4914,TRENDS IN MOLECULAR MEDICINE,1,0
0952-7915,CURRENT OPINION IN IMMUNOLOGY,1,0
0066-4154,ANNUAL REVIEW OF BIOCHEMISTRY,5,0
1040-9238,CRITICAL REVIEWS IN BIOCHEMISTRY AND MOLECULAR BIOLOGY,1,0
0021-9193,JOURNAL OF BACTERIOLOGY,2,0
1092-2172,MICROBIOLOGY AND MOLECULAR BIOLOGY REVIEWS,1,0
0001-0782,COMMUNICATIONS OF THE ACM,3,0
1936-122X,"ANNUAL REVIEW OF BIOPHYSICS, VOL 42",1,0
0305-1870,CLINICAL AND EXPERIMENTAL PHARMACOLOGY AND PHYSIOLOGY,1,0
0276-7333,ORGANOMETALLICS,20,0
1615-4150,ADVANCED SYNTHESIS & CATALYSIS,7,0
0022-3719,JOURNAL OF PHYSICS C-SOLID STATE PHYSICS,2,0
0022-3727,JOURNAL OF PHYSICS D-APPLIED PHYSICS,2,0
0957-4484,NANOTECHNOLOGY,3,0
1367-2630,NEW JOURNAL OF PHYSICS,3,0
2053-1583,2D MATERIALS,1,0
0378-4371,PHYSICA B & C,3,0
0031-9015,JOURNAL OF THE PHYSICAL SOCIETY OF JAPAN,3,0
0022-2488,JOURNAL OF MATHEMATICAL PHYSICS,1,0
0001-5970,ACTA MECHANICA,1,0
1438-1656,ADVANCED ENGINEERING MATERIALS,1,0
2158-3226,AIP ADVANCES,1,0
1566-1199,ORGANIC ELECTRONICS,1,0
0001-8732,ADVANCES IN PHYSICS,1,0
2330-4022,ACS PHOTONICS,1,0
0925-9635,DIAMOND AND RELATED MATERIALS,2,0
0954-027X,JOURNAL OF HARD MATERIALS,1,0
0947-8396,APPLIED PHYSICS A-MATERIALS SCIENCE & PROCESSING,1,0
0920-8542,JOURNAL OF SUPERCOMPUTING,1,0
0302-9743,HIGH PERFORMANCE COMPUTING - HIPC 2003,4,0
0948-5023,JOURNAL OF MOLECULAR MODELING,3,0
1081-0706,ANNUAL REVIEW OF CELL AND DEVELOPMENTAL BIOLOGY,1,0
1364-503X,PHILOSOPHICAL TRANSACTIONS OF THE ROYAL SOCIETY A-MATHEMATICAL PHYSICAL AND ENGINEERING SCIENCES,2,0
0018-9219,PROCEEDINGS OF THE IEEE,4,0
0065-3233,PROTEIN SIMULATIONS,4,0
0367-8377,INTERNATIONAL JOURNAL OF PEPTIDE AND PROTEIN RESEARCH,2,0
1521-9615,COMPUTING IN SCIENCE & ENGINEERING,3,0
0942-9352,ZEITSCHRIFT FUR PHYSIKALISCHE CHEMIE-INTERNATIONAL JOURNAL OF RESEARCH IN PHYSICAL CHEMISTRY & CHEMICAL PHYSICS,1,0
0021-9568,JOURNAL OF CHEMICAL AND ENGINEERING DATA,1,0
1144-0546,NEW JOURNAL OF CHEMISTRY,3,0
1463-9262,GREEN CHEMISTRY,1,0
0268-2575,JOURNAL OF CHEMICAL TECHNOLOGY AND BIOTECHNOLOGY,1,0
1359-6640,FARADAY DISCUSSIONS,3,0
0570-0833,ANGEWANDTE CHEMIE-INTERNATIONAL EDITION IN ENGLISH,5,0
0079-6786,PROGRESS IN SOLID STATE CHEMISTRY,1,0
1006-9291,SCIENCE IN CHINA SERIES B-CHEMISTRY,1,0
1748-0132,NANO TODAY,2,0
0066-4103,"ANNUAL REPORTS ON NMR SPECTROSCOPY, VOL 67",1,0
0040-5744,THEORETICA CHIMICA ACTA,19,0
0001-5407,ACTA CHIMICA ACADEMIAE SCIENTARIUM HUNGARICAE,1,0
0022-2852,JOURNAL OF MOLECULAR SPECTROSCOPY,36,0
1388-0764,JOURNAL OF NANOPARTICLE RESEARCH,1,0
0301-7249,FARADAY DISCUSSIONS,5,0
0065-3276,"ADVANCES IN QUANTUM CHEMISTRY, VOL. 61",7,0
0953-4075,JOURNAL OF PHYSICS B-ATOMIC MOLECULAR AND OPTICAL PHYSICS,1,0
1364-5021,PROCEEDINGS OF THE ROYAL SOCIETY A-MATHEMATICAL PHYSICAL AND ENGINEERING SCIENCES,1,0
0091-0635,JOURNAL OF RESEARCH OF THE NATIONAL BUREAU OF STANDARDS,1,0
1937-6448,"INTERNATIONAL REVIEW OF CELL AND MOLECULAR BIOLOGY, VOL 284",1,0
1548-7091,NATURE METHODS,4,0
1355-8382,RNA-A PUBLICATION OF THE RNA SOCIETY,2,0
0739-1102,JOURNAL OF BIOMOLECULAR STRUCTURE & DYNAMICS,8,0
0076-6879,"NUMERICAL COMPUTER METHODS, PT D",5,0
1471-0072,NATURE REVIEWS MOLECULAR CELL BIOLOGY,3,0
1464-8431,CURRENT OPINION IN MOLECULAR THERAPEUTICS,1,0
0323-4479,ZEITSCHRIFT FUR PHYSIKALISCHE CHEMIE-LEIPZIG,2,0
0065-2385,"ADVANCES IN CHEMICAL PHYSICS, VOL XCIII: NEW METHODS IN COMPUTATIONAL QUANTUM MECHANICS",9,0
0556-2821,PHYSICAL REVIEW D,3,0
0004-6361,ASTRONOMY & ASTROPHYSICS,1,0
0550-3213,NUCLEAR PHYSICS B,1,0
0034-4885,REPORTS ON PROGRESS IN PHYSICS,4,0
0035-8711,MONTHLY NOTICES OF THE ROYAL ASTRONOMICAL SOCIETY,3,0
0003-4916,ANNALS OF PHYSICS,3,0
0039-6028,SURFACE SCIENCE,2,0
0167-8191,PARALLEL COMPUTING,1,0
1010-6030,JOURNAL OF PHOTOCHEMISTRY AND PHOTOBIOLOGY A-CHEMISTRY,2,0
0009-4293,CHIMIA,2,0
1434-6060,EUROPEAN PHYSICAL JOURNAL D,1,0
0375-9687,PROGRESS OF THEORETICAL PHYSICS SUPPLEMENT,1,0
1434-6028,EUROPEAN PHYSICAL JOURNAL B,1,0
0004-5411,JOURNAL OF THE ACM,1,0
0065-3195,"ADVANCES IN POLYMER SCIENCE: VISCOELASTICITY, ATOMISTIC MODELS, STATISTICAL CHEMISTRY",1,0
1022-1336,MACROMOLECULAR RAPID COMMUNICATIONS,1,0
1022-1344,MACROMOLECULAR THEORY AND SIMULATIONS,1,0
0024-9297,MACROMOLECULES,8,0
0370-1573,PHYSICS REPORTS-REVIEW SECTION OF PHYSICS LETTERS,2,0
2470-0045,PHYSICAL REVIEW E,2,0
1359-0294,CURRENT OPINION IN COLLOID & INTERFACE SCIENCE,1,0
0323-7648,ACTA POLYMERICA,2,0
1436-6002,TRANSITION METAL CATALYZED ENANTIOSELECTIVE ALLYLIC SUBSTITUTION IN ORGANIC SYNTHESIS,2,0
1434-1948,EUROPEAN JOURNAL OF INORGANIC CHEMISTRY,3,0
0033-068X,PROGRESS OF THEORETICAL PHYSICS,1,0
1385-2728,CURRENT ORGANIC CHEMISTRY,2,0
1862-6351,"PHYSICA STATUS SOLIDI C - CURRENT TOPICS IN SOLID STATE PHYSICS, VOL 6, NO 1",1,0
0080-4630,PROCEEDINGS OF THE ROYAL SOCIETY OF LONDON SERIES A-MATHEMATICAL PHYSICAL AND ENGINEERING SCIENCES,1,0
0141-8610,PHILOSOPHICAL MAGAZINE A-PHYSICS OF CONDENSED MATTER STRUCTURE DEFECTS AND MECHANICAL PROPERTIES,1,0
0305-4608,JOURNAL OF PHYSICS F-METAL PHYSICS,1,0
0079-6425,PROGRESS IN MATERIALS SCIENCE,1,0
