,SOURCE_A,SOURCE_J,TARGET_A,TARGET_J,YEAR
1,WOS:000418706100001,1574-8936,WOS:A1997XU79300002,0305-1048,1997
2,WOS:000418706100001,1574-8936,WOS:000222125600003,1367-4803,2004
3,WOS:000418706100001,1574-8936,WOS:000271035200001,0001-4842,2009
4,WOS:000418706100001,1574-8936,WOS:000251699100020,0887-3585,2008
5,WOS:000418706100001,1574-8936,WOS:000185310600007,1367-4803,2003
6,WOS:000418706100001,1574-8936,WOS:000262122900064,0021-9258,2009
7,WOS:000418706100001,1574-8936,WOS:000084896300069,0305-1048,2000
8,WOS:000418706100001,1574-8936,WOS:000261456700009,1367-4803,2008
9,WOS:000418706100001,1574-8936,WOS:000170489900001,0885-6125,2001
10,WOS:000418706100001,1574-8936,WOS:000287784000005,0887-3585,2011
11,WOS:000418706100001,1574-8936,WOS:000322447600004,1742-206X,2013
12,WOS:000418706100001,1574-8936,WOS:000165954000002,1367-4803,2000
13,WOS:000418706100001,1574-8936,WOS:000251834500007,0961-8368,2008
14,WOS:000418706100001,1574-8936,WOS:000224326100033,1087-0156,2004
15,WOS:000418706100001,1574-8936,WOS:A1996VF61100016,1061-4036,1996
16,WOS:000418706100001,1574-8936,WOS:000253567400011,0887-3585,2008
17,WOS:000418706100001,1574-8936,WOS:000227360600005,0887-3585,2005
18,WOS:000418706100001,1574-8936,WOS:000167231500007,0907-4449,2001
19,WOS:000418706100001,1574-8936,WOS:A1996VT05300002,0009-2665,1996
20,WOS:000418706100001,1574-8936,WOS:000177162800047,0028-0836,2002
21,WOS:000418706100001,1574-8936,WOS:000274973800015,1367-4803,2010
22,WOS:000418706100001,1574-8936,WOS:A1983RV60400010,0006-3525,1983
23,WOS:000418706100001,1574-8936,WOS:000233459900008,0129-0657,2005
24,WOS:000418706100001,1574-8936,WOS:000258959600018,1367-4803,2008
25,WOS:000418706100001,1574-8936,WOS:000277564000002,1756-5901,2010
26,WOS:000418706100001,1574-8936,FORA DA BASE,Int J Complex Syst,2006
27,WOS:000418706100001,1574-8936,WOS:000182591400014,0969-2126,2003
28,WOS:000418706100001,1574-8936,WOS:000296782200017,1545-5963,2012
29,WOS:000418706100001,1574-8936,WOS:000240748700007,0887-3585,2006
30,WOS:000418706100001,1574-8936,WOS:000229700900004,0162-8828,2005
31,WOS:000418706100001,1574-8936,WOS:000082878100021,0065-2598,1999
32,WOS:000418706100001,1574-8936,WOS:000250673800001,1367-4803,2007
33,WOS:000418706100001,1574-8936,WOS:000230665800030,0027-8424,2005
34,WOS:000418706100001,1574-8936,WOS:000254010400006,1367-4803,2008
35,WOS:000418706100001,1574-8936,WOS:000232596300023,1367-4803,2005
36,WOS:000418706100001,1574-8936,WOS:000223578800025,0022-2836,2004
37,WOS:000418706100001,1574-8936,WOS:000257169700003,1367-4803,2008
38,WOS:000418706100001,1574-8936,WOS:000087966300008,1072-8368,2000
39,WOS:000418706100001,1574-8936,WOS:000262110300010,1740-1526,2009
40,WOS:000418706100001,1574-8936,WOS:000308225500109,1932-6203,2012
41,WOS:000418706100001,1574-8936,WOS:000220337500012,0022-2836,2004
42,WOS:000418706100001,1574-8936,WOS:000073928700008,1367-5931,1998
43,WOS:000418706100001,1574-8936,WOS:000275410900001,1472-6807,2010
44,WOS:000418706100001,1574-8936,WOS:000308286300015,1932-6203,2012
45,WOS:000418706100002,1574-8936,WOS:000084887400005,0167-2789,2000
46,WOS:000418706100002,1574-8936,WOS:000247912800002,1571-0645,2004
47,WOS:000418706100002,1574-8936,WOS:000281296100003,1539-3755,2010
48,WOS:000418706100002,1574-8936,WOS:000222402400019,1367-4803,2004
49,WOS:000418706100002,1574-8936,WOS:A1996UY73400011,1063-651X,1996
50,WOS:000418706100002,1574-8936,WOS:000308347000039,0028-0836,2012
51,WOS:000418706100002,1574-8936,WOS:000344337600002,1076-2787,2014
52,WOS:000418706100002,1574-8936,WOS:000341710800011,0022-4715,2014
53,WOS:000418706100002,1574-8936,WOS:A1994QA10800088,1063-651X,1994
54,WOS:000418706100002,1574-8936,WOS:A1948UH04000002,0005-8580,1948
55,WOS:000418706100002,1574-8936,WOS:A1996UV90800018,0006-3495,1996
56,WOS:000418706100002,1574-8936,WOS:000317220200001,1687-9120,2013
57,WOS:000418706100002,1574-8936,WOS:000265530600011,0253-3677,2009
58,WOS:000418706100002,1574-8936,WOS:000089480200006,0022-5193,2000
59,WOS:000418706100002,1574-8936,WOS:A1990CX00300022,0006-3495,1990
60,WOS:000418706100003,1574-8936,WOS:000306293400029,1087-0156,2012
61,WOS:000418706100003,1574-8936,WOS:000264766400001,1471-2105,2009
62,WOS:000418706100003,1574-8936,WOS:000252860700015,1088-9051,2008
63,WOS:000418706100003,1574-8936,WOS:000250641700016,1088-9051,2007
64,WOS:000418706100003,1574-8936,WOS:000286594800058,0027-8424,2011
65,WOS:000418706100003,1574-8936,WOS:000325680100007,1465-6906,2013
66,WOS:000418706100003,1574-8936,WOS:000299825100001,1471-2105,2011
67,WOS:000418706100003,1574-8936,WOS:000274194400011,1088-9051,2010
68,WOS:000418706100003,1574-8936,WOS:000282169200002,1467-5463,2010
69,WOS:000418706100003,1574-8936,WOS:000308366200001,1471-2164,2012
70,WOS:000418706100003,1574-8936,WOS:000310584400019,1088-9051,2012
71,WOS:000418706100003,1574-8936,WOS:000294205300007,0028-4793,2011
72,WOS:000418706100003,1574-8936,WOS:000256918800001,1471-2164,2008
73,WOS:000418706100003,1574-8936,WOS:000269196000020,1367-4803,2009
74,WOS:000418706100003,1574-8936,WOS:000259926000028,1087-0156,2008
75,WOS:000418706100003,1574-8936,WOS:000266521500017,1088-9051,2009
76,WOS:000418706100003,1574-8936,WOS:000304978400032,0021-9193,2012
77,WOS:000418706100003,1574-8936,WOS:000244259200017,1367-4803,2007
78,WOS:000418706100003,1574-8936,WOS:000286595600025,0021-9193,2011
79,WOS:000418706100003,1574-8936,WOS:000285142500038,0021-9193,2011
80,WOS:000418706100003,1574-8936,WOS:000305543200043,0021-9193,2012
81,WOS:000418706100003,1574-8936,WOS:000255504600014,1088-9051,2008
82,WOS:000418706100003,1574-8936,FORA DA BASE,PloS One,2011
83,WOS:000418706100004,1574-8936,WOS:A1981LK04700029,0028-0836,1981
84,WOS:000418706100004,1574-8936,WOS:000300129900007,1750-1911,2012
85,WOS:000418706100004,1574-8936,WOS:000271265600007,0964-6906,2009
86,WOS:000418706100004,1574-8936,WOS:000087993000010,0027-8874,2000
87,WOS:000418706100004,1574-8936,WOS:000236265100008,1097-2765,2006
88,WOS:000418706100004,1574-8936,WOS:000181822300015,1079-9796,2002
89,WOS:000418706100004,1574-8936,WOS:000279550900008,0071-1365,2010
90,WOS:000418706100004,1574-8936,WOS:000249069600004,0007-1188,2007
91,WOS:000418706100004,1574-8936,WOS:000302484200001,0006-2960,2012
92,WOS:000418706100004,1574-8936,WOS:000227982800021,1549-9596,2005
93,WOS:000418706100004,1574-8936,WOS:000309227600001,1758-2946,2012
94,WOS:000418706100004,1574-8936,WOS:000243594500004,0031-9333,2007
95,WOS:000418706100004,1574-8936,WOS:000315673800001,1752-153X,2013
96,WOS:000418706100004,1574-8936,WOS:000335201200005,1549-9596,2014
97,WOS:000418706100004,1574-8936,WOS:000267779400003,0031-9333,2009
98,WOS:000418706100004,1574-8936,WOS:000228018000037,1549-9596,2005
99,WOS:000418706100004,1574-8936,WOS:000365319900001,1868-1743,2015
100,WOS:000418706100004,1574-8936,WOS:000233622300010,0022-3751,2005
101,WOS:000418706100004,1574-8936,WOS:000278807400004,0027-8424,2010
102,WOS:000418706100004,1574-8936,WOS:000170715900002,1059-1524,2001
103,WOS:000418706100004,1574-8936,WOS:000256797300004,0890-9369,2008
104,WOS:000418706100004,1574-8936,WOS:000302767200003,0021-9533,2012
105,WOS:000418706100004,1574-8936,WOS:000259446300012,1386-2073,2008
106,WOS:000418706100004,1574-8936,WOS:000273580300005,0066-4197,2009
107,WOS:000418706100004,1574-8936,WOS:000172324700002,0890-9369,2001
108,WOS:000418706100004,1574-8936,WOS:000180432800017,0195-9131,2003
109,WOS:000418706100004,1574-8936,FORA DA BASE,Nat. Educ.,2010
110,WOS:000418706100004,1574-8936,FORA DA BASE,Nature Reviews Genetics,2005
111,WOS:000418706100004,1574-8936,WOS:000255728200002,0021-9258,2008
112,WOS:000418706100004,1574-8936,WOS:000325274700010,0950-9232,2013
