,SOURCE_A,SOURCE_J,TARGET_A,TARGET_J,YEAR
1,WOS:000415693700001,0929-5313,WOS:000306864500010,0586-7614,2012
2,WOS:000415693700001,0929-5313,WOS:000290958000025,1097-6256,2011
3,WOS:000415693700001,0929-5313,WOS:000251451000075,0031-9007,2007
4,WOS:000415693700001,0929-5313,WOS:000360175500011,1359-4184,2015
5,WOS:000415693700001,0929-5313,WOS:000355218300017,1097-6256,2015
6,WOS:000415693700001,0929-5313,WOS:000245848400011,0896-6273,2007
7,WOS:000415693700001,0929-5313,WOS:000079483900024,0896-6273,1999
8,WOS:000415693700001,0929-5313,WOS:000223246300016,0147-006X,2004
9,WOS:000415693700001,0929-5313,WOS:000208047200002,1047-3211,1991
10,WOS:000415693700001,0929-5313,WOS:000260591900029,0920-9964,2008
11,WOS:000415693700001,0929-5313,WOS:000233383000009,0167-8760,2005
12,WOS:000415693700001,0929-5313,WOS:000232739000009,1364-6613,2005
13,WOS:000415693700001,0929-5313,WOS:000083638600045,0028-0836,1999
14,WOS:000415693700001,0929-5313,WOS:000302114500008,1097-6256,2012
15,WOS:000415693700001,0929-5313,WOS:000244864900036,0022-3077,2007
16,WOS:000415693700001,0929-5313,WOS:000227256500048,0022-3077,2005
17,WOS:000415693700001,0929-5313,WOS:000359200000010,2168-622X,2015
18,WOS:000415693700001,0929-5313,WOS:000373674000012,0006-3223,2016
19,WOS:000415693700001,0929-5313,WOS:000318137500011,1047-3211,2013
20,WOS:000415693700001,0929-5313,WOS:000386209900009,0586-7614,2016
21,WOS:000415693700001,0929-5313,WOS:000366422600034,0036-8075,2015
22,WOS:000415693700001,0929-5313,WOS:A1997XP60800002,1047-3211,1997
23,WOS:000415693700001,0929-5313,WOS:000318336900001,1662-5161,2013
24,WOS:000415693700001,0929-5313,WOS:000296400500022,0028-3932,2011
25,WOS:000415693700001,0929-5313,FORA DA BASE,PLoS Computational Biology,2011
26,WOS:000415693700001,0929-5313,FORA DA BASE,Current Opinion in Neurobiology,2007
27,WOS:000415693700001,0929-5313,FORA DA BASE,Scholarpedia,2007
28,WOS:000415693700001,0929-5313,WOS:000083490200007,0003-990X,1999
29,WOS:000415693700001,0929-5313,WOS:000231259400026,0022-3077,2005
30,WOS:000415693700001,0929-5313,WOS:000271924800015,0896-6273,2009
31,WOS:000415693700001,0929-5313,WOS:000245126600012,0896-6273,2007
32,WOS:000415693700001,0929-5313,WOS:000366054200004,0270-6474,2015
33,WOS:000415693700001,0929-5313,WOS:000228092300014,1471-0048,2005
34,WOS:000415693700001,0929-5313,WOS:000306634700023,0959-4388,2012
35,WOS:000415693700001,0929-5313,WOS:000317872000005,0959-4388,2013
36,WOS:000415693700001,0929-5313,WOS:000263923800014,1553-734X,2008
37,WOS:000415693700001,0929-5313,WOS:000248010700013,0896-6273,2007
38,WOS:000415693700001,0929-5313,WOS:000376401500009,0586-7614,2016
39,WOS:000415693700001,0929-5313,WOS:000287896500009,0167-8760,2011
40,WOS:000415693700001,0929-5313,WOS:000299842800009,1562-2975,2012
41,WOS:000415693700001,0929-5313,WOS:000323587000018,0896-6273,2013
42,WOS:000415693700001,0929-5313,WOS:000322323000017,1097-6256,2013
43,WOS:000415693700001,0929-5313,WOS:000355138500004,0006-3223,2015
44,WOS:000415693700001,0929-5313,WOS:000407324800042,0036-8075,2017
45,WOS:000415693700001,0929-5313,WOS:000289436300001,1662-5110,2010
46,WOS:000415693700001,0929-5313,WOS:000315473800009,0002-953X,2013
47,WOS:000415693700001,0929-5313,WOS:000285258800006,1932-8451,2011
48,WOS:000415693700001,0929-5313,WOS:000265365300014,1471-0048,2009
49,WOS:000415693700001,0929-5313,WOS:000341362800042,0028-0836,2014
50,WOS:000415693700001,0929-5313,WOS:000165055700002,0003-990X,2000
51,WOS:000415693700001,0929-5313,WOS:000261996700008,0006-8950,2008
52,WOS:000415693700001,0929-5313,WOS:000258543200003,0006-3223,2008
53,WOS:000415693700001,0929-5313,WOS:000268707600001,1471-2202,2009
54,WOS:000415693700001,0929-5313,WOS:000299565000001,1662-5161,2012
55,WOS:000415693700001,0929-5313,WOS:000274618700005,1662-5161,2009
56,WOS:000415693700001,0929-5313,WOS:000227701600036,0022-3077,2005
57,WOS:000415693700001,0929-5313,WOS:000208863800032,1664-1078,2011
58,WOS:000415693700001,0929-5313,WOS:000378087000005,1471-003X,2016
59,WOS:000415693700001,0929-5313,WOS:000231543600016,1053-8119,2005
60,WOS:000415693700001,0929-5313,WOS:000280661100007,0022-3956,2010
61,WOS:000415693700001,0929-5313,WOS:000255811500050,0022-3077,2008
62,WOS:000415693700001,0929-5313,WOS:000183840900010,0167-6393,2003
63,WOS:000415693700001,0929-5313,WOS:000306864500008,0586-7614,2012
64,WOS:000415693700001,0929-5313,WOS:000165915000010,0167-8760,2000
65,WOS:000415693700001,0929-5313,WOS:000075412700046,0036-8075,1998
66,WOS:000415693700001,0929-5313,WOS:000339962800036,0036-8075,2014
67,WOS:000415693700002,0929-5313,WOS:000085630700002,0167-8760,2000
68,WOS:000415693700002,0929-5313,WOS:000260858400017,0006-8993,2008
69,WOS:000415693700002,0929-5313,WOS:000337131800023,0270-6474,2014
70,WOS:000415693700002,0929-5313,WOS:000303059600012,1471-003X,2012
71,WOS:000415693700002,0929-5313,WOS:000245280100048,0036-8075,2007
72,WOS:000415693700002,0929-5313,WOS:000245243500022,1544-9173,2007
73,WOS:000415693700002,0929-5313,WOS:000222241600031,0036-8075,2004
74,WOS:000415693700002,0929-5313,WOS:A1992HU22400040,0036-8075,1992
75,WOS:000415693700002,0929-5313,WOS:000279882800008,1943-0264,2010
76,WOS:000415693700002,0929-5313,WOS:000236362600071,0027-8424,2006
77,WOS:000415693700002,0929-5313,WOS:000223246300014,0147-006X,2004
78,WOS:000415693700002,0929-5313,WOS:000187397400024,0270-6474,2003
79,WOS:000415693700002,0929-5313,WOS:000292410700018,0896-6273,2011
80,WOS:000415693700002,0929-5313,WOS:000071486800017,0022-3077,1998
81,WOS:000415693700002,0929-5313,WOS:000235396400013,0952-5238,2005
82,WOS:000415693700002,0929-5313,WOS:000171454000017,1471-003X,2001
83,WOS:000415693700002,0929-5313,WOS:000166709800015,1364-6613,2001
84,WOS:000415693700002,0929-5313,WOS:000208047200002,1047-3211,1991
85,WOS:000415693700002,0929-5313,WOS:000167153400049,0036-8075,2001
86,WOS:000415693700002,0929-5313,WOS:000232739000009,1364-6613,2005
87,WOS:000415693700002,0929-5313,WOS:000268504100009,0147-006X,2009
88,WOS:000415693700002,0929-5313,WOS:000248295100002,0166-2236,2007
89,WOS:000415693700002,0929-5313,WOS:A1996VK74800059,0036-8075,1996
90,WOS:000415693700002,0929-5313,WOS:000170600500021,0959-4965,2001
91,WOS:000415693700002,0929-5313,WOS:000248295100008,0166-2236,2007
92,WOS:000415693700002,0929-5313,WOS:A1952UH81500008,0022-3751,1952
93,WOS:000415693700002,0929-5313,WOS:A19626729B00007,0022-3751,1962
94,WOS:000415693700002,0929-5313,WOS:000341375500020,1863-2653,2014
95,WOS:000415693700002,0929-5313,WOS:000286595400021,1097-6256,2011
96,WOS:000415693700002,0929-5313,WOS:000239494100014,1553-734X,2006
97,WOS:000415693700002,0929-5313,WOS:A1996VZ69200006,0167-8760,1996
98,WOS:000415693700002,0929-5313,WOS:000281122500010,1471-003X,2010
99,WOS:000415693700002,0929-5313,WOS:000088048400077,0027-8424,2000
100,WOS:000415693700002,0929-5313,WOS:000349911700064,0027-8424,2015
101,WOS:000415693700002,0929-5313,WOS:000372785600020,0092-8674,2016
102,WOS:000415693700002,0929-5313,WOS:000282372600029,1553-734X,2010
103,WOS:000415693700002,0929-5313,WOS:000266214200008,1553-734X,2009
104,WOS:000415693700002,0929-5313,WOS:000320743400004,0896-6273,2013
105,WOS:000415693700002,0929-5313,WOS:A1995TE85800049,0028-0836,1995
106,WOS:000415693700002,0929-5313,WOS:000222179100045,0022-3077,2004
107,WOS:000415693700002,0929-5313,WOS:000279076900033,0270-6474,2010
108,WOS:000415693700002,0929-5313,WOS:000247239900040,0036-8075,2007
109,WOS:000415693700002,0929-5313,WOS:000170410300012,1471-003X,2001
110,WOS:000415693700002,0929-5313,WOS:000228092300012,1471-0048,2005
111,WOS:000415693700002,0929-5313,WOS:A1995QN29300020,0147-006X,1995
112,WOS:000415693700002,0929-5313,WOS:000281332600021,1097-6256,2010
113,WOS:000415693700002,0929-5313,WOS:000266608600043,0028-0836,2009
114,WOS:000415693700002,0929-5313,WOS:000167178300018,1097-6256,2001
115,WOS:000415693700002,0929-5313,WOS:000270569700007,0896-6273,2009
116,WOS:000415693700002,0929-5313,WOS:000241408100011,0896-6273,2006
117,WOS:000415693700002,0929-5313,WOS:000273784600010,1471-0048,2010
118,WOS:000415693700002,0929-5313,WOS:000084422100057,0022-3077,1999
119,WOS:000415693700002,0929-5313,WOS:000342633900025,0027-8424,2014
120,WOS:000415693700002,0929-5313,WOS:000167928300014,1471-003X,2001
121,WOS:000415693700002,0929-5313,WOS:000276202200046,0036-8075,2010
122,WOS:000415693700002,0929-5313,WOS:000187223400012,1364-6613,2003
123,WOS:000415693700002,0929-5313,WOS:000247239900039,0036-8075,2007
124,WOS:000415693700002,0929-5313,WOS:A1996VK03600003,0166-2236,1996
125,WOS:000415693700002,0929-5313,WOS:000348296000004,0896-6273,2015
126,WOS:000415693700003,0929-5313,WOS:A1997XU14300019,0306-4522,1997
127,WOS:000415693700003,0929-5313,WOS:A1997YC43100009,0028-3878,1997
128,WOS:000415693700003,0929-5313,WOS:000399376800001,1662-5188,2017
129,WOS:000415693700003,0929-5313,WOS:000209173000275,1664-042X,2012
130,WOS:000415693700003,0929-5313,WOS:000261261500005,1745-834X,2008
131,WOS:000415693700003,0929-5313,WOS:000349059500016,0920-1211,2015
132,WOS:000415693700003,0929-5313,WOS:000397319400024,0006-8950,2017
133,WOS:000415693700003,0929-5313,WOS:000239689000008,1047-3211,2006
134,WOS:000415693700003,0929-5313,WOS:000260744200003,0013-9580,2008
135,WOS:000415693700003,0929-5313,WOS:000314393700013,0161-8105,2013
136,WOS:000415693700003,0929-5313,WOS:000401209200004,1090-3798,2017
137,WOS:000415693700003,0929-5313,WOS:000364399700066,1553-734X,2015
138,WOS:000415693700003,0929-5313,WOS:000336509000018,1553-734X,2014
139,WOS:000415693700003,0929-5313,WOS:A1997WQ08800001,0306-4522,1997
140,WOS:000415693700003,0929-5313,WOS:000352680700013,0959-4388,2015
141,WOS:000415693700003,0929-5313,WOS:000187636300009,0013-9580,2003
142,WOS:000415693700003,0929-5313,WOS:000080720600036,0953-816X,1999
143,WOS:000415693700003,0929-5313,WOS:000073484300010,0270-6474,1998
144,WOS:000415693700003,0929-5313,WOS:000278406500017,0929-5313,2010
145,WOS:000415693700003,0929-5313,WOS:000299124400017,1047-3211,2012
146,WOS:000415693700003,0929-5313,WOS:000363927200003,1664-2295,2015
147,WOS:000415693700003,0929-5313,WOS:000358870700001,2045-2322,2015
148,WOS:000415693700003,0929-5313,WOS:000396358500006,0920-9964,2017
149,WOS:000415693700003,0929-5313,WOS:000076577800026,0002-9297,1998
150,WOS:000415693700003,0929-5313,WOS:A1996TV52500021,0022-3077,1996
151,WOS:000415693700003,0929-5313,WOS:000288313800008,1053-8119,2011
152,WOS:000415693700003,0929-5313,WOS:000379522200001,0295-5075,2016
153,WOS:000415693700003,0929-5313,WOS:000375913900001,2045-2322,2016
154,WOS:000415693700003,0929-5313,FORA DA BASE,Frontiers in Human Neuroscience,2014
155,WOS:000415693700003,0929-5313,WOS:A1995RY63500007,0340-1200,1995
156,WOS:000415693700003,0929-5313,WOS:A1997XT28300029,0270-6474,1997
157,WOS:000415693700003,0929-5313,WOS:A1981LY76500004,0014-4886,1981
158,WOS:000415693700003,0929-5313,WOS:000089847200005,1388-2457,2000
159,WOS:000415693700003,0929-5313,WOS:000352454400053,0197-4580,2015
160,WOS:000415693700003,0929-5313,WOS:000328061700070,0027-8424,2013
161,WOS:000415693700003,0929-5313,WOS:000373888000001,2050-084X,2015
162,WOS:000415693700003,0929-5313,WOS:A1991FJ12800001,0006-8993,1991
163,WOS:000415693700003,0929-5313,WOS:000220365300007,0028-3878,2004
164,WOS:000415693700003,0929-5313,WOS:000265859000005,0014-4886,2009
165,WOS:000415693700003,0929-5313,WOS:000295624800018,1550-9109,2011
166,WOS:000415693700003,0929-5313,WOS:000321435100012,1065-9471,2013
167,WOS:000415693700003,0929-5313,WOS:000363886800002,0962-1105,2015
168,WOS:000415693700003,0929-5313,WOS:000175146400098,1539-3755,2002
169,WOS:000415693700003,0929-5313,WOS:000232546300009,0270-6474,2005
170,WOS:000415693700003,0929-5313,WOS:000385186100005,0940-6719,2016
171,WOS:000415693700003,0929-5313,WOS:000167177500021,1097-6256,2000
172,WOS:000415693700003,0929-5313,WOS:000248170300018,0165-0270,2007
173,WOS:000415693700003,0929-5313,WOS:000244864900008,0022-3077,2007
174,WOS:000415693700003,0929-5313,WOS:000089847200003,1388-2457,2000
175,WOS:000415693700003,0929-5313,WOS:000370963703048,1062-922X,2014
176,WOS:000415693700003,0929-5313,WOS:000330491300032,0006-8993,2014
177,WOS:000415693700003,0929-5313,WOS:000277216200004,0920-1211,2010
178,WOS:000415693700003,0929-5313,WOS:000243524000007,0899-7667,2007
179,WOS:000415693700003,0929-5313,WOS:000182352300039,1093-9946,2003
180,WOS:000415693700003,0929-5313,WOS:A1987G259400016,0022-3077,1987
181,WOS:000415693700003,0929-5313,WOS:A1985AXT2000009,0022-3077,1985
182,WOS:000415693700003,0929-5313,FORA DA BASE,Neuroscience Journal,2014
183,WOS:000415693700003,0929-5313,WOS:A1993MD95200029,0036-8075,1993
184,WOS:000415693700003,0929-5313,WOS:000233790000026,0092-0606,2005
185,WOS:000415693700003,0929-5313,WOS:000235064800058,1539-3755,2005
186,WOS:000415693700003,0929-5313,WOS:000259144500014,0013-9580,2008
187,WOS:000415693700003,0929-5313,WOS:000222069700024,0306-4522,2004
188,WOS:000415693700003,0929-5313,WOS:000252791100007,0161-8105,2008
189,WOS:000415693700003,0929-5313,WOS:000361995500001,1662-453X,2015
190,WOS:000415693700003,0929-5313,WOS:000297820900014,0929-5313,2011
191,WOS:000415693700003,0929-5313,WOS:000348845100013,1932-6203,2014
192,WOS:000415693700003,0929-5313,WOS:000227701600036,0022-3077,2005
193,WOS:000415693700003,0929-5313,WOS:000352310900011,0736-0258,2015
194,WOS:000415693700003,0929-5313,WOS:000280181800029,1053-8119,2010
195,WOS:000415693700003,0929-5313,WOS:A1997XA58000004,0065-1400,1997
196,WOS:000415693700003,0929-5313,WOS:000083476800017,0013-9580,1999
197,WOS:000415693700003,0929-5313,WOS:A1993LM67800039,0036-8075,1993
198,WOS:000415693700003,0929-5313,WOS:000298150300010,0006-3223,2012
199,WOS:000415693700003,0929-5313,WOS:000269637900047,1539-3755,2009
200,WOS:000415693700003,0929-5313,WOS:000305567800003,1539-3755,2012
201,WOS:000415693700003,0929-5313,WOS:000272128700004,0013-9580,2009
202,WOS:000415693700003,0929-5313,WOS:000233603100063,1539-3755,2005
203,WOS:000415693700003,0929-5313,WOS:000292956800057,1932-6203,2011
204,WOS:000415693700003,0929-5313,WOS:000233807200021,0953-816X,2005
205,WOS:000415693700003,0929-5313,WOS:000361467700006,0929-5313,2015
206,WOS:000415693700003,0929-5313,WOS:000352117900011,0022-5193,2015
207,WOS:000415693700004,0929-5313,WOS:000229850800003,1534-4320,2005
208,WOS:000415693700004,0929-5313,WOS:A1997WL64400021,0270-6474,1997
209,WOS:000415693700004,0929-5313,WOS:000222930800019,1097-6256,2004
210,WOS:000415693700004,0929-5313,WOS:000335503200018,0896-6273,2014
211,WOS:000415693700004,0929-5313,WOS:000325634200082,0027-8424,2013
212,WOS:000415693700004,0929-5313,WOS:000247938200043,0022-3077,2007
213,WOS:000415693700004,0929-5313,WOS:A1997YG47000032,0270-6474,1997
214,WOS:000415693700004,0929-5313,WOS:000262039500011,1534-7362,2008
215,WOS:000415693700004,0929-5313,WOS:000262039500031,1534-7362,2008
216,WOS:000415693700004,0929-5313,WOS:A1984AAD0700002,0096-3445,1984
217,WOS:000415693700004,0929-5313,WOS:A1994NL78300004,0096-3445,1994
218,WOS:000415693700004,0929-5313,WOS:000259592400015,0027-8424,2008
219,WOS:000415693700004,0929-5313,WOS:A1993KG75300004,0042-6989,1993
220,WOS:000415693700004,0929-5313,WOS:A1989AG11500020,0270-6474,1989
221,WOS:000415693700004,0929-5313,WOS:000167439000032,0022-3077,2001
222,WOS:000415693700004,0929-5313,WOS:A1989T800800057,0028-0836,1989
223,WOS:000415693700004,0929-5313,WOS:A1994NP83800006,0031-5117,1994
224,WOS:000415693700004,0929-5313,WOS:A1997XL19700009,0033-295X,1997
225,WOS:000415693700004,0929-5313,WOS:A1995TF89100069,0027-8424,1995
226,WOS:000415693700004,0929-5313,WOS:000245677600011,1047-3211,2007
227,WOS:000415693700004,0929-5313,WOS:000391050100020,0270-6474,2016
228,WOS:000415693700004,0929-5313,WOS:000269763700003,0001-6918,2009
229,WOS:000415693700004,0929-5313,WOS:000179667800005,0896-6273,2002
230,WOS:000415693700004,0929-5313,WOS:000234938300040,0027-8424,2006
231,WOS:000415693700004,0929-5313,WOS:000075503600046,0028-0836,1998
232,WOS:000415693700004,0929-5313,WOS:000172119700001,0010-0285,2001
233,WOS:000415693700004,0929-5313,WOS:000304177800019,0014-4886,2012
234,WOS:000415693700004,0929-5313,WOS:000246097800004,0042-6989,2007
235,WOS:000415693700004,0929-5313,WOS:000173024600147,0302-9743,2001
236,WOS:000415693700004,0929-5313,WOS:000246284900024,1069-9384,2007
237,WOS:000415693700004,0929-5313,WOS:A1992HV07300009,0953-816X,1992
238,WOS:000415693700004,0929-5313,WOS:A1995QH37100056,0270-6474,1995
