,SOURCE_A,SOURCE_J,TARGET_A,TARGET_J,YEAR
1,WOS:000418276500001,1742-4682,WOS:A1982NX10500008,0340-6075,1982
2,WOS:000418276500001,1742-4682,WOS:A1975AC99200003,0001-1541,1975
3,WOS:000418276500001,1742-4682,WOS:000257643400002,0890-9369,2008
4,WOS:000418276500001,1742-4682,WOS:000250395000041,0028-0836,2007
5,WOS:000418276500001,1742-4682,WOS:000297077100002,1742-4682,2011
6,WOS:000418276500001,1742-4682,WOS:000329188400001,1742-4682,2013
7,WOS:000418276500001,1742-4682,WOS:000308299200014,1742-464X,2012
8,WOS:000418276500001,1742-4682,WOS:000286652100004,1553-734X,2011
9,WOS:000418276500001,1742-4682,WOS:000332040100001,1757-9694,2014
10,WOS:000418276500001,1742-4682,WOS:A1974V014300002,0002-9106,1974
11,WOS:000418276500001,1742-4682,WOS:000236885500011,1471-0056,2006
12,WOS:000418276500001,1742-4682,WOS:000302113100013,0022-5193,2012
13,WOS:000418276500001,1742-4682,WOS:A1997XX38100042,0021-9258,1997
14,WOS:000418276500001,1742-4682,WOS:000288070300007,0021-9525,2011
15,WOS:000418276500001,1742-4682,WOS:000270255200026,0016-5085,2009
16,WOS:000418276500001,1742-4682,WOS:000292331700001,0959-9673,2011
17,WOS:000418276500001,1742-4682,WOS:000244972400061,0027-8424,2007
18,WOS:000418276500001,1742-4682,WOS:A1986G043700005,0008-8730,1986
19,WOS:000418276500001,1742-4682,WOS:000173054700013,0265-9247,2002
20,WOS:000418276500001,1742-4682,WOS:000170564500006,0960-7722,2001
21,WOS:000418276500001,1742-4682,WOS:A1969C848100002,0002-9106,1969
22,WOS:000418276500001,1742-4682,WOS:000274090100014,0014-4827,2010
23,WOS:000418276500001,1742-4682,WOS:000305343500059,1932-6203,2012
24,WOS:000418276500001,1742-4682,WOS:A1987J887100001,0022-5193,1987
25,WOS:000418276500001,1742-4682,WOS:000075433100002,0962-8436,1998
26,WOS:000418276500001,1742-4682,WOS:A1992JJ95800075,0002-9513,1992
27,WOS:000418276500001,1742-4682,WOS:000232675300003,0890-9369,2005
28,WOS:000418276500001,1742-4682,WOS:000297191900004,0014-4827,2011
29,WOS:000418276500001,1742-4682,WOS:000247873000008,1064-5462,2007
30,WOS:000418276500001,1742-4682,WOS:000171898900053,0028-0836,2001
31,WOS:000418276500001,1742-4682,WOS:000272798800003,1933-0219,2010
32,WOS:000418276500001,1742-4682,WOS:000207754600010,1752-296X,2008
33,WOS:000418276500001,1742-4682,WOS:000264489600012,0066-4278,2009
34,WOS:000418276500001,1742-4682,WOS:000269674100005,0960-7722,2009
35,WOS:000418276500001,1742-4682,WOS:000299168700006,0950-1991,2012
36,WOS:000418276500001,1742-4682,WOS:A1982PP04500003,0008-8730,1982
37,WOS:000418276200001,1742-4682,WOS:000256976800001,0002-9262,2008
38,WOS:000418276200001,1742-4682,WOS:A1995RW74200015,0006-341X,1995
39,WOS:000418276200001,1742-4682,WOS:000214897500003,1050-5164,1997
40,WOS:000418276200001,1742-4682,WOS:A1997WD26000003,0025-5564,1997
41,WOS:000418276200001,1742-4682,WOS:A1995RA80700005,0025-5564,1995
42,WOS:000418276200001,1742-4682,WOS:000177976500005,0003-9926,2002
43,WOS:000418276200001,1742-4682,WOS:000254469500002,0002-9262,2008
44,WOS:000418276200001,1742-4682,WOS:000224868600006,0277-6715,2004
45,WOS:000418276200001,1742-4682,WOS:000274231500026,1553-734X,2010
46,WOS:000418276200001,1742-4682,WOS:000329285300002,1471-2458,2013
47,WOS:000418276200001,1742-4682,WOS:000179241300001,0304-3800,2002
48,WOS:000418276200001,1742-4682,WOS:000298547400014,0950-2688,2012
49,WOS:000418276200001,1742-4682,WOS:000361792900004,1471-2458,2015
50,WOS:000418276200001,1742-4682,WOS:000265805200017,1473-3099,2009
51,WOS:000418276200001,1742-4682,WOS:000343283100001,1471-2458,2014
52,WOS:000418276200001,1742-4682,WOS:000348184300003,0002-9262,2015
53,WOS:000418276200001,1742-4682,WOS:000290279700011,1471-2458,2011
54,WOS:000418276200001,1742-4682,WOS:000182432600053,0028-0836,2003
55,WOS:000418276200001,1742-4682,WOS:000268534500003,0323-3847,2009
56,WOS:000418276200001,1742-4682,WOS:000224808800010,0960-1643,2004
57,WOS:000418276200001,1742-4682,FORA DA BASE,Vital Health Stat,1999
58,WOS:000418276200001,1742-4682,FORA DA BASE,Eur Cent Dis Prev Control,2014
59,WOS:000418276200001,1742-4682,FORA DA BASE,Centers Dis. Control Prev.,2014
60,WOS:000418276200001,1742-4682,FORA DA BASE,Statistics surveys,2010
61,WOS:000418276200001,1742-4682,FORA DA BASE,Statistics (Ber),2005
62,WOS:000417868000001,1742-4682,WOS:000349358700001,2045-2322,2015
63,WOS:000417868000001,1742-4682,WOS:000377933900006,0092-8240,2016
64,WOS:000417868000001,1742-4682,WOS:000259337000012,0950-2688,2008
65,WOS:000417868000001,1742-4682,WOS:000234412900047,0041-1345,2005
66,WOS:000417868000001,1742-4682,WOS:000175397300013,0002-9262,2002
67,WOS:000417868000001,1742-4682,WOS:000388620000016,0950-2688,2016
68,WOS:000417868000001,1742-4682,WOS:000304006200002,0163-4453,2012
69,WOS:000417868000001,1742-4682,WOS:A1984SK14400006,0033-3549,1984
70,WOS:000417868000001,1742-4682,WOS:000371244900001,0092-8240,2016
71,WOS:000417868000001,1742-4682,WOS:000179039000013,0270-9139,2002
72,WOS:000417868000001,1742-4682,WOS:000279135400004,1932-6203,2010
73,WOS:000417868000001,1742-4682,WOS:A1977DW91900021,0022-1899,1977
74,WOS:000417868000001,1742-4682,WOS:000081376800034,0098-7484,1999
