ISSN,TITLE,CITED_OUT,CITED_IN,TOT_ART
0091-6749,JOURNAL OF ALLERGY AND CLINICAL IMMUNOLOGY,0,15,0
0935-8943,LARYNGO-RHINO-OTOLOGIE,0,1,0
0006-2952,BIOCHEMICAL PHARMACOLOGY,0,1,0
0005-2760,BIOCHIMICA ET BIOPHYSICA ACTA-LIPIDS AND LIPID METABOLISM,0,1,0
1471-4914,TRENDS IN MOLECULAR MEDICINE,0,3,0
1040-0605,AMERICAN JOURNAL OF PHYSIOLOGY-LUNG CELLULAR AND MOLECULAR PHYSIOLOGY,0,2,0
0040-6376,THORAX,0,2,0
Clin. Exp. Allergy: J. Br. Soc. Allergy Clin. lmmunol.,Clin. Exp. Allergy: J. Br. Soc. Allergy Clin. lmmunol.,0,1,0
1344-9702,JOURNAL OF HEALTH SCIENCE,0,1,0
1478-6354,ARTHRITIS RESEARCH & THERAPY,0,1,0
1085-9195,CELL BIOCHEMISTRY AND BIOPHYSICS,0,3,0
0099-5355,LANCET,0,5,0
0019-2805,IMMUNOLOGY,0,2,0
0867-5910,JOURNAL OF PHYSIOLOGY AND PHARMACOLOGY,0,1,0
0903-1936,EUROPEAN RESPIRATORY JOURNAL,0,1,0
0954-7894,CLINICAL AND EXPERIMENTAL ALLERGY,0,3,0
Barz J. Pharm. Sci,Barz J. Pharm. Sci,0,1,0
J. Allergy Clin. Immunol.,J. Allergy Clin. Immunol.,0,1,0
0140-6736,LANCET,0,3,0
0892-6638,FASEB JOURNAL,0,11,0
0090-6980,PROSTAGLANDINS,0,1,0
1044-1549,AMERICAN JOURNAL OF RESPIRATORY CELL AND MOLECULAR BIOLOGY,0,7,0
Lipid mediators,Lipid mediators,0,1,0
1476-511X,LIPIDS IN HEALTH AND DISEASE,0,1,0
0737-4038,MOLECULAR BIOLOGY AND EVOLUTION,0,13,0
Nature,Nature,0,3,0
Games Econ. Behav.,Games Econ. Behav.,0,1,0
Sci. Signal,Sci. Signal,0,1,0
J. Biomed. Semant.,J. Biomed. Semant.,0,1,0
PLoS One,PLoS One,0,3,0
J. Theor. Biol.,J. Theor. Biol.,0,3,0
Biosystems,Biosystems,0,2,0
Nucleic Acids Res.,Nucleic Acids Res.,0,3,0
Cell,Cell,0,3,0
Genome Res.,Genome Res.,0,2,0
J. Comput. Sci. Technol.,J. Comput. Sci. Technol.,0,1,0
Scientific Reports,Scientific Reports,0,1,0
Bioinformatics,Bioinformatics,0,5,0
J. R. Soc. Interface,J. R. Soc. Interface,0,1,0
ComPlexUs,ComPlexUs,0,2,0
International Journal of Computational Biology and Drug Design,International Journal of Computational Biology and Drug Design,0,1,0
GCB,GCB,0,1,0
THESIS SHANGHAI U,THESIS SHANGHAI U,0,1,0
1527-8204,ANNUAL REVIEW OF GENOMICS AND HUMAN GENETICS,0,2,0
0022-2593,JOURNAL OF MEDICAL GENETICS,0,2,0
1470-2045,LANCET ONCOLOGY,0,3,0
0009-9104,CLINICAL AND EXPERIMENTAL IMMUNOLOGY,0,2,0
1569-9048,RESPIRATORY PHYSIOLOGY & NEUROBIOLOGY,0,1,0
0105-4538,ALLERGY,0,3,0
0014-2980,EUROPEAN JOURNAL OF IMMUNOLOGY,0,1,0
1931-5244,TRANSLATIONAL RESEARCH,0,1,0
1933-0219,MUCOSAL IMMUNOLOGY,0,1,0
1931-857X,AMERICAN JOURNAL OF PHYSIOLOGY-RENAL PHYSIOLOGY,0,2,0
0267-8357,MUTAGENESIS,0,2,0
1556-3650,CLINICAL TOXICOLOGY,0,1,0
1525-1578,JOURNAL OF MOLECULAR DIAGNOSTICS,0,1,0
1357-0560,MEDICAL ONCOLOGY,0,1,0
1350-9047,CELL DEATH AND DIFFERENTIATION,0,3,0
0378-4274,TOXICOLOGY LETTERS,0,1,0
0194-911X,HYPERTENSION,0,1,0
Physiol. Rep.,Physiol. Rep.,0,1,0
1081-4442,CANCER JOURNAL FROM SCIENTIFIC AMERICAN,0,1,0
0041-008X,TOXICOLOGY AND APPLIED PHARMACOLOGY,0,1,0
0893-228X,CHEMICAL RESEARCH IN TOXICOLOGY,0,1,0
0028-2685,NEOPLASMA,0,1,0
0732-183X,JOURNAL OF CLINICAL ONCOLOGY,0,4,0
1747-4086,EXPERT REVIEW OF HEMATOLOGY,0,1,0
0006-4971,BLOOD,0,10,0
Journal of the Royal Statistical Society,Journal of the Royal Statistical Society,0,1,0
Eur. J. Hum. Genet.,Eur. J. Hum. Genet.,0,1,0
Hematology. American Society of Hematology. Education Program,Hematology. American Society of Hematology. Education Program,0,1,0
Cancer Treat Rev,Cancer Treat Rev,0,1,0
"Int. J. Sci., Environ. Technol.","Int. J. Sci., Environ. Technol.",0,1,0
0076-6879(print),"METHODS IN ENZYMOLOGY, VOL 457: MITOCHONDRIAL FUNCTION, PARTB MITOCHONDRIAL PROTEIN KINASES, PROTEIN PHOSPHATASES AND MITOCHONDRIAL DISEASES",0,3,0
0939-4451,AMINO ACIDS,0,4,0
0163-7258,PHARMACOLOGY & THERAPEUTICS,0,3,0
Nucleic Acids Res,Nucleic Acids Res,0,2,0
0167-4412,PLANT MOLECULAR BIOLOGY,0,5,0
0959-2989,BIO-MEDICAL MATERIALS AND ENGINEERING,0,1,0
1046-2023,METHODS,0,2,0
0176-1617,JOURNAL OF PLANT PHYSIOLOGY,0,2,0
1040-2519,ANNUAL REVIEW OF PLANT BIOLOGY,0,2,0
0141-5492,BIOTECHNOLOGY LETTERS,0,2,0
0022-0957,JOURNAL OF EXPERIMENTAL BOTANY,0,5,0
0028-646X,NEW PHYTOLOGIST,0,1,0
Plant Molecular Biology Reporter,Plant Molecular Biology Reporter,0,1,0
Journal of Nanjing Forestry University(Natural Sciences),Journal of Nanjing Forestry University(Natural Sciences),0,1,0
0009-3130,CHEMISTRY OF NATURAL COMPOUNDS,0,1,0
0032-0935,PLANTA,0,4,0
0031-9317,PHYSIOLOGIA PLANTARUM,0,1,0
0305-7364,ANNALS OF BOTANY,0,1,0
1471-2229,BMC PLANT BIOLOGY,0,4,0
Ann For,Ann For,0,1,0
China CIO News,China CIO News,0,1,0
Chin. Bull. Botany,Chin. Bull. Botany,0,1,0
China Collective Econ.,China Collective Econ.,0,1,0
0022-0302,JOURNAL OF DAIRY SCIENCE,0,2,0
0022-1155,JOURNAL OF FOOD SCIENCE AND TECHNOLOGY-MYSORE,0,1,0
1471-2148,BMC EVOLUTIONARY BIOLOGY,0,8,0
1615-9853,PROTEOMICS,0,6,0
0065-7727,ABSTRACTS OF PAPERS OF THE AMERICAN CHEMICAL SOCIETY,0,2,0
0146-0749,MICROBIOLOGICAL REVIEWS,0,4,0
0022-1260,JOURNAL OF GENERAL AND APPLIED MICROBIOLOGY,0,1,0
1364-727X,INTERNATIONAL JOURNAL OF DAIRY TECHNOLOGY,0,1,0
0002-9165,AMERICAN JOURNAL OF CLINICAL NUTRITION,0,1,0
0192-8651,JOURNAL OF COMPUTATIONAL CHEMISTRY,0,5,0
0025-7974,MEDICINE,0,1,0
0003-6072,ANTONIE VAN LEEUWENHOEK INTERNATIONAL JOURNAL OF GENERAL AND MOLECULAR MICROBIOLOGY,0,1,0
0022-1147,JOURNAL OF FOOD SCIENCE,0,1,0
F1000Research,F1000Research,0,1,0
1064-5462,ARTIFICIAL LIFE,0,1,0
0036-8733,SCIENTIFIC AMERICAN,0,2,0
0014-4827,EXPERIMENTAL CELL RESEARCH,0,9,0
1535-3508,MOLECULAR IMAGING,0,1,0
1837-9664,JOURNAL OF CANCER,0,1,0
BMC Cancer,BMC Cancer,0,1,0
Artificial life II,Artificial life II,0,1,0
ROLE OF MODEL INTEGRATION IN COMPLEX SYSTEMS MODELLING: AN EXAMPLE FROM CANCER BIOLOGY,ROLE OF MODEL INTEGRATION IN COMPLEX SYSTEMS MODELLING: AN EXAMPLE FROM CANCER BIOLOGY,0,1,0
Wiley Interdiscip. Rev. Syst. Biol. Med.,Wiley Interdiscip. Rev. Syst. Biol. Med.,0,2,0
Evol. Bioinf,Evol. Bioinf,0,2,0
IEEE Transl. J. Magn. Jpn.,IEEE Transl. J. Magn. Jpn.,0,1,0
0893-9659,APPLIED MATHEMATICS LETTERS,0,1,0
Math. Biosci,Math. Biosci,0,1,0
Journal of Theoretical Biology,Journal of Theoretical Biology,0,1,0
0743-4634,ANNUAL REVIEW OF CELL BIOLOGY,0,3,0
0749-503X,YEAST,0,10,0
Methods Enzymol.,Methods Enzymol.,0,1,0
GAMM Mitt,GAMM Mitt,0,1,0
0095-4616,APPLIED MATHEMATICS AND OPTIMIZATION,0,3,0
0033-295X,PSYCHOLOGICAL REVIEW,0,1,0
0012-186X,DIABETOLOGIA,0,3,0
0889-8480,MATHEMATICAL POPULATION STUDIES,0,1,0
0094-8373,PALEOBIOLOGY,0,1,0
0003-0147,AMERICAN NATURALIST,0,1,0
1010-061X,JOURNAL OF EVOLUTIONARY BIOLOGY,0,2,0
1089-5639,JOURNAL OF PHYSICAL CHEMISTRY A,0,7,0
2163-6966,2011 IEEE INTERNATIONAL CONFERENCE ON BIOINFORMATICS AND BIOMEDICINE WORKSHOPS,0,1,0
1674-0068,CHINESE JOURNAL OF CHEMICAL PHYSICS,0,1,0
J. Phys. Chem.,J. Phys. Chem.,0,1,0
1945-0877,SCIENCE SIGNALING,0,2,0
0003-9527,ARCHIVE FOR RATIONAL MECHANICS AND ANALYSIS,0,4,0
0163-769X,ENDOCRINE REVIEWS,0,3,0
0167-4889,BIOCHIMICA ET BIOPHYSICA ACTA-MOLECULAR CELL RESEARCH,0,3,0
0340-4684,BLOOD CELLS,0,1,0
Sci. STKE,Sci. STKE,0,1,0
0300-5127,BIOCHEMICAL SOCIETY TRANSACTIONS,0,6,0
1535-3893,JOURNAL OF PROTEOME RESEARCH,0,3,0
1478-811X,CELL COMMUNICATION AND SIGNALING,0,2,0
1664-042X,FRONTIERS IN PHYSIOLOGY,0,3,0
Mol Cell. Proteomics,Mol Cell. Proteomics,0,1,0
1523-9829,"ANNUAL REVIEW OF BIOMEDICAL ENGINEERING, VOL 13",0,7,0
1743-4254,NATURE CLINICAL PRACTICE ONCOLOGY,0,2,0
2210-7177,ANALYTICAL CELLULAR PATHOLOGY,0,1,0
0272-4332,RISK ANALYSIS,0,1,0
0951-8320,RELIABILITY ENGINEERING & SYSTEM SAFETY,0,3,0
1936-0851,ACS NANO,0,1,0
1053-8119,NEUROIMAGE,0,1,0
0003-1305,AMERICAN STATISTICIAN,0,2,0
Drug Discov. Today,Drug Discov. Today,0,1,0
J. Clin. Invest.,J. Clin. Invest.,0,1,0
0026-8976,MOLECULAR PHYSICS,0,3,0
2073-4360,POLYMERS,0,1,0
1063-651X,PHYSICAL REVIEW E,0,14,0
1359-6640,FARADAY DISCUSSIONS,0,1,0
Faraday Discuss,Faraday Discuss,0,1,0
EMBO J.,EMBO J.,0,2,0
0939-5075,ZEITSCHRIFT FUR NATURFORSCHUNG C-A JOURNAL OF BIOSCIENCES,0,1,0
1549-9618,JOURNAL OF CHEMICAL THEORY AND COMPUTATION,0,3,0
0743-7463,LANGMUIR,0,1,0
0889-1605,JOURNAL OF ULTRASTRUCTURE AND MOLECULAR STRUCTURE RESEARCH,0,1,0
1552-4450,NATURE CHEMICAL BIOLOGY,0,7,0
Proc. Natl. Acad. Sci. USA.,Proc. Natl. Acad. Sci. USA.,0,1,0
1292-8941,EUROPEAN PHYSICAL JOURNAL E,0,1,0
1022-1344,MACROMOLECULAR THEORY AND SIMULATIONS,0,1,0
1757-9694,INTEGRATIVE BIOLOGY,0,1,0
1381-6128,CURRENT PHARMACEUTICAL DESIGN,0,2,0
0001-8732,ADVANCES IN PHYSICS,0,2,0
1521-6543,IUBMB LIFE,0,3,0
0969-2126,STRUCTURE,0,1,0
1096-7176,METABOLIC ENGINEERING,0,16,0
1475-2859,MICROBIAL CELL FACTORIES,0,1,0
1350-0872,MICROBIOLOGY-SGM,0,4,0
1754-6834,BIOTECHNOLOGY FOR BIOFUELS,0,1,0
0302-8933,ARCHIVES OF MICROBIOLOGY,0,3,0
0168-1656,JOURNAL OF BIOTECHNOLOGY,0,8,0
1389-1723,JOURNAL OF BIOSCIENCE AND BIOENGINEERING,0,1,0
0273-2289,APPLIED BIOCHEMISTRY AND BIOTECHNOLOGY,0,1,0
1465-6914,GENOME BIOLOGY,0,9,0
1860-6768,BIOTECHNOLOGY JOURNAL,0,1,0
Curr. Opin. Biotechnol.,Curr. Opin. Biotechnol.,0,1,0
Biotechnol. J.,Biotechnol. J.,0,1,0
1553-7404,PLOS GENETICS,0,5,0
0922-338X,JOURNAL OF FERMENTATION AND BIOENGINEERING,0,1,0
1751-7362,ISME JOURNAL,0,1,0
0003-4851,ANNALS OF MATHEMATICAL STATISTICS,0,6,0
1529-2908,NATURE IMMUNOLOGY,0,3,0
0003-2654,ANALYST,0,2,0
1359-7345,CHEMICAL COMMUNICATIONS,0,1,0
0957-4484,NANOTECHNOLOGY,0,1,0
Breast Cancer Res.,Breast Cancer Res.,0,1,0
Can. J. Statist.,Can. J. Statist.,0,1,0
PLoS Comput. Biol.,PLoS Comput. Biol.,0,4,0
Plos One,Plos One,0,1,0
BMC Syst. Biol.,BMC Syst. Biol.,0,3,0
arXiv:1006.4291v1[q-bio.MN],arXiv:1006.4291v1[q-bio.MN],0,1,0
0003-2700,ANALYTICAL CHEMISTRY,0,11,0
"Sci. Rep., UK","Sci. Rep., UK",0,1,0
Nat. Rev. Neurosci.,Nat. Rev. Neurosci.,0,1,0
Nat. Rev. Immunol.,Nat. Rev. Immunol.,0,1,0
Chaos,Chaos,0,2,0
0022-1295,JOURNAL OF GENERAL PHYSIOLOGY,0,13,0
0006-2960,BIOCHEMISTRY,0,9,0
1617-4615,MOLECULAR GENETICS AND GENOMICS,0,1,0
0003-9861,ARCHIVES OF BIOCHEMISTRY AND BIOPHYSICS,0,2,0
1415-4757,GENETICS AND MOLECULAR BIOLOGY,0,1,0
0739-4462,ARCHIVES OF INSECT BIOCHEMISTRY AND PHYSIOLOGY,0,1,0
0981-9428,PLANT PHYSIOLOGY AND BIOCHEMISTRY,0,1,0
1369-5266,CURRENT OPINION IN PLANT BIOLOGY,0,4,0
The arabidopsis book,The arabidopsis book,0,1,0
1759-6653,GENOME BIOLOGY AND EVOLUTION,0,1,0
0026-895X,MOLECULAR PHARMACOLOGY,0,2,0
1055-7903,MOLECULAR PHYLOGENETICS AND EVOLUTION,0,3,0
1522-1059,AAPS PHARMSCI,0,1,0
1474-905X,PHOTOCHEMICAL & PHOTOBIOLOGICAL SCIENCES,0,1,0
0016-6480,GENERAL AND COMPARATIVE ENDOCRINOLOGY,0,1,0
AAPS pharmSci,AAPS pharmSci,0,1,0
Current Protocols in Bioinformatics,Current Protocols in Bioinformatics,0,1,0
0885-3177,PANCREAS,0,2,0
0016-5085,GASTROENTEROLOGY,0,7,0
0022-4790,JOURNAL OF SURGICAL ONCOLOGY,0,1,0
0163-2116,DIGESTIVE DISEASES AND SCIENCES,0,1,0
0008-543X,CANCER,0,5,0
0288-3635,NEW GENERATION COMPUTING,0,1,0
0748-7983,EJSO,0,1,0
0039-6060,SURGERY,0,1,0
1365-182X,HPB,0,1,0
0300-8916,TUMORI,0,1,0
SyoukakiGazou,SyoukakiGazou,0,1,0
TNM Classification of Malignant Tumours,TNM Classification of Malignant Tumours,0,1,0
1091-255X,JOURNAL OF GASTROINTESTINAL SURGERY,0,1,0
0306-9877,MEDICAL HYPOTHESES,0,1,0
1535-1084,NEUROMOLECULAR MEDICINE,0,1,0
1750-1326,MOLECULAR NEURODEGENERATION,0,6,0
1567-2050,CURRENT ALZHEIMER RESEARCH,0,1,0
1172-7047,CNS DRUGS,0,1,0
0887-6924,LEUKEMIA,0,1,0
0362-1642,ANNUAL REVIEW OF PHARMACOLOGY AND TOXICOLOGY,0,1,0
1387-2877,JOURNAL OF ALZHEIMERS DISEASE,0,1,0
0193-1857,AMERICAN JOURNAL OF PHYSIOLOGY-GASTROINTESTINAL AND LIVER PHYSIOLOGY,0,1,0
1424-862X,NEUROSIGNALS,0,1,0
1523-0864,ANTIOXIDANTS & REDOX SIGNALING,0,2,0
1044-5498,DNA AND CELL BIOLOGY,0,2,0
"Alzheimer's Dement., J. Alzheimer's Association","Alzheimer's Dement., J. Alzheimer's Association",0,1,0
0962-8924,TRENDS IN CELL BIOLOGY,0,3,0
1360-8185,APOPTOSIS,0,2,0
0169-328X,MOLECULAR BRAIN RESEARCH,0,1,0
0197-4580,NEUROBIOLOGY OF AGING,0,1,0
0022-3069,JOURNAL OF NEUROPATHOLOGY AND EXPERIMENTAL NEUROLOGY,0,3,0
0193-1849,AMERICAN JOURNAL OF PHYSIOLOGY-ENDOCRINOLOGY AND METABOLISM,0,4,0
1567-2026,CURRENT NEUROVASCULAR RESEARCH,0,1,0
0303-6995,JOURNAL OF NEURAL TRANSMISSION-SUPPLEMENT,0,1,0
0028-1298,NAUNYN-SCHMIEDEBERGS ARCHIVES OF PHARMACOLOGY,0,1,0
0929-8665,PROTEIN AND PEPTIDE LETTERS,0,1,0
0360-4012,JOURNAL OF NEUROSCIENCE RESEARCH,0,1,0
Quant. Biol,Quant. Biol,0,1,0
Alzheimers Dement,Alzheimers Dement,0,1,0
0001-527X,ACTA BIOCHIMICA POLONICA,0,1,0
1554-8929,ACS CHEMICAL BIOLOGY,0,1,0
Genome Integrity,Genome Integrity,0,1,0
0223-5234,EUROPEAN JOURNAL OF MEDICINAL CHEMISTRY,0,1,0
0006-3525,BIOPOLYMERS,0,1,0
1471-2237,BMC STRUCTURAL BIOLOGY,0,1,0
R News.,R News.,0,1,0
1741-0126,PROTEIN ENGINEERING DESIGN & SELECTION,0,1,0
1474-7596,GENOME BIOLOGY,0,5,0
0070-2153(print),PLANT DEVELOPMENT,0,2,0
1360-1385,TRENDS IN PLANT SCIENCE,0,1,0
1061-8600,JOURNAL OF COMPUTATIONAL AND GRAPHICAL STATISTICS,0,2,0
THESIS U LIBRE BRUXE,THESIS U LIBRE BRUXE,0,1,0
1465-5411,BREAST CANCER RESEARCH,0,2,0
0919-9454(print),"GENOME INFORMATICS 2007, VOL 19",0,1,0
MICRORNAS: FROM BASIC SCIENCE TO DISEASE BIOLOGY,MICRORNAS: FROM BASIC SCIENCE TO DISEASE BIOLOGY,0,1,0
0959-4973,ANTI-CANCER DRUGS,0,1,0
1545-9993,NATURE STRUCTURAL & MOLECULAR BIOLOGY,0,6,0
1471-4906,TRENDS IN IMMUNOLOGY,0,4,0
1582-1838,JOURNAL OF CELLULAR AND MOLECULAR MEDICINE,0,1,0
1001-0602,CELL RESEARCH,0,3,0
0034-6535,REVIEW OF ECONOMICS AND STATISTICS,0,1,0
J. Comput. Graph. Stat.,J. Comput. Graph. Stat.,0,1,0
0166-218X,DISCRETE APPLIED MATHEMATICS,0,3,0
1049-5258,ADVANCES IN NEURAL INFORMATION PROCESSING SYSTEMS 13,0,3,0
0340-5443,BEHAVIORAL ECOLOGY AND SOCIOBIOLOGY,0,1,0
Z. Fur Phys. Chem.,Z. Fur Phys. Chem.,0,1,0
R Package Version 1,R Package Version 1,0,1,0
0091-7710,JOURNAL OF ANTHROPOLOGICAL RESEARCH,0,1,0
R Package Version 036-1,R Package Version 036-1,0,1,0
0896-8411,JOURNAL OF AUTOIMMUNITY,0,1,0
1045-2257,GENES CHROMOSOMES & CANCER,0,1,0
0033-3123,PSYCHOMETRIKA,0,3,0
0010-4620,COMPUTER JOURNAL,0,1,0
1076-9757,JOURNAL OF ARTIFICIAL INTELLIGENCE RESEARCH,0,1,0
1018-4813,EUROPEAN JOURNAL OF HUMAN GENETICS,0,2,0
Mol. Syst. Biol.,Mol. Syst. Biol.,0,6,0
Int. J. Comput. Biol. Drug Des.,Int. J. Comput. Biol. Drug Des.,0,1,0
Scientif. World J.,Scientif. World J.,0,1,0
Australian Computer Journal,Australian Computer Journal,0,1,0
0092-2102,INTERFACES,0,1,0
1043-3074,HEAD AND NECK-JOURNAL FOR THE SCIENCES AND SPECIALTIES OF THE HEAD AND NECK,0,1,0
0049-3848,THROMBOSIS RESEARCH,0,2,0
0167-6806,BREAST CANCER RESEARCH AND TREATMENT,0,1,0
The Scientific World Journal,The Scientific World Journal,0,1,0
Phys. Rev. E,Phys. Rev. E,0,3,0
2159-8274,CANCER DISCOVERY,0,2,0
1554-8627,AUTOPHAGY,0,2,0
0903-4641,APMIS,0,1,0
1017-0405,STATISTICA SINICA,0,1,0
0026-8933,MOLECULAR BIOLOGY,0,1,0
CANC REG ANN REP TAI,CANC REG ANN REP TAI,0,1,0
1535-7163,MOLECULAR CANCER THERAPEUTICS,0,5,0
1021-7770,JOURNAL OF BIOMEDICAL SCIENCE,0,1,0
1110-7243,JOURNAL OF BIOMEDICINE AND BIOTECHNOLOGY,0,4,0
0025-3154,JOURNAL OF THE MARINE BIOLOGICAL ASSOCIATION OF THE UNITED KINGDOM,0,1,0
0303-7207,MOLECULAR AND CELLULAR ENDOCRINOLOGY,0,1,0
0741-8329,ALCOHOL,0,2,0
0277-3740,CORNEA,0,1,0
J. Mol. Biol,J. Mol. Biol,0,1,0
Nat Biotechnol.,Nat Biotechnol.,0,1,0
Proc. Natl. Acad. Sci. USA,Proc. Natl. Acad. Sci. USA,0,2,0
GENE REGULATION AND SYSTEMS BIOLOGY,GENE REGULATION AND SYSTEMS BIOLOGY,0,2,0
MATH ENG TECHNICAL R,MATH ENG TECHNICAL R,0,1,0
INTRO PROTEOMICS TOO,INTRO PROTEOMICS TOO,0,1,0
COMMON WAVEFORM ANAL,COMMON WAVEFORM ANAL,0,1,0
0895-7177,MATHEMATICAL AND COMPUTER MODELLING,0,1,0
0022-0434,JOURNAL OF DYNAMIC SYSTEMS MEASUREMENT AND CONTROL-TRANSACTIONS OF THE ASME,0,1,0
1531-3492,DISCRETE AND CONTINUOUS DYNAMICAL SYSTEMS-SERIES B,0,1,0
0252-9602,ACTA MATHEMATICA SCIENTIA,0,1,0
Commun. Nonlinear Sci.,Commun. Nonlinear Sci.,0,1,0
8756-3282,BONE,0,8,0
0003-4819,ANNALS OF INTERNAL MEDICINE,0,1,0
0250-7005,ANTICANCER RESEARCH,0,2,0
1045-4403,CRITICAL REVIEWS IN EUKARYOTIC GENE EXPRESSION,0,1,0
0171-967X,CALCIFIED TISSUE INTERNATIONAL,0,1,0
0192-6233,TOXICOLOGIC PATHOLOGY,0,1,0
0884-0431,JOURNAL OF BONE AND MINERAL RESEARCH,0,4,0
8750-7587,JOURNAL OF APPLIED PHYSIOLOGY,0,3,0
J. Bone Miner. Metab.,J. Bone Miner. Metab.,0,1,0
Biol Sci Space,Biol Sci Space,0,1,0
Lancet,Lancet,0,1,0
Breast disease,Breast disease,0,1,0
1367-6733,CURRENT OPINION IN DRUG DISCOVERY & DEVELOPMENT,0,1,0
0143-3334,CARCINOGENESIS,0,4,0
1072-7515,JOURNAL OF THE AMERICAN COLLEGE OF SURGEONS,0,1,0
0272-8087,SEMINARS IN LIVER DISEASE,0,2,0
Carcinogenesis,Carcinogenesis,0,1,0
FEBS J.,FEBS J.,0,1,0
Phys. Biol.,Phys. Biol.,0,2,0
0066-426X,"ANNUAL REVIEW OF PHYSICAL CHEMISTRY, VOL 61",0,9,0
0736-6205,BIOTECHNIQUES,0,1,0
1094-8341,PHYSIOLOGICAL GENOMICS,0,3,0
0893-8512,CLINICAL MICROBIOLOGY REVIEWS,0,1,0
COMPUTATIONAL GENOMI,COMPUTATIONAL GENOMI,0,1,0
1674-2788,JOURNAL OF MOLECULAR CELL BIOLOGY,0,2,0
Stat Appl Genet Mol Biol.,Stat Appl Genet Mol Biol.,0,1,0
0253-6102,COMMUNICATIONS IN THEORETICAL PHYSICS,0,2,0
1571-0645,PHYSICS OF LIFE REVIEWS,0,5,0
1673-8527,JOURNAL OF GENETICS AND GENOMICS,0,1,0
0016-6707,GENETICA,0,1,0
0002-9947,TRANSACTIONS OF THE AMERICAN MATHEMATICAL SOCIETY,0,1,0
0169-5347,TRENDS IN ECOLOGY & EVOLUTION,0,4,0
0040-5809,THEORETICAL POPULATION BIOLOGY,0,7,0
J. Phys. A: Math. Gen.,J. Phys. A: Math. Gen.,0,1,0
Journal of Statistical Mechanics-Theory and Experiment,Journal of Statistical Mechanics-Theory and Experiment,0,1,0
Quantitative Biol.,Quantitative Biol.,0,1,0
J. appl. Prob.,J. appl. Prob.,0,1,0
PHYSICA,PHYSICA,0,1,0
J. Stat. Mech. Theor. Exp.,J. Stat. Mech. Theor. Exp.,0,1,0
PROC SIXTH INTERNAT CONGR GENETICS ITHACA NEW YORK,PROC SIXTH INTERNAT CONGR GENETICS ITHACA NEW YORK,0,1,0
J. Stat. Mech.: Theor. Exp.,J. Stat. Mech.: Theor. Exp.,0,1,0
In Silico Biology,In Silico Biology,0,1,0
1043-4666,CYTOKINE,0,1,0
1473-7159,EXPERT REVIEW OF MOLECULAR DIAGNOSTICS,0,2,0
0009-9163,CLINICAL GENETICS,0,1,0
PROTEIN INTERACTION NETWORKS: COMPUTATIONAL ANALYSIS,PROTEIN INTERACTION NETWORKS: COMPUTATIONAL ANALYSIS,0,1,0
Commun. Theor. Phys.,Commun. Theor. Phys.,0,1,0
PLoS Biol.,PLoS Biol.,0,2,0
Curr. Opin. Microbiol.,Curr. Opin. Microbiol.,0,1,0
0306-5251,BRITISH JOURNAL OF CLINICAL PHARMACOLOGY,0,1,0
1462-2416,PHARMACOGENOMICS,0,1,0
Stat. Appl. Genet. Mol. Biol.,Stat. Appl. Genet. Mol. Biol.,0,1,0
Nature Rev. Drug Discov.,Nature Rev. Drug Discov.,0,1,0
1001-6538,CHINESE SCIENCE BULLETIN,0,1,0
0012-9682,ECONOMETRICA,0,2,0
0165-0270,JOURNAL OF NEUROSCIENCE METHODS,0,3,0
HDB TIME SERIES ANAL,HDB TIME SERIES ANAL,0,1,0
<IT>Algorithms in Computational Molecular Biology</IT>,<IT>Algorithms in Computational Molecular Biology</IT>,0,1,0
Scholarpedia,Scholarpedia,0,1,0
1352-0504,JOURNAL OF VIRAL HEPATITIS,0,1,0
1553-4006,ANNUAL REVIEW OF PATHOLOGY-MECHANISMS OF DISEASE,0,2,0
1473-3099,LANCET INFECTIOUS DISEASES,0,1,0
0168-8278,JOURNAL OF HEPATOLOGY,0,1,0
1386-6532,JOURNAL OF CLINICAL VIROLOGY,0,1,0
0035-7596,ROCKY MOUNTAIN JOURNAL OF MATHEMATICS,0,1,0
1286-4579,MICROBES AND INFECTION,0,1,0
Math. Biosci.,Math. Biosci.,0,1,0
Hepatology,Hepatology,0,1,0
1549-8328,IEEE TRANSACTIONS ON CIRCUITS AND SYSTEMS I-FUNDAMENTAL THEORY AND APPLICATIONS,0,4,0
1057-7122,IEEE TRANSACTIONS ON CIRCUITS AND SYSTEMS I-REGULAR PAPERS,0,1,0
Computational systems bioinformatics. Computational Systems Bioinformatics Conference,Computational systems bioinformatics. Computational Systems Bioinformatics Conference,0,1,0
Biological data mining in protein interaction networks,Biological data mining in protein interaction networks,0,1,0
1083-4435,IEEE-ASME TRANSACTIONS ON MECHATRONICS,0,2,0
Rep. IKBS-2-91,Rep. IKBS-2-91,0,1,0
J. Comput. Theor. Nanosci.,J. Comput. Theor. Nanosci.,0,1,0
1567-7818,NATURAL COMPUTING,0,3,0
1044-2030,CELL REGULATION,0,1,0
1359-0294,CURRENT OPINION IN COLLOID & INTERFACE SCIENCE,0,1,0
0143-4160,CELL CALCIUM,0,3,0
Stoch Methods Neurosci,Stoch Methods Neurosci,0,1,0
0169-409X,ADVANCED DRUG DELIVERY REVIEWS,0,3,0
1053-4296,SEMINARS IN RADIATION ONCOLOGY,0,1,0
1568-7864,DNA REPAIR,0,4,0
0022-2720,JOURNAL OF MICROSCOPY-OXFORD,0,2,0
