ISSN,TITLE,CITED_OUT,CITED_IN,TOT_ART
0930-8989,RECURRENCE PLOTS AND THEIR QUANTIFICATIONS: EXPANDING HORIZONS,0.0,1.0,0.0
8750-7587,JOURNAL OF APPLIED PHYSIOLOGY,0.0,1.0,0.0
Am. Psychol. Associat.,Am. Psychol. Associat.,0.0,1.0,0.0
1478-3967,PHYSICAL BIOLOGY,0.0,3.0,0.0
1072-0502,LEARNING & MEMORY,0.0,2.0,0.0
Yearbook of medical informatics,Yearbook of medical informatics,0.0,2.0,0.0
1381-6128,CURRENT PHARMACEUTICAL DESIGN,0.0,1.0,0.0
0001-5652,HUMAN HEREDITY,0.0,1.0,0.0
1662-5102,FRONTIERS IN CELLULAR NEUROSCIENCE,0.0,2.0,0.0
0307-904X,APPLIED MATHEMATICAL MODELLING,0.0,1.0,0.0
2314-6133,BIOMED RESEARCH INTERNATIONAL,0.0,1.0,0.0
0743-7315,JOURNAL OF PARALLEL AND DISTRIBUTED COMPUTING,0.0,3.0,0.0
0722-3277,ZEITSCHRIFT FUR PHYSIK B-CONDENSED MATTER,0.0,1.0,0.0
1089-5639,JOURNAL OF PHYSICAL CHEMISTRY A,0.0,1.0,0.0
0021-9606,JOURNAL OF CHEMICAL PHYSICS,0.0,10.0,0.0
0192-8651,JOURNAL OF COMPUTATIONAL CHEMISTRY,0.0,1.0,0.0
Society for Computer Simulation International,Society for Computer Simulation International,0.0,1.0,0.0
0020-7217,INTERNATIONAL JOURNAL OF ELECTRONICS,0.0,1.0,0.0
0921-8890,ROBOTICS AND AUTONOMOUS SYSTEMS,0.0,1.0,0.0
0925-1030,ANALOG INTEGRATED CIRCUITS AND SIGNAL PROCESSING,0.0,1.0,0.0
1083-4419,IEEE TRANSACTIONS ON SYSTEMS MAN AND CYBERNETICS PART B-CYBERNETICS,0.0,3.0,0.0
0025-5718,MATHEMATICS OF COMPUTATION,0.0,2.0,0.0
Bulletin of Mathematical Biophysics,Bulletin of Mathematical Biophysics,0.0,1.0,0.0
0022-250X,JOURNAL OF MATHEMATICAL SOCIOLOGY,0.0,1.0,0.0
1070-9924,IEEE COMPUTATIONAL SCIENCE & ENGINEERING,0.0,1.0,0.0
0378-8733,SOCIAL NETWORKS,0.0,5.0,0.0
Arxiv Preprint arXiv: 1208.0800,Arxiv Preprint arXiv: 1208.0800,0.0,1.0,0.0
Neuromethods,Neuromethods,0.0,1.0,0.0
"Cleve's Corner, Mathworks Newsletter","Cleve's Corner, Mathworks Newsletter",0.0,1.0,0.0
0739-5175,IEEE ENGINEERING IN MEDICINE AND BIOLOGY MAGAZINE,0.0,3.0,0.0
1054-1500,CHAOS,0.0,8.0,0.0
"DATA MINING: PRACTICAL MACHINE LEARNING TOOLS AND TECHNIQUES, 3RD EDITION","DATA MINING: PRACTICAL MACHINE LEARNING TOOLS AND TECHNIQUES, 3RD EDITION",0.0,1.0,0.0
0022-1031,JOURNAL OF EXPERIMENTAL SOCIAL PSYCHOLOGY,0.0,1.0,0.0
0022-3514,JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY,0.0,2.0,0.0
1076-9757,JOURNAL OF ARTIFICIAL INTELLIGENCE RESEARCH,0.0,3.0,0.0
1053-8100,CONSCIOUSNESS AND COGNITION,0.0,3.0,0.0
0363-3586,BIOFEEDBACK AND SELF-REGULATION,0.0,1.0,0.0
Journal of Neurotherapy,Journal of Neurotherapy,0.0,1.0,0.0
0065-2598(print),OXYGEN TRANSPORT TO TISSUE XXXV,0.0,1.0,0.0
1931-7557,BRAIN IMAGING AND BEHAVIOR,0.0,8.0,0.0
0925-7721,COMPUTATIONAL GEOMETRY-THEORY AND APPLICATIONS,0.0,1.0,0.0
0171-6468,OR SPEKTRUM,0.0,1.0,0.0
1090-7807,JOURNAL OF MAGNETIC RESONANCE,0.0,4.0,0.0
1077-8926,ELECTRONIC JOURNAL OF COMBINATORICS,0.0,1.0,0.0
0377-2217,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,0.0,2.0,0.0
0012-365X,DISCRETE MATHEMATICS,0.0,1.0,0.0
1933-7213,NEUROTHERAPEUTICS,0.0,1.0,0.0
"Medical Imaging, IEEE Transactions on","Medical Imaging, IEEE Transactions on",0.0,1.0,0.0
0916-7005,JAPAN JOURNAL OF INDUSTRIAL AND APPLIED MATHEMATICS,0.0,1.0,0.0
0032-5910,POWDER TECHNOLOGY,0.0,1.0,0.0
0736-5748,INTERNATIONAL JOURNAL OF DEVELOPMENTAL NEUROSCIENCE,0.0,4.0,0.0
0167-5273,INTERNATIONAL JOURNAL OF CARDIOLOGY,0.0,1.0,0.0
0142-9612,BIOMATERIALS,0.0,1.0,0.0
1605-7422,MEDICAL IMAGING 2015: IMAGE PROCESSING,0.0,1.0,0.0
Computational and Mathematical Methods in Medicine,Computational and Mathematical Methods in Medicine,0.0,1.0,0.0
1747-4930,INTERNATIONAL JOURNAL OF STROKE,0.0,1.0,0.0
MICCAI Grand Challenge on Neonatal Brain Segmentation 2012 (NeoBrainS12),MICCAI Grand Challenge on Neonatal Brain Segmentation 2012 (NeoBrainS12),0.0,1.0,0.0
Ann. BMVA,Ann. BMVA,0.0,1.0,0.0
2047-217X,GIGASCIENCE,0.0,3.0,0.0
1552-4450,NATURE CHEMICAL BIOLOGY,0.0,1.0,0.0
0887-8994,PEDIATRIC NEUROLOGY,0.0,1.0,0.0
Front. Syst. Neurosci,Front. Syst. Neurosci,0.0,1.0,0.0
Comput. Intell. Neurosci.,Comput. Intell. Neurosci.,0.0,2.0,0.0
J. Institutional Theor. Econ.,J. Institutional Theor. Econ.,0.0,1.0,0.0
Insights Imaging,Insights Imaging,0.0,1.0,0.0
Front. Neurosci. Conf. Abstr. Neuroinform,Front. Neurosci. Conf. Abstr. Neuroinform,0.0,1.0,0.0
0003-9985,ARCHIVES OF PATHOLOGY & LABORATORY MEDICINE,0.0,2.0,0.0
1947-5535,BIOPRESERVATION AND BIOBANKING,0.0,1.0,0.0
bio Rxiv,bio Rxiv,0.0,2.0,0.0
Fed. Reg.,Fed. Reg.,0.0,1.0,0.0
Sci. News,Sci. News,0.0,1.0,0.0
1076-6332,ACADEMIC RADIOLOGY,0.0,9.0,0.0
0897-1889,JOURNAL OF DIGITAL IMAGING,0.0,8.0,0.0
0003-9942,ARCHIVES OF NEUROLOGY,0.0,6.0,0.0
1350-4533,MEDICAL ENGINEERING & PHYSICS,0.0,2.0,0.0
0036-5564,SCANDINAVIAN JOURNAL OF PSYCHOLOGY,0.0,1.0,0.0
1352-4585,MULTIPLE SCLEROSIS JOURNAL,0.0,1.0,0.0
0077-8923(print),YEAR IN COGNITIVE NEUROSCIENCE,0.0,7.0,0.0
2095-9273,SCIENCE BULLETIN,0.0,3.0,0.0
1571-5736,FOURTH IFIP INTERNATIONAL CONFERENCE ON THEORETICAL COMPUTER SCIENCE - TCS 2006,0.0,1.0,0.0
Front Neuroinf,Front Neuroinf,0.0,1.0,0.0
Contributions to the Theory of Games,Contributions to the Theory of Games,0.0,1.0,0.0
0027-0644,MONTHLY WEATHER REVIEW,0.0,1.0,0.0
0034-6861,REVIEWS OF MODERN PHYSICS,0.0,5.0,0.0
1364-503X,PHILOSOPHICAL TRANSACTIONS OF THE ROYAL SOCIETY A-MATHEMATICAL PHYSICAL AND ENGINEERING SCIENCES,0.0,9.0,0.0
0036-1445,SIAM REVIEW,0.0,2.0,0.0
0176-4268,JOURNAL OF CLASSIFICATION,0.0,2.0,0.0
2167-7026,CLINICAL PSYCHOLOGICAL SCIENCE,0.0,1.0,0.0
1434-6028,EUROPEAN PHYSICAL JOURNAL B,0.0,3.0,0.0
0091-7710,JOURNAL OF ANTHROPOLOGICAL RESEARCH,0.0,1.0,0.0
Graph Algorithms and Applications,Graph Algorithms and Applications,0.0,1.0,0.0
Notices of the American Mathematical Society,Notices of the American Mathematical Society,0.0,2.0,0.0
0921-4526,PHYSICA B,0.0,1.0,0.0
1757-9694,INTEGRATIVE BIOLOGY,0.0,2.0,0.0
0003-2700,ANALYTICAL CHEMISTRY,0.0,1.0,0.0
EXTENSIBLE MARKUP LA,EXTENSIBLE MARKUP LA,0.0,1.0,0.0
DoD High Performance Computing Modernization Program Users Group Conference,DoD High Performance Computing Modernization Program Users Group Conference,0.0,1.0,0.0
Neurodata Without Borders Hackathon,Neurodata Without Borders Hackathon,0.0,1.0,0.0
arXiv.org. [arXiv: 1309.2848 [q-bio.QM]],arXiv.org. [arXiv: 1309.2848 [q-bio.QM]],0.0,1.0,0.0
CoRR,CoRR,0.0,1.0,0.0
0924-977X,EUROPEAN NEUROPSYCHOPHARMACOLOGY,0.0,3.0,0.0
0706-7437,CANADIAN JOURNAL OF PSYCHIATRY-REVUE CANADIENNE DE PSYCHIATRIE,0.0,1.0,0.0
NETWORKS INTRO,NETWORKS INTRO,0.0,1.0,0.0
Technical report,Technical report,0.0,8.0,0.0
ALENEX,ALENEX,0.0,1.0,0.0
1545-7885,PLOS BIOLOGY,0.0,7.0,0.0
1061-8600,JOURNAL OF COMPUTATIONAL AND GRAPHICAL STATISTICS,0.0,4.0,0.0
"Technical Report 2003- W13. Economics Group, Nuffield College","Technical Report 2003- W13. Economics Group, Nuffield College",0.0,1.0,0.0
Current opinion in neurobiology,Current opinion in neurobiology,0.0,1.0,0.0
Comput. Manage. Sci,Comput. Manage. Sci,0.0,1.0,0.0
0920-8542,JOURNAL OF SUPERCOMPUTING,0.0,2.0,0.0
0304-4076,JOURNAL OF ECONOMETRICS,0.0,3.0,0.0
J. Appl. Probab,J. Appl. Probab,0.0,1.0,0.0
DIRECTED INFORMATION MEASURES IN NEUROSCIENCE,DIRECTED INFORMATION MEASURES IN NEUROSCIENCE,0.0,1.0,0.0
1472-6947,BMC MEDICAL INFORMATICS AND DECISION MAKING,0.0,3.0,0.0
0210-0010,REVISTA DE NEUROLOGIA,0.0,1.0,0.0
Ercim News,Ercim News,0.0,1.0,0.0
Int Conf Med Image Comput Comput Assist Interv,Int Conf Med Image Comput Comput Assist Interv,0.0,2.0,0.0
Electroencephalography and Clinical Neurophysiology,Electroencephalography and Clinical Neurophysiology,0.0,1.0,0.0
0306-3674,BRITISH JOURNAL OF SPORTS MEDICINE,0.0,1.0,0.0
2376-4066,2013 IEEE GLOBAL CONFERENCE ON SIGNAL AND INFORMATION PROCESSING (GLOBALSIP),0.0,2.0,0.0
1944-3277,STANDARDS IN GENOMIC SCIENCES,0.0,2.0,0.0
0925-9902,JOURNAL OF INTELLIGENT INFORMATION SYSTEMS,0.0,2.0,0.0
BUILDING ONTOLOGIES WITH BASIC FORMAL ONTOLOGY,BUILDING ONTOLOGIES WITH BASIC FORMAL ONTOLOGY,0.0,1.0,0.0
bioRxiv 34561,bioRxiv 34561,0.0,1.0,0.0
Computational Intelligence and Neuroscience,Computational Intelligence and Neuroscience,0.0,4.0,0.0
Technical Report,Technical Report,0.0,7.0,0.0
Eur. Assoc. Comput. Sci.,Eur. Assoc. Comput. Sci.,0.0,2.0,0.0
0022-0949,JOURNAL OF EXPERIMENTAL BIOLOGY,0.0,4.0,0.0
0302-9824,JOURNAL OF COMPARATIVE PHYSIOLOGY,0.0,1.0,0.0
0167-7063,JOURNAL OF NEUROGENETICS,0.0,1.0,0.0
0006-8977,BRAIN BEHAVIOR AND EVOLUTION,0.0,2.0,0.0
0340-5443,BEHAVIORAL ECOLOGY AND SOCIOBIOLOGY,0.0,2.0,0.0
BMC Neurosci,BMC Neurosci,0.0,11.0,0.0
1094-7167,IEEE INTELLIGENT SYSTEMS,0.0,2.0,0.0
0091-3057,PHARMACOLOGY BIOCHEMISTRY AND BEHAVIOR,0.0,2.0,0.0
0031-9384,PHYSIOLOGY & BEHAVIOR,0.0,1.0,0.0
0033-3158,PSYCHOPHARMACOLOGY,0.0,1.0,0.0
Proceedings of the BioNLP Shared Task 2011 Workshop,Proceedings of the BioNLP Shared Task 2011 Workshop,0.0,1.0,0.0
Inform Media Technol,Inform Media Technol,0.0,1.0,0.0
Proceedings of the BioNLP Shared Task 2013 Workshop,Proceedings of the BioNLP Shared Task 2013 Workshop,0.0,1.0,0.0
PLoS ONE,PLoS ONE,0.0,1.0,0.0
Pacific Symposium on Biocomputing,Pacific Symposium on Biocomputing,0.0,2.0,0.0
0163-7258,PHARMACOLOGY & THERAPEUTICS,0.0,1.0,0.0
Kernel Methods Comput. Biol.,Kernel Methods Comput. Biol.,0.0,1.0,0.0
0003-0007,BULLETIN OF THE AMERICAN METEOROLOGICAL SOCIETY,0.0,1.0,0.0
Python for High Performance and Scientific Computing,Python for High Performance and Scientific Computing,0.0,1.0,0.0
Amstat News,Amstat News,0.0,1.0,0.0
2325-9442,2012 IEEE CONFERENCE ON VISUAL ANALYTICS SCIENCE AND TECHNOLOGY (VAST),0.0,1.0,0.0
0953-4180,BEHAVIOURAL NEUROLOGY,0.0,2.0,0.0
0803-5253,ACTA PAEDIATRICA,0.0,1.0,0.0
INTERACTIVE AND DYNAMIC GRAPHICS FOR DATA ANALYSIS: WITH R AND GGOBI,INTERACTIVE AND DYNAMIC GRAPHICS FOR DATA ANALYSIS: WITH R AND GGOBI,0.0,2.0,0.0
Int. Soc. Magn. Reson. Med.,Int. Soc. Magn. Reson. Med.,0.0,2.0,0.0
1751-8423,DEVELOPMENTAL NEUROREHABILITATION,0.0,1.0,0.0
2211-0348,MULTIPLE SCLEROSIS AND RELATED DISORDERS,0.0,1.0,0.0
2156-7085,BIOMEDICAL OPTICS EXPRESS,0.0,2.0,0.0
0896-8411,JOURNAL OF AUTOIMMUNITY,0.0,1.0,0.0
0003-2654,ANALYST,0.0,1.0,0.0
1521-6543,IUBMB LIFE,0.0,1.0,0.0
1549-1676,PLOS MEDICINE,0.0,1.0,0.0
0953-1513,LEARNED PUBLISHING,0.0,1.0,0.0
UMass/CANDI Image Attribution Framework,UMass/CANDI Image Attribution Framework,0.0,1.0,0.0
J Librarianship and Scholarly Communication,J Librarianship and Scholarly Communication,0.0,1.0,0.0
PeerJ Comput. Sci.,PeerJ Comput. Sci.,0.0,1.0,0.0
0300-9742,SCANDINAVIAN JOURNAL OF RHEUMATOLOGY,0.0,1.0,0.0
1080-0549,CLINICAL REVIEWS IN ALLERGY & IMMUNOLOGY,0.0,1.0,0.0
1568-9972,AUTOIMMUNITY REVIEWS,0.0,3.0,0.0
0315-162X,JOURNAL OF RHEUMATOLOGY,0.0,1.0,0.0
0961-2033,LUPUS,0.0,1.0,0.0
0049-0172,SEMINARS IN ARTHRITIS AND RHEUMATISM,0.0,1.0,0.0
F1000Research,F1000Research,0.0,1.0,0.0
0271-5333,RADIOGRAPHICS,0.0,2.0,0.0
0363-8715,JOURNAL OF COMPUTER ASSISTED TOMOGRAPHY,0.0,16.0,0.0
1052-5149,NEUROIMAGING CLINICS OF NORTH AMERICA,0.0,1.0,0.0
NEMAPS3/ISO 12052,NEMAPS3/ISO 12052,0.0,1.0,0.0
0001-690X,ACTA PSYCHIATRICA SCANDINAVICA,0.0,2.0,0.0
1051-2284,JOURNAL OF NEUROIMAGING,0.0,2.0,0.0
BRAINSTools,BRAINSTools,0.0,1.0,0.0
IEEE Trans. PAMI,IEEE Trans. PAMI,0.0,3.0,0.0
0093-934X,BRAIN AND LANGUAGE,0.0,5.0,0.0
0003-9829,ARCHIVES ITALIENNES DE BIOLOGIE,0.0,8.0,0.0
Analysis of Visual Behavior,Analysis of Visual Behavior,0.0,1.0,0.0
J. Jap. Neural Netw. Soc.,J. Jap. Neural Netw. Soc.,0.0,1.0,0.0
arXiv:1604.04764,arXiv:1604.04764,0.0,1.0,0.0
1063-6919,"2005 IEEE Computer Society Conference on Computer Vision and Pattern Recognition, Vol 2, Proceedings",0.0,1.0,0.0
1094-6977,IEEE TRANSACTIONS ON SYSTEMS MAN AND CYBERNETICS PART C-APPLICATIONS AND REVIEWS,0.0,1.0,0.0
Insight J,Insight J,0.0,8.0,0.0
INTERNATIONAL JOURNAL OF BIOMEDICAL IMAGING,INTERNATIONAL JOURNAL OF BIOMEDICAL IMAGING,0.0,3.0,0.0
Sixth Int. Conf. Comput. Vis.,Sixth Int. Conf. Comput. Vis.,0.0,1.0,0.0
0169-1015,SPATIAL VISION,0.0,4.0,0.0
0889-6313,PSYCHOBIOLOGY,0.0,2.0,0.0
arXiv: 1512.00810v2,arXiv: 1512.00810v2,0.0,1.0,0.0
2330-1635,JOURNAL OF THE ASSOCIATION FOR INFORMATION SCIENCE AND TECHNOLOGY,0.0,1.0,0.0
0066-4308,ANNUAL REVIEW OF PSYCHOLOGY,0.0,5.0,0.0
0003-4819,ANNALS OF INTERNAL MEDICINE,0.0,1.0,0.0
0261-4189,EMBO JOURNAL,0.0,2.0,0.0
Technical Report International Neuroinformatics Coordination Facility (INCF),Technical Report International Neuroinformatics Coordination Facility (INCF),0.0,1.0,0.0
"Journal of undergraduate neuroscience education : JUNE : a publication of FUN, Faculty for Undergraduate Neuroscience","Journal of undergraduate neuroscience education : JUNE : a publication of FUN, Faculty for Undergraduate Neuroscience",0.0,1.0,0.0
SPRINGER SERIES STAT,SPRINGER SERIES STAT,0.0,1.0,0.0
SPIE Medical Imaging,SPIE Medical Imaging,0.0,1.0,0.0
1226-3613,EXPERIMENTAL AND MOLECULAR MEDICINE,0.0,1.0,0.0
1420-682X,CELLULAR AND MOLECULAR LIFE SCIENCES,0.0,1.0,0.0
0895-8696,JOURNAL OF MOLECULAR NEUROSCIENCE,0.0,2.0,0.0
Neuroscience,Neuroscience,0.0,1.0,0.0
0001-8244,BEHAVIOR GENETICS,0.0,1.0,0.0
INTRODUCTION TO NEURAL ENGINEERING FOR MOTOR REHABILITATION,INTRODUCTION TO NEURAL ENGINEERING FOR MOTOR REHABILITATION,0.0,1.0,0.0
0269-2821,ARTIFICIAL INTELLIGENCE REVIEW,0.0,1.0,0.0
Journal fur Psychologie und Neurologie,Journal fur Psychologie und Neurologie,0.0,1.0,0.0
Alvey Vis. Conf.,Alvey Vis. Conf.,0.0,1.0,0.0
1742-2094,JOURNAL OF NEUROINFLAMMATION,0.0,1.0,0.0
Hum Brain Mapping,Hum Brain Mapping,0.0,1.0,0.0
Mol. Psychiatry.,Mol. Psychiatry.,0.0,1.0,0.0
NeuroImage,NeuroImage,0.0,7.0,0.0
0375-9601,PHYSICS LETTERS A,0.0,1.0,0.0
0556-2791,PHYSICAL REVIEW A,0.0,2.0,0.0
0092-5853,AMERICAN JOURNAL OF POLITICAL SCIENCE,0.0,1.0,0.0
0009-7322,CIRCULATION,0.0,4.0,0.0
1323-1316,PSYCHIATRY AND CLINICAL NEUROSCIENCES,0.0,1.0,0.0
1050-2947,PHYSICAL REVIEW A,0.0,3.0,0.0
ANALYZING NEURAL TIME SERIES DATA: THEORY AND PRACTICE,ANALYZING NEURAL TIME SERIES DATA: THEORY AND PRACTICE,0.0,2.0,0.0
0304-3800,ECOLOGICAL MODELLING,0.0,1.0,0.0
0140-9883,ENERGY ECONOMICS,0.0,2.0,0.0
1100-9233,JOURNAL OF VEGETATION SCIENCE,0.0,1.0,0.0
1477-8920,JOURNAL OF WATER AND HEALTH,0.0,1.0,0.0
Lect. Notes Math.,Lect. Notes Math.,0.0,2.0,0.0
"arXiv, 1511.00505v1","arXiv, 1511.00505v1",0.0,1.0,0.0
1063-6560,EVOLUTIONARY COMPUTATION,0.0,1.0,0.0
arXiv preprint arXiv: 1602.05220,arXiv preprint arXiv: 1602.05220,0.0,1.0,0.0
1063-6528,IEEE TRANSACTIONS ON REHABILITATION ENGINEERING,0.0,1.0,0.0
Brain Research through Advancing Innovative Neurotechnologies (BRAIN) Working Group Report to the Advisory Committee to the Director NIH,Brain Research through Advancing Innovative Neurotechnologies (BRAIN) Working Group Report to the Advisory Committee to the Director NIH,0.0,1.0,0.0
1521-9097,PROCEEDINGS OF THE 2012 IEEE 18TH INTERNATIONAL CONFERENCE ON PARALLEL AND DISTRIBUTED SYSTEMS (ICPADS 2012),0.0,1.0,0.0
0891-0618,JOURNAL OF CHEMICAL NEUROANATOMY,0.0,5.0,0.0
Front Neurosci,Front Neurosci,0.0,2.0,0.0
1566-0702,AUTONOMIC NEUROSCIENCE-BASIC & CLINICAL,0.0,2.0,0.0
0914-3505,CONGENITAL ANOMALIES,0.0,1.0,0.0
"Eur, J. Neurosci.","Eur, J. Neurosci.",0.0,1.0,0.0
2375-2548,SCIENCE ADVANCES,0.0,1.0,0.0
1471-4914,TRENDS IN MOLECULAR MEDICINE,0.0,1.0,0.0
1072-4109,ADVANCES IN ANATOMIC PATHOLOGY,0.0,1.0,0.0
1617-4615,MOLECULAR GENETICS AND GENOMICS,0.0,1.0,0.0
0884-6812,ANALYTICAL AND QUANTITATIVE CYTOLOGY AND HISTOLOGY,0.0,1.0,0.0
0065-3527,"ADVANCES IN VIRUS RESEARCH: RESEARCH ADVANCES IN RABIES, VOL 79",0.0,1.0,0.0
Anat. Res. Int.,Anat. Res. Int.,0.0,1.0,0.0
Med Image Anal.,Med Image Anal.,0.0,1.0,0.0
1018-4813,EUROPEAN JOURNAL OF HUMAN GENETICS,0.0,1.0,0.0
0022-3069,JOURNAL OF NEUROPATHOLOGY AND EXPERIMENTAL NEUROLOGY,0.0,1.0,0.0
0016-6731,GENETICS,0.0,1.0,0.0
1088-9051,GENOME RESEARCH,0.0,2.0,0.0
0964-6906,HUMAN MOLECULAR GENETICS,0.0,1.0,0.0
0020-7454,INTERNATIONAL JOURNAL OF NEUROSCIENCE,0.0,2.0,0.0
1098-3600,GENETICS IN MEDICINE,0.0,1.0,0.0
0002-9297,AMERICAN JOURNAL OF HUMAN GENETICS,0.0,6.0,0.0
0006-4971,BLOOD,0.0,1.0,0.0
J PHYS C SERIES,J PHYS C SERIES,0.0,1.0,0.0
0732-183X,JOURNAL OF CLINICAL ONCOLOGY,0.0,1.0,0.0
1471-0056,NATURE REVIEWS GENETICS,0.0,4.0,0.0
0925-4005,SENSORS AND ACTUATORS B-CHEMICAL,0.0,2.0,0.0
0033-5835,QUARTERLY REVIEWS OF BIOPHYSICS,0.0,1.0,0.0
Dialogues Clin Neurosci,Dialogues Clin Neurosci,0.0,1.0,0.0
0031-3998,PEDIATRIC RESEARCH,0.0,1.0,0.0
1744-165X,SEMINARS IN FETAL & NEONATAL MEDICINE,0.0,1.0,0.0
0146-0005,SEMINARS IN PERINATOLOGY,0.0,1.0,0.0
0031-4005,PEDIATRICS,0.0,4.0,0.0
Optical engineering,Optical engineering,0.0,1.0,0.0
SPIE P MED IMAGING 2,SPIE P MED IMAGING 2,0.0,2.0,0.0
0012-1622,DEVELOPMENTAL MEDICINE AND CHILD NEUROLOGY,0.0,1.0,0.0
Current pediatric reviews,Current pediatric reviews,0.0,1.0,0.0
1064-1858,JOURNAL OF MAGNETIC RESONANCE SERIES A,0.0,1.0,0.0
0025-7125,MEDICAL CLINICS OF NORTH AMERICA,0.0,1.0,0.0
1756-2856,THERAPEUTIC ADVANCES IN NEUROLOGICAL DISORDERS,0.0,1.0,0.0
1438-9029,ROFO-FORTSCHRITTE AUF DEM GEBIET DER RONTGENSTRAHLEN UND DER BILDGEBENDEN VERFAHREN,0.0,1.0,0.0
0300-5771,INTERNATIONAL JOURNAL OF EPIDEMIOLOGY,0.0,1.0,0.0
Front. Syst. Neurosci.,Front. Syst. Neurosci.,0.0,1.0,0.0
Mol. Psychiatry,Mol. Psychiatry,0.0,2.0,0.0
0022-2836,JOURNAL OF MOLECULAR BIOLOGY,0.0,1.0,0.0
1050-1738,TRENDS IN CARDIOVASCULAR MEDICINE,0.0,1.0,0.0
Front. Neuroinform. Conference Abstract: 4th INCF Congress of Neuroinformatics,Front. Neuroinform. Conference Abstract: 4th INCF Congress of Neuroinformatics,0.0,1.0,0.0
0021-9738,JOURNAL OF CLINICAL INVESTIGATION,0.0,2.0,0.0
1433-7851,ANGEWANDTE CHEMIE-INTERNATIONAL EDITION,0.0,1.0,0.0
0958-0670,EXPERIMENTAL PHYSIOLOGY,0.0,1.0,0.0
0031-8655,PHOTOCHEMISTRY AND PHOTOBIOLOGY,0.0,1.0,0.0
1439-4235,CHEMPHYSCHEM,0.0,1.0,0.0
1741-7015,BMC MEDICINE,0.0,2.0,0.0
1363-755X,DEVELOPMENTAL SCIENCE,0.0,1.0,0.0
1110-8657,EURASIP JOURNAL ON APPLIED SIGNAL PROCESSING,0.0,1.0,0.0
2169-3536,IEEE ACCESS,0.0,1.0,0.0
2325-6095,IEEE CLOUD COMPUTING,0.0,1.0,0.0
CAINE,CAINE,0.0,1.0,0.0
Encyclopedia of Library and Information Sciences,Encyclopedia of Library and Information Sciences,0.0,1.0,0.0
W3C Working Draft,W3C Working Draft,0.0,1.0,0.0
Neural Syst. Rehabil. Eng. IEEE Trans,Neural Syst. Rehabil. Eng. IEEE Trans,0.0,1.0,0.0
0959-3543,THEORY & PSYCHOLOGY,0.0,1.0,0.0
1550-9389,JOURNAL OF CLINICAL SLEEP MEDICINE,0.0,1.0,0.0
0197-3533,BASIC AND APPLIED SOCIAL PSYCHOLOGY,0.0,1.0,0.0
0018-9278,IEEE TRANSACTIONS ON AUDIO AND ELECTROACOUSTICS,0.0,1.0,0.0
SCIENCE,SCIENCE,0.0,1.0,0.0
Neuroscientist,Neuroscientist,0.0,1.0,0.0
Somnologie,Somnologie,0.0,1.0,0.0
0146-9592,OPTICS LETTERS,0.0,1.0,0.0
Computational Diffusion MRI and Brain Connectivity,Computational Diffusion MRI and Brain Connectivity,0.0,1.0,0.0
0387-7604,BRAIN & DEVELOPMENT,0.0,1.0,0.0
0038-0644,SOFTWARE-PRACTICE & EXPERIENCE,0.0,1.0,0.0
1937-321X,JOURNAL OF NEUROSCIENCE PSYCHOLOGY AND ECONOMICS,0.0,1.0,0.0
Australian UNIX and Open Systems User Group Newsletter,Australian UNIX and Open Systems User Group Newsletter,0.0,1.0,0.0
ISMIR,ISMIR,0.0,1.0,0.0
0018-9286,IEEE TRANSACTIONS ON AUTOMATIC CONTROL,0.0,3.0,0.0
0163-5808,SIGMOD RECORD,0.0,3.0,0.0
0026-1270,METHODS OF INFORMATION IN MEDICINE,0.0,3.0,0.0
0099-9962,"ADVANCES IN ALZHEIMER'S AND PARKINSON'S DISEASE: INSIGHTS, PROGRESS, AND PERSPECTIVES",0.0,1.0,0.0
0714-9808,CANADIAN JOURNAL ON AGING-REVUE CANADIENNE DU VIEILLISSEMENT,0.0,1.0,0.0
0022-0418,JOURNAL OF DOCUMENTATION,0.0,1.0,0.0
J. Artif. Intell. Res.,J. Artif. Intell. Res.,0.0,1.0,0.0
PRINCIPLES OF DATA INTEGRATION,PRINCIPLES OF DATA INTEGRATION,0.0,2.0,0.0
The Semantic Web: ESWC 2012 Satellite Events,The Semantic Web: ESWC 2012 Satellite Events,0.0,1.0,0.0
0956-5663,BIOSENSORS & BIOELECTRONICS,0.0,1.0,0.0
0018-9200,IEEE JOURNAL OF SOLID-STATE CIRCUITS,0.0,3.0,0.0
0890-6327,INTERNATIONAL JOURNAL OF ADAPTIVE CONTROL AND SIGNAL PROCESSING,0.0,2.0,0.0
arXiv: 1509.03162,arXiv: 1509.03162,0.0,1.0,0.0
CASCADING STYLE SHEE,CASCADING STYLE SHEE,0.0,1.0,0.0
Brains Minds Media,Brains Minds Media,0.0,1.0,0.0
1536-0040,SIAM JOURNAL ON APPLIED DYNAMICAL SYSTEMS,0.0,4.0,0.0
1461-1570,LMS JOURNAL OF COMPUTATION AND MATHEMATICS,0.0,1.0,0.0
0036-1429,SIAM JOURNAL ON NUMERICAL ANALYSIS,0.0,1.0,0.0
0736-2994,STOCHASTIC ANALYSIS AND APPLICATIONS,0.0,1.0,0.0
1078-0947,DISCRETE AND CONTINUOUS DYNAMICAL SYSTEMS,0.0,1.0,0.0
