ISSN,TITLE,TOT_DEGREE,TOT_ART
1547-1063,Mathematical Biosciences and Engineering,0,0
1431-7613,THEORY IN BIOSCIENCES,0,0
1946-6315,Statistics in Biopharmaceutical Research,0,0
0385-4035,Hokkaido Mathematical Journal,0,0
1759-0876,Wiley Interdisciplinary Reviews-Computational Molecular Science,1,0
2156-7018,Journal of Medical Imaging and Health Informatics,0,0
1756-0381,BioData Mining,1,0
2194-6302,Statistical Applications in Genetics and Molecular Biology,0,0
0219-7200,Journal of Bioinformatics and Computational Biology,1,0
1913-2751,Interdisciplinary Sciences-Computational Life Sciences,1,0
2168-2194,IEEE Journal of Biomedical and Health Informatics,0,0
1759-2879,Research Synthesis Methods,0,0
1662-5196,Frontiers in Neuroinformatics,0,0
2041-1480,Journal of Biomedical Semantics,0,0
1751-3758,Journal of Biological Dynamics,0,0
1687-5265,Computational Intelligence and Neuroscience,0,0
0741-0395,GENETIC EPIDEMIOLOGY,0,0
1568-0266,CURRENT TOPICS IN MEDICINAL CHEMISTRY,27,0
0192-8651,JOURNAL OF COMPUTATIONAL CHEMISTRY,149,0
1433-7851,ANGEWANDTE CHEMIE-INTERNATIONAL EDITION,12,0
0022-2623,JOURNAL OF MEDICINAL CHEMISTRY,344,0
1999-4915,VIRUSES-BASEL,2,0
1573-4099,CURRENT COMPUTER-AIDED DRUG DESIGN,26,0
2040-2503,MEDCHEMCOMM,10,0
0006-2952,BIOCHEMICAL PHARMACOLOGY,18,0
0014-5793,FEBS LETTERS,13,0
1474-1776,NATURE REVIEWS DRUG DISCOVERY,31,0
1860-7179,CHEMMEDCHEM,17,0
0929-8673,CURRENT MEDICINAL CHEMISTRY,18,0
1549-9596,JOURNAL OF CHEMICAL INFORMATION AND MODELING,293,0
1054-2523,MEDICINAL CHEMISTRY RESEARCH,49,0
2073-4425,GENES,1,0
1046-2023,METHODS,1,0
1932-6203,PLOS ONE,48,0
0169-409X,ADVANCED DRUG DELIVERY REVIEWS,22,0
1747-0277,CHEMICAL BIOLOGY & DRUG DESIGN,35,0
1758-2946,JOURNAL OF CHEMINFORMATICS,44,0
1873-3468,FEBS LETTERS,1,0
1471-4914,TRENDS IN MOLECULAR MEDICINE,3,0
1386-2073,COMBINATORIAL CHEMISTRY & HIGH THROUGHPUT SCREENING,12,0
0002-7863,JOURNAL OF THE AMERICAN CHEMICAL SOCIETY,79,0
2046-2069,RSC ADVANCES,22,0
0960-894X,BIOORGANIC & MEDICINAL CHEMISTRY LETTERS,195,0
0008-4042,CANADIAN JOURNAL OF CHEMISTRY,3,0
0022-2860,JOURNAL OF MOLECULAR STRUCTURE,7,0
0976-0504,INDIAN JOURNAL OF NATURAL PRODUCTS AND RESOURCES,1,0
0098-7484,JAMA-JOURNAL OF THE AMERICAN MEDICAL ASSOCIATION,6,0
0066-4219,ANNUAL REVIEW OF MEDICINE,2,0
0028-4793,NEW ENGLAND JOURNAL OF MEDICINE,9,0
0968-0896,BIOORGANIC & MEDICINAL CHEMISTRY,146,0
0099-5355,LANCET,4,0
0027-8424,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,47,0
0169-7439,CHEMOMETRICS AND INTELLIGENT LABORATORY SYSTEMS,141,0
0261-4189,EMBO JOURNAL,11,0
1398-9219,TRAFFIC,2,0
0261-1929,ATLA-ALTERNATIVES TO LABORATORY ANIMALS,38,0
0009-2614,CHEMICAL PHYSICS LETTERS,23,0
0223-5234,EUROPEAN JOURNAL OF MEDICINAL CHEMISTRY,95,0
1895-1066,CENTRAL EUROPEAN JOURNAL OF CHEMISTRY,8,0
1381-1991,MOLECULAR DIVERSITY,45,0
1525-4135,JAIDS-JOURNAL OF ACQUIRED IMMUNE DEFICIENCY SYNDROMES,1,0
0305-1048,NUCLEIC ACIDS RESEARCH,85,0
0960-9822,CURRENT BIOLOGY,2,0
0076-6879(print),LIPIDOMICS AND BIOACTIVE LIPIDS: LIPIDS AND CELL SIGNALING,2,0
0920-654X,JOURNAL OF COMPUTER-AIDED MOLECULAR DESIGN,74,0
0219-6336,JOURNAL OF THEORETICAL & COMPUTATIONAL CHEMISTRY,1,0
1937-9145,SCIENCE SIGNALING,3,0
1388-1981,BIOCHIMICA ET BIOPHYSICA ACTA-MOLECULAR AND CELL BIOLOGY OF LIPIDS,1,0
0021-9258,JOURNAL OF BIOLOGICAL CHEMISTRY,52,0
1089-5647,JOURNAL OF PHYSICAL CHEMISTRY B,5,0
0028-0836,NATURE,43,0
1573-4064,MEDICINAL CHEMISTRY,14,0
0165-6147,TRENDS IN PHARMACOLOGICAL SCIENCES,6,0
0304-3835,CANCER LETTERS,2,0
0270-6474,JOURNAL OF NEUROSCIENCE,4,0
0961-8368,PROTEIN SCIENCE,6,0
1754-2189,NATURE PROTOCOLS,5,0
1552-4450,NATURE CHEMICAL BIOLOGY,5,0
0009-2665,CHEMICAL REVIEWS,35,0
0892-6638,FASEB JOURNAL,1,0
1475-6366,JOURNAL OF ENZYME INHIBITION AND MEDICINAL CHEMISTRY,6,0
0095-2338,JOURNAL OF CHEMICAL INFORMATION AND COMPUTER SCIENCES,186,0
0931-8771,QUANTITATIVE STRUCTURE-ACTIVITY RELATIONSHIPS,27,0
0946-2716,JOURNAL OF MOLECULAR MEDICINE-JMM,1,0
1548-7091,NATURE METHODS,1,0
0006-291X,BIOCHEMICAL AND BIOPHYSICAL RESEARCH COMMUNICATIONS,13,0
0340-6253,MATCH-COMMUNICATIONS IN MATHEMATICAL AND IN COMPUTER CHEMISTRY,15,0
0040-1706,TECHNOMETRICS,13,0
1611-020X,QSAR & COMBINATORIAL SCIENCE,94,0
0365-6233,ARCHIV DER PHARMAZIE,5,0
0045-2068,BIOORGANIC CHEMISTRY,2,0
1610-2940,JOURNAL OF MOLECULAR MODELING,28,0
0198-6325,MEDICINAL RESEARCH REVIEWS,7,0
0008-6215,CARBOHYDRATE RESEARCH,3,0
1520-6106,JOURNAL OF PHYSICAL CHEMISTRY B,7,0
1001-604X,CHINESE JOURNAL OF CHEMISTRY,1,0
1359-6446,DRUG DISCOVERY TODAY,40,0
1004-9541,CHINESE JOURNAL OF CHEMICAL ENGINEERING,2,0
1948-5875,ACS MEDICINAL CHEMISTRY LETTERS,7,0
1752-153X,CHEMISTRY CENTRAL JOURNAL,9,0
0045-6535,CHEMOSPHERE,157,0
0167-7322,JOURNAL OF MOLECULAR LIQUIDS,6,0
0304-3894,JOURNAL OF HAZARDOUS MATERIALS,29,0
0019-5596,INDIAN JOURNAL OF PURE & APPLIED PHYSICS,1,0
0021-9606,JOURNAL OF CHEMICAL PHYSICS,24,0
0020-7608,INTERNATIONAL JOURNAL OF QUANTUM CHEMISTRY,12,0
0959-440X,CURRENT OPINION IN STRUCTURAL BIOLOGY,1,0
0022-2836,JOURNAL OF MOLECULAR BIOLOGY,21,0
0890-9369,GENES & DEVELOPMENT,2,0
1549-9618,JOURNAL OF CHEMICAL THEORY AND COMPUTATION,7,0
0887-3585,PROTEINS-STRUCTURE FUNCTION AND BIOINFORMATICS,24,0
0959-437X,CURRENT OPINION IN GENETICS & DEVELOPMENT,2,0
1684-5315,AFRICAN JOURNAL OF BIOTECHNOLOGY,1,0
1674-800X,PROTEIN & CELL,1,0
1671-4083,ACTA PHARMACOLOGICA SINICA,5,0
0969-2126,STRUCTURE,6,0
1422-0067,INTERNATIONAL JOURNAL OF MOLECULAR SCIENCES,24,0
1469-221X,EMBO REPORTS,3,0
0021-9738,JOURNAL OF CLINICAL INVESTIGATION,5,0
0885-6125,MACHINE LEARNING,19,0
0045-6446,CRC CRITICAL REVIEWS IN TOXICOLOGY,1,0
0928-2866,PERSPECTIVES IN DRUG DISCOVERY AND DESIGN,5,0
0730-7268,ENVIRONMENTAL TOXICOLOGY AND CHEMISTRY,88,0
0091-6765,ENVIRONMENTAL HEALTH PERSPECTIVES,65,0
0031-3203,PATTERN RECOGNITION,1,0
1570-1808,LETTERS IN DRUG DESIGN & DISCOVERY,7,0
1381-6128,CURRENT PHARMACEUTICAL DESIGN,15,0
1678-4790,JOURNAL OF THE BRAZILIAN CHEMICAL SOCIETY,7,0
0043-1354,WATER RESEARCH,28,0
0018-9448,IEEE TRANSACTIONS ON INFORMATION THEORY,5,0
0162-8828,IEEE TRANSACTIONS ON PATTERN ANALYSIS AND MACHINE INTELLIGENCE,2,0
1040-8444,CRITICAL REVIEWS IN TOXICOLOGY,7,0
0033-8419,RADIOLOGY,2,0
0166-445X,AQUATIC TOXICOLOGY,13,0
1520-4081,ENVIRONMENTAL TOXICOLOGY,2,0
0147-6513,ECOTOXICOLOGY AND ENVIRONMENTAL SAFETY,32,0
1051-7235,TOXICOLOGY METHODS,2,0
0893-228X,CHEMICAL RESEARCH IN TOXICOLOGY,85,0
2365-6549,CHEMISTRYSELECT,1,0
1868-596X,ALTEX-ALTERNATIVES TO ANIMAL EXPERIMENTATION,4,0
0048-9697,SCIENCE OF THE TOTAL ENVIRONMENT,36,0
0021-9673,JOURNAL OF CHROMATOGRAPHY A,18,0
2050-7887,ENVIRONMENTAL SCIENCE-PROCESSES & IMPACTS,1,0
0301-0147,HAEMOSTASIS,1,0
0007-1048,BRITISH JOURNAL OF HAEMATOLOGY,2,0
1351-5101,EUROPEAN JOURNAL OF NEUROLOGY,1,0
0022-2828,JOURNAL OF MOLECULAR AND CELLULAR CARDIOLOGY,1,0
1538-7933,JOURNAL OF THROMBOSIS AND HAEMOSTASIS,3,0
1079-5642,ARTERIOSCLEROSIS THROMBOSIS AND VASCULAR BIOLOGY,2,0
0006-2960,BIOCHEMISTRY,17,0
0006-4971,BLOOD,6,0
0263-7855,JOURNAL OF MOLECULAR GRAPHICS & MODELLING,6,0
0041-0101,TOXICON,1,0
0361-8609,AMERICAN JOURNAL OF HEMATOLOGY,1,0
0363-6143,AMERICAN JOURNAL OF PHYSIOLOGY-CELL PHYSIOLOGY,1,0
0008-6363,CARDIOVASCULAR RESEARCH,2,0
0300-8428,BASIC RESEARCH IN CARDIOLOGY,1,0
1059-0501,JOURNAL OF ENVIRONMENTAL SCIENCE AND HEALTH PART C-ENVIRONMENTAL CARCINOGENESIS & ECOTOXICOLOGY REVIEWS,18,0
1096-6080,TOXICOLOGICAL SCIENCES,33,0
0273-2300,REGULATORY TOXICOLOGY AND PHARMACOLOGY,31,0
1351-0088,ENDOCRINE-RELATED CANCER,1,0
0886-9383,JOURNAL OF CHEMOMETRICS,59,0
1477-0520,ORGANIC & BIOMOLECULAR CHEMISTRY,7,0
0095-1137,JOURNAL OF CLINICAL MICROBIOLOGY,2,0
0036-8075,SCIENCE,38,0
0012-3692,CHEST,1,0
1742-206X,MOLECULAR BIOSYSTEMS,8,0
0974-3626,JOURNAL OF CHEMICAL SCIENCES,2,0
1520-4766,JOURNAL OF COMBINATORIAL CHEMISTRY,2,0
0066-4804,ANTIMICROBIAL AGENTS AND CHEMOTHERAPY,43,0
1389-4501,CURRENT DRUG TARGETS,4,0
1467-3037,CURRENT ISSUES IN MOLECULAR BIOLOGY,1,0
0264-6021,BIOCHEMICAL JOURNAL,10,0
1389-2037,CURRENT PROTEIN & PEPTIDE SCIENCE,3,0
1751-2433,EXPERT REVIEW OF CLINICAL PHARMACOLOGY,1,0
1476-9271,COMPUTATIONAL BIOLOGY AND CHEMISTRY,5,0
0724-8741,PHARMACEUTICAL RESEARCH,27,0
1389-2002,CURRENT DRUG METABOLISM,11,0
1942-0900,OXIDATIVE MEDICINE AND CELLULAR LONGEVITY,1,0
0360-2532,DRUG METABOLISM REVIEWS,1,0
0163-7258,PHARMACOLOGY & THERAPEUTICS,4,0
0090-4341,ARCHIVES OF ENVIRONMENTAL CONTAMINATION AND TOXICOLOGY,4,0
2374-7943,ACS CENTRAL SCIENCE,1,0
1742-5255,EXPERT OPINION ON DRUG METABOLISM & TOXICOLOGY,7,0
0022-3654,JOURNAL OF PHYSICAL CHEMISTRY,7,0
0090-9556,DRUG METABOLISM AND DISPOSITION,18,0
0002-9270,AMERICAN JOURNAL OF GASTROENTEROLOGY,1,0
0163-4356,THERAPEUTIC DRUG MONITORING,1,0
0362-1642,ANNUAL REVIEW OF PHARMACOLOGY AND TOXICOLOGY,3,0
0735-0414,ALCOHOL AND ALCOHOLISM,1,0
0922-6168,RESEARCH ON CHEMICAL INTERMEDIATES,2,0
0002-9149,AMERICAN JOURNAL OF CARDIOLOGY,2,0
0003-4819,ANNALS OF INTERNAL MEDICINE,1,0
1078-8956,NATURE MEDICINE,1,0
1474-4422,LANCET NEUROLOGY,2,0
0305-7453,JOURNAL OF ANTIMICROBIAL CHEMOTHERAPY,16,0
1066-5285,RUSSIAN CHEMICAL BULLETIN,1,0
1746-0441,EXPERT OPINION ON DRUG DISCOVERY,13,0
0009-3122,CHEMISTRY OF HETEROCYCLIC COMPOUNDS,8,0
2044-6055,BMJ OPEN,1,0
0028-3878,NEUROLOGY,1,0
1756-8919,FUTURE MEDICINAL CHEMISTRY,7,0
0300-5860,ZEITSCHRIFT FUR KARDIOLOGIE,1,0
1946-6234,SCIENCE TRANSLATIONAL MEDICINE,2,0
1532-0464,JOURNAL OF BIOMEDICAL INFORMATICS,3,0
1087-0156,NATURE BIOTECHNOLOGY,7,0
0278-2715,HEALTH AFFAIRS,1,0
1535-6108,CANCER CELL,2,0
0091-150X,PHARMACEUTICAL CHEMISTRY JOURNAL,1,0
1949-2553,ONCOTARGET,2,0
0271-0749,JOURNAL OF CLINICAL PSYCHOPHARMACOLOGY,1,0
1540-658X,ASSAY AND DRUG DEVELOPMENT TECHNOLOGIES,4,0
1462-0324,RHEUMATOLOGY,3,0
0167-6997,INVESTIGATIONAL NEW DRUGS,2,0
0889-2229,AIDS RESEARCH AND HUMAN RETROVIRUSES,1,0
1478-6354,ARTHRITIS RESEARCH & THERAPY,3,0
1791-2997,MOLECULAR MEDICINE REPORTS,1,0
0009-2347,CHEMICAL & ENGINEERING NEWS,3,0
0079-6468,PROGRESS IN MEDICINAL CHEMISTRY,1,0
0950-382X,MOLECULAR MICROBIOLOGY,4,0
0269-2813,ALIMENTARY PHARMACOLOGY & THERAPEUTICS,1,0
1544-3191,JOURNAL OF THE AMERICAN PHARMACISTS ASSOCIATION,1,0
0003-9888,ARCHIVES OF DISEASE IN CHILDHOOD,1,0
1550-7416,AAPS JOURNAL,4,0
0957-5243,CANCER CAUSES & CONTROL,1,0
0008-5472,CANCER RESEARCH,10,0
0928-0987,EUROPEAN JOURNAL OF PHARMACEUTICAL SCIENCES,23,0
1743-5390,NANOTOXICOLOGY,5,0
0013-936X,ENVIRONMENTAL SCIENCE & TECHNOLOGY,94,0
1936-0851,ACS NANO,7,0
2040-3364,NANOSCALE,4,0
1613-6810,SMALL,7,0
0897-4756,CHEMISTRY OF MATERIALS,1,0
0033-4545,PURE AND APPLIED CHEMISTRY,14,0
1748-3387,NATURE NANOTECHNOLOGY,6,0
0306-0012,CHEMICAL SOCIETY REVIEWS,9,0
0944-1344,ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH,8,0
2314-6133,BIOMED RESEARCH INTERNATIONAL,2,0
1471-2598,EXPERT OPINION ON BIOLOGICAL THERAPY,1,0
0009-9236,CLINICAL PHARMACOLOGY & THERAPEUTICS,5,0
1389-5575,MINI-REVIEWS IN MEDICINAL CHEMISTRY,10,0
1079-2082,AMERICAN JOURNAL OF HEALTH-SYSTEM PHARMACY,1,0
1750-743X,IMMUNOTHERAPY,2,0
1479-6694,FUTURE ONCOLOGY,1,0
0012-1797,DIABETES,3,0
1088-9051,GENOME RESEARCH,4,0
1178-2226,BIOMEDICAL INFORMATICS INSIGHTS,1,0
0092-8674,CELL,8,0
0065-2598,MAST CELL BIOLOGY: CONTEMPORARY AND EMERGING TOPICS,2,0
1078-0432,CLINICAL CANCER RESEARCH,6,0
1550-4131,CELL METABOLISM,2,0
0020-1693,INORGANICA CHIMICA ACTA,1,0
1360-8185,APOPTOSIS,1,0
1046-5928,PROTEIN EXPRESSION AND PURIFICATION,1,0
1354-3776,EXPERT OPINION ON THERAPEUTIC PATENTS,4,0
0008-543X,CANCER,3,0
0250-4685,TURKISH JOURNAL OF BIOCHEMISTRY-TURK BIYOKIMYA DERGISI,2,0
1434-193X,EUROPEAN JOURNAL OF ORGANIC CHEMISTRY,1,0
0014-827X,FARMACO,2,0
0040-4039,TETRAHEDRON LETTERS,11,0
1058-4838,CLINICAL INFECTIOUS DISEASES,9,0
0175-7598,APPLIED MICROBIOLOGY AND BIOTECHNOLOGY,5,0
1369-5274,CURRENT OPINION IN MICROBIOLOGY,2,0
0968-0004,TRENDS IN BIOCHEMICAL SCIENCES,6,0
1471-4892,CURRENT OPINION IN PHARMACOLOGY,7,0
1545-9985,NATURE STRUCTURAL & MOLECULAR BIOLOGY,4,0
0304-4165,BIOCHIMICA ET BIOPHYSICA ACTA-GENERAL SUBJECTS,1,0
0376-4699,INDIAN JOURNAL OF CHEMISTRY SECTION B-ORGANIC CHEMISTRY INCLUDING MEDICINAL CHEMISTRY,2,0
0960-8524,BIORESOURCE TECHNOLOGY,2,0
0003-6072,ANTONIE VAN LEEUWENHOEK INTERNATIONAL JOURNAL OF GENERAL AND MOLECULAR MICROBIOLOGY,1,0
0006-3592,BIOTECHNOLOGY AND BIOENGINEERING,6,0
0099-2240,APPLIED AND ENVIRONMENTAL MICROBIOLOGY,23,0
0378-3812,FLUID PHASE EQUILIBRIA,13,0
0098-6445,CHEMICAL ENGINEERING COMMUNICATIONS,1,0
1064-3389,CRITICAL REVIEWS IN ENVIRONMENTAL SCIENCE AND TECHNOLOGY,4,0
0958-1669,CURRENT OPINION IN BIOTECHNOLOGY,1,0
0179-5953,"REVIEWS OF ENVIRONMENTAL CONTAMINATION AND TOXICOLOGY, VOL 203",2,0
0146-6380,ORGANIC GEOCHEMISTRY,2,0
0038-0717,SOIL BIOLOGY & BIOCHEMISTRY,1,0
0378-1097,FEMS MICROBIOLOGY LETTERS,3,0
0098-1354,COMPUTERS & CHEMICAL ENGINEERING,2,0
0568-3408,AIR AND WATER POLLUTION,1,0
0168-2563,BIOGEOCHEMISTRY,1,0
1553-7358,PLOS COMPUTATIONAL BIOLOGY,2,0
0097-6156(print),NON-FIRST ORDER DEGRADATION AND TIME-DEPENDENT SORPTION OF ORGANIC CHEMICALS IN SOIL,4,0
0066-4227,ANNUAL REVIEW OF MICROBIOLOGY,3,0
0005-3678,BACTERIOLOGICAL REVIEWS,2,0
0923-9820,BIODEGRADATION,9,0
0269-7491,ENVIRONMENTAL POLLUTION,7,0
1526-498X,PEST MANAGEMENT SCIENCE,5,0
0021-8561,JOURNAL OF AGRICULTURAL AND FOOD CHEMISTRY,17,0
0009-4293,CHIMIA,3,0
0169-7722,JOURNAL OF CONTAMINANT HYDROLOGY,1,0
1567-567X,JOURNAL OF PHARMACOKINETICS AND PHARMACODYNAMICS,1,0
0003-2700,ANALYTICAL CHEMISTRY,12,0
1543-8384,MOLECULAR PHARMACEUTICS,25,0
0021-9614,JOURNAL OF CHEMICAL THERMODYNAMICS,2,0
0731-7085,JOURNAL OF PHARMACEUTICAL AND BIOMEDICAL ANALYSIS,8,0
0020-7225,INTERNATIONAL JOURNAL OF ENGINEERING SCIENCE,1,0
0734-9041,JOURNAL OF FIRE SCIENCES,2,0
0379-7112,FIRE SAFETY JOURNAL,1,0
0008-6223,CARBON,6,0
0014-3057,EUROPEAN POLYMER JOURNAL,1,0
0141-3910,POLYMER DEGRADATION AND STABILITY,2,0
0926-6690,INDUSTRIAL CROPS AND PRODUCTS,2,0
0925-8388,JOURNAL OF ALLOYS AND COMPOUNDS,1,0
0022-3697,JOURNAL OF PHYSICS AND CHEMISTRY OF SOLIDS,1,0
0030-4018,OPTICS COMMUNICATIONS,2,0
0927-0256,COMPUTATIONAL MATERIALS SCIENCE,1,0
0927-796X,MATERIALS SCIENCE & ENGINEERING R-REPORTS,1,0
0040-6031,THERMOCHIMICA ACTA,12,0
0257-8972,SURFACE & COATINGS TECHNOLOGY,1,0
0021-9568,JOURNAL OF CHEMICAL AND ENGINEERING DATA,7,0
0966-9795,INTERMETALLICS,1,0
1359-6462,SCRIPTA MATERIALIA,1,0
0300-9440,PROGRESS IN ORGANIC COATINGS,2,0
0022-2348,JOURNAL OF MACROMOLECULAR SCIENCE PART B-PHYSICS,1,0
1000-324X,JOURNAL OF INORGANIC MATERIALS,1,0
1452-3981,INTERNATIONAL JOURNAL OF ELECTROCHEMICAL SCIENCE,6,0
0308-8146,FOOD CHEMISTRY,9,0
1369-7412,JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES B-STATISTICAL METHODOLOGY,8,0
0162-1459,JOURNAL OF THE AMERICAN STATISTICAL ASSOCIATION,16,0
0924-2244,TRENDS IN FOOD SCIENCE & TECHNOLOGY,1,0
0003-2670,ANALYTICA CHIMICA ACTA,34,0
1570-0232,JOURNAL OF CHROMATOGRAPHY B-ANALYTICAL TECHNOLOGIES IN THE BIOMEDICAL AND LIFE SCIENCES,3,0
1735-0328,IRANIAN JOURNAL OF PHARMACEUTICAL RESEARCH,1,0
1674-7283,SCIENCE CHINA-MATHEMATICS,1,0
0266-4763,JOURNAL OF APPLIED STATISTICS,1,0
0009-5893,CHROMATOGRAPHIA,1,0
0035-9246,JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES B-METHODOLOGICAL,5,0
0366-0826,BRITISH JOURNAL OF PHARMACOLOGY,1,0
0022-3573,JOURNAL OF PHARMACY AND PHARMACOLOGY,9,0
1755-4330,NATURE CHEMISTRY,2,0
0022-3565,JOURNAL OF PHARMACOLOGY AND EXPERIMENTAL THERAPEUTICS,22,0
1023-3830,INFLAMMATION RESEARCH,1,0
1756-1833,BMJ-BRITISH MEDICAL JOURNAL,2,0
0003-9780,ARCHIVES INTERNATIONALES DE PHARMACODYNAMIE ET DE THERAPIE,2,0
1463-9262,GREEN CHEMISTRY,6,0
0041-008X,TOXICOLOGY AND APPLIED PHARMACOLOGY,17,0
1735-6865,INTERNATIONAL JOURNAL OF ENVIRONMENTAL RESEARCH,1,0
0009-2363,CHEMICAL & PHARMACEUTICAL BULLETIN,7,0
1618-2642,ANALYTICAL AND BIOANALYTICAL CHEMISTRY,5,0
0011-1643,CROATICA CHEMICA ACTA,9,0
1464-0325,JOURNAL OF ENVIRONMENTAL MONITORING,2,0
1462-2912,ENVIRONMENTAL MICROBIOLOGY,1,0
1092-2172,MICROBIOLOGY AND MOLECULAR BIOLOGY REVIEWS,3,0
0893-8512,CLINICAL MICROBIOLOGY REVIEWS,4,0
0734-9750,BIOTECHNOLOGY ADVANCES,1,0
1746-0913,FUTURE MICROBIOLOGY,2,0
2150-7511,MBIO,1,0
0739-1102,JOURNAL OF BIOMOLECULAR STRUCTURE & DYNAMICS,7,0
0021-9193,JOURNAL OF BACTERIOLOGY,20,0
1382-6689,ENVIRONMENTAL TOXICOLOGY AND PHARMACOLOGY,10,0
1438-4221,INTERNATIONAL JOURNAL OF MEDICAL MICROBIOLOGY,1,0
1473-3099,LANCET INFECTIOUS DISEASES,1,0
0039-9140,TALANTA,7,0
1053-0509,JOURNAL OF FLUORESCENCE,1,0
0021-7689,JOURNAL DE CHIMIE PHYSIQUE ET DE PHYSICO-CHIMIE BIOLOGIQUE,2,0
0022-3549,JOURNAL OF PHARMACEUTICAL SCIENCES,45,0
0039-128X,STEROIDS,4,0
1420-3049,MOLECULES,23,0
0022-3263,JOURNAL OF ORGANIC CHEMISTRY,10,0
0933-4173,JPC-JOURNAL OF PLANAR CHROMATOGRAPHY-MODERN TLC,2,0
0893-6080,NEURAL NETWORKS,2,0
1548-7660,JOURNAL OF STATISTICAL SOFTWARE,5,0
0003-4851,ANNALS OF MATHEMATICAL STATISTICS,3,0
0022-2585,JOURNAL OF MEDICAL ENTOMOLOGY,4,0
1045-9227,IEEE TRANSACTIONS ON NEURAL NETWORKS,4,0
0009-2797,CHEMICO-BIOLOGICAL INTERACTIONS,2,0
0954-1810,ARTIFICIAL INTELLIGENCE IN ENGINEERING,1,0
1092-8758,ENVIRONMENTAL ENGINEERING SCIENCE,1,0
1364-503X,PHILOSOPHICAL TRANSACTIONS OF THE ROYAL SOCIETY A-MATHEMATICAL PHYSICAL AND ENGINEERING SCIENCES,1,0
0022-152X,JOURNAL OF HETEROCYCLIC CHEMISTRY,1,0
2167-8359,PEERJ,1,0
1040-0400,STRUCTURAL CHEMISTRY,13,0
1021-7770,JOURNAL OF BIOMEDICAL SCIENCE,2,0
1521-6543,IUBMB LIFE,4,0
0039-0526,JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES D-THE STATISTICIAN,1,0
0163-1829,PHYSICAL REVIEW B,3,0
0141-0229,ENZYME AND MICROBIAL TECHNOLOGY,2,0
0300-5127,BIOCHEMICAL SOCIETY TRANSACTIONS,3,0
0963-9292,ECOTOXICOLOGY,9,0
0964-8305,INTERNATIONAL BIODETERIORATION & BIODEGRADATION,2,0
0920-5063,JOURNAL OF BIOMATERIALS SCIENCE-POLYMER EDITION,1,0
0360-1234,JOURNAL OF ENVIRONMENTAL SCIENCE AND HEALTH PART B-PESTICIDES FOOD CONTAMINANTS AND AGRICULTURAL WASTES,2,0
0011-3891,CURRENT SCIENCE,2,0
