,SOURCE_A,SOURCE_J,TARGET_A,TARGET_J,YEAR
1,WOS:000418693000002,0218-3390,WOS:000399404200002,0303-6812,2017
2,WOS:000418693000002,0218-3390,WOS:000372169900001,1476-0584,2016
3,WOS:000418693000002,0218-3390,WOS:000365700200004,0218-3390,2015
4,WOS:000418693000002,0218-3390,WOS:000348180600020,0002-9637,2015
5,WOS:000418693000002,0218-3390,WOS:000396410900007,1074-7613,2017
6,WOS:000418693000002,0218-3390,WOS:A1994PB04800004,0306-7734,1994
7,WOS:000418693000002,0218-3390,WOS:000282090900004,0304-8608,2010
8,WOS:000418693000002,0218-3390,WOS:000074830300003,0022-5193,1998
9,WOS:000418693000002,0218-3390,WOS:000380051500004,0149-2195,2016
10,WOS:000418693000002,0218-3390,WOS:000381832000014,1529-2908,2016
11,WOS:000418693000002,0218-3390,WOS:A1952XT98500007,0035-9203,1952
12,WOS:000418693000002,0218-3390,WOS:A1990DG35000001,0303-6812,1990
13,WOS:000418693000002,0218-3390,WOS:000266813800008,0028-4793,2009
14,WOS:000418693000002,0218-3390,WOS:000348491400039,1080-6040,2015
15,WOS:000418693000002,0218-3390,WOS:000385322100001,1471-4906,2016
16,WOS:000418693000002,0218-3390,WOS:000370229000003,0028-4793,2016
17,WOS:000418693000002,0218-3390,WOS:000331158800008,0025-5564,2014
18,WOS:000418693000002,0218-3390,WOS:000371380300001,1471-2334,2016
19,WOS:000418693000002,0218-3390,WOS:000259886900002,0025-5564,2008
20,WOS:000418693000002,0218-3390,WOS:000371254100003,1424-7860,2016
21,WOS:000418693000002,0218-3390,WOS:000165673600003,0036-1445,2000
22,WOS:000418693000002,0218-3390,WOS:000384629800015,0042-9686,2016
23,WOS:000418693000002,0218-3390,WOS:000290203100040,0027-8424,2011
24,WOS:000418693000002,0218-3390,FORA DA BASE,PLoS Negl. Trop. Dis.,2014
25,WOS:000418693000002,0218-3390,FORA DA BASE,Lancet,2016
26,WOS:000418693000002,0218-3390,FORA DA BASE,PLoS Negl Trop Dis,2017
27,WOS:000418693000002,0218-3390,FORA DA BASE,arXiv: 1606.08233,2016
28,WOS:000418693000002,0218-3390,WOS:A1981LG51500006,0003-0147,1981
29,WOS:000418693000002,0218-3390,WOS:000277584000014,0036-1399,2010
30,WOS:000418693000002,0218-3390,WOS:A1954XT99400006,0035-9203,1954
31,WOS:000418693000002,0218-3390,WOS:000258938200020,0022-5193,2008
32,WOS:000418693000002,0218-3390,WOS:A1979GW16700012,0040-1706,1979
33,WOS:000418693000002,0218-3390,WOS:000238039700007,1547-1063,2006
34,WOS:000418693000002,0218-3390,WOS:000239650100003,0025-5564,2006
35,WOS:000418693000002,0218-3390,WOS:000345825900002,1198-743X,2014
36,WOS:000418693000002,0218-3390,WOS:000362158000039,1080-6040,2015
37,WOS:000418693000002,0218-3390,WOS:A1994MT55500012,0080-4649,1994
38,WOS:000418693000002,0218-3390,WOS:000386699200004,0149-2195,2016
39,WOS:000418693000002,0218-3390,WOS:000400217500008,0025-5564,2017
40,WOS:000418693000002,0218-3390,WOS:000411999900004,1547-1063,2018
41,WOS:000418693000002,0218-3390,WOS:000311110600001,1475-2875,2012
42,WOS:000418693000002,0218-3390,WOS:000277846800025,0091-6765,2010
43,WOS:000418693000002,0218-3390,WOS:000391005300004,2050-0068,2016
44,WOS:000418693000002,0218-3390,WOS:000358690200002,2167-8359,2015
45,WOS:000418693000002,0218-3390,WOS:000343764800001,1560-7917,2014
46,WOS:000418693000002,0218-3390,WOS:000274036800005,1023-6198,2010
47,WOS:000418693000002,0218-3390,WOS:000089624900014,0022-2585,2000
48,WOS:000418693000002,0218-3390,WOS:000325463200002,0303-6812,2013
49,WOS:000418693000002,0218-3390,WOS:000372449600015,1473-3099,2016
50,WOS:000418693000002,0218-3390,WOS:000385919000001,2045-2322,2016
51,WOS:000418693000002,0218-3390,WOS:A1994MP60200002,0012-9658,1994
52,WOS:000418693000002,0218-3390,WOS:000086260100005,0269-283X,2000
53,WOS:000418693000002,0218-3390,WOS:000179220600004,0025-5564,2002
54,WOS:000418693000002,0218-3390,FORA DA BASE,PLoS Curr.,2014
55,WOS:000418693000002,0218-3390,WOS:000378365200015,0264-410X,2016
56,WOS:000418693000002,0218-3390,WOS:000323151800003,2047-7724,2013
57,WOS:000418693000002,0218-3390,WOS:000368469300007,1995-7645,2016
58,WOS:000418693000002,0218-3390,WOS:000370675000007,2214-109X,2016
59,WOS:000418693000002,0218-3390,WOS:000316936100026,1932-6203,2013
60,WOS:000418693000002,0218-3390,WOS:000268524000014,0950-2688,2009
61,WOS:000418693000002,0218-3390,WOS:000249611200001,0022-5193,2007
62,WOS:000418693000002,0218-3390,FORA DA BASE,Can Appl Math Q,1995
63,WOS:000418693000003,0218-3390,WOS:000342994700005,0028-4793,2014
64,WOS:000418693000003,0218-3390,WOS:000344897400001,1741-7015,2014
65,WOS:000418693000003,0218-3390,WOS:000350269300001,1080-6040,2015
66,WOS:000418693000003,0218-3390,WOS:000365170400073,0027-8424,2015
67,WOS:000418693000003,0218-3390,WOS:000279991100003,1473-3099,2010
68,WOS:000418693000003,0218-3390,WOS:000269415900021,1932-6203,2009
69,WOS:000418693000003,0218-3390,WOS:000348821100001,1742-4682,2015
70,WOS:000418693000003,0218-3390,WOS:000273060600018,1549-1277,2009
71,WOS:000418693000003,0218-3390,WOS:000271049600005,1750-2640,2009
72,WOS:000418693000003,0218-3390,WOS:000349143600032,0028-4793,2015
73,WOS:000418693000003,0218-3390,WOS:000317435600013,0002-9262,2013
74,WOS:000418693000003,0218-3390,WOS:000325530100006,1044-3983,2013
75,WOS:000418693000003,0218-3390,FORA DA BASE,PLOS Currents Outbreaks,2014
76,WOS:000418693000003,0218-3390,FORA DA BASE,PLoS Curr Outbreaks,2015
77,WOS:000418693000003,0218-3390,FORA DA BASE,Comput Math Methods Med,2012
78,WOS:000418693000003,0218-3390,FORA DA BASE,Euro Surveill,2009
79,WOS:000418693000003,0218-3390,FORA DA BASE,PLoS Curr,2014
80,WOS:000418693000003,0218-3390,FORA DA BASE,Proc R Soc Lond Ser B,2010
81,WOS:000418693000004,0218-3390,WOS:000320230500032,0028-4793,2013
82,WOS:000418693000004,0218-3390,WOS:000286492100019,0022-5193,2011
83,WOS:000418693000004,0218-3390,WOS:000320319500032,0140-6736,2013
