,SOURCE_A,SOURCE_J,TARGET_A,TARGET_J,YEAR
1,WOS:000418746100002,0323-3847,WOS:000346277500007,1369-7412,2015
2,WOS:000418746100002,0323-3847,WOS:000245388400005,1532-4435,2006
3,WOS:000418746100002,0323-3847,WOS:000255451700001,0883-4237,2007
4,WOS:000418746100002,0323-3847,WOS:000346393200004,0026-1270,2014
5,WOS:000418746100002,0323-3847,WOS:000238884500001,0090-5364,2006
6,WOS:000418746100002,0323-3847,WOS:000375679000007,0323-3847,2016
7,WOS:000418746100002,0323-3847,WOS:000325887000008,0323-3847,2013
8,WOS:000418746100002,0323-3847,WOS:000224307300001,0277-6715,2004
9,WOS:000418746100002,0323-3847,WOS:000089669700001,0090-5364,2000
10,WOS:000418746100002,0323-3847,WOS:000173361700001,0090-5364,2001
11,WOS:000418746100002,0323-3847,WOS:000188117400006,0277-6715,2004
12,WOS:000418746100002,0323-3847,WOS:000188755300007,0003-1305,2004
13,WOS:000418746100002,0323-3847,WOS:000185397300001,0323-3847,2003
14,WOS:000418746100002,0323-3847,WOS:000385899000004,0026-1270,2016
15,WOS:000418746100002,0323-3847,WOS:000356759900001,1471-2105,2015
16,WOS:000418746100002,0323-3847,WOS:000331741200002,0943-4062,2014
17,WOS:000418746100002,0323-3847,WOS:000392512300001,1548-7660,2016
18,WOS:000418746100002,0323-3847,WOS:000264082000002,0323-3847,2009
19,WOS:000418746100002,0323-3847,WOS:000243455800010,0277-6715,2007
20,WOS:000418746100002,0323-3847,WOS:000346393200002,0026-1270,2014
21,WOS:000418746100002,0323-3847,WOS:000346393200003,0026-1270,2014
22,WOS:000418746100002,0323-3847,WOS:000302578200013,0026-1270,2012
23,WOS:000418746100002,0323-3847,WOS:000380331600001,1471-2105,2016
24,WOS:000418746100002,0323-3847,WOS:000302866200002,0035-9254,2012
25,WOS:000418746100002,0323-3847,WOS:000280638400003,1369-7412,2010
26,WOS:000418746100002,0323-3847,WOS:000377728800017,1569-1993,2016
27,WOS:000418746100002,0323-3847,WOS:000228336500003,0035-9254,2005
28,WOS:000418746100002,0323-3847,FORA DA BASE,Statistical Methods in Medical Research,2016
29,WOS:000418746100002,0323-3847,FORA DA BASE,JOINT MODELS FOR LONGITUDINAL AND TIME-TO-EVENT DATA: WITH APPLICATIONS IN R,2012
30,WOS:000418746100002,0323-3847,WOS:000281588100001,1548-7660,2010
31,WOS:000418746100002,0323-3847,WOS:000261670000005,0167-9473,2008
32,WOS:000418746100002,0323-3847,WOS:000276075700003,0960-3174,2010
33,WOS:000418746100002,0323-3847,WOS:000314659000004,1369-7412,2013
34,WOS:000418746100002,0323-3847,WOS:000295791100003,0323-3847,2011
35,WOS:000418746100002,0323-3847,WOS:000308708800004,0040-6376,2012
36,WOS:000418746100002,0323-3847,WOS:000223652100011,1017-0405,2004
37,WOS:000418746100002,0323-3847,WOS:000242771800001,0006-341X,2006
38,WOS:000418746100002,0323-3847,WOS:A1997WN18000027,0006-341X,1997
39,WOS:000418746100002,0323-3847,WOS:000231408600003,0090-5364,2005
40,WOS:000418746100002,0323-3847,WOS:000333768400020,2213-2600,2013
41,WOS:000418746100003,0323-3847,WOS:000367972400007,0277-6715,2016
42,WOS:000418746100003,0323-3847,WOS:000185397600009,1061-8600,2003
43,WOS:000418746100003,0323-3847,WOS:000258470600011,0006-341X,2008
44,WOS:000418746100003,0323-3847,WOS:000165872600001,0006-341X,2000
45,WOS:000418746100003,0323-3847,WOS:000188755300007,0003-1305,2004
46,WOS:000418746100003,0323-3847,WOS:000185397300001,0323-3847,2003
47,WOS:000418746100003,0323-3847,WOS:000167838700010,0006-3444,2001
48,WOS:000418746100003,0323-3847,WOS:000313198000005,2073-4859,2012
49,WOS:000418746100003,0323-3847,WOS:000182975800004,0006-341X,2002
50,WOS:000418746100003,0323-3847,WOS:A1996VE95300001,0035-9246,1996
51,WOS:000418746100003,0323-3847,WOS:000227042800001,0883-4237,2004
52,WOS:000418746100003,0323-3847,WOS:A1997WG65100008,0167-9473,1997
53,WOS:000418746100003,0323-3847,FORA DA BASE,Journal of the Royal Statistical Society,1972
54,WOS:000418746100003,0323-3847,FORA DA BASE,Statistics in Medicine,2011
55,WOS:000418746100003,0323-3847,FORA DA BASE,JOINT MODELS FOR LONGITUDINAL AND TIME-TO-EVENT DATA: WITH APPLICATIONS IN R,2012
56,WOS:000418746100004,0323-3847,WOS:000319645300006,1043-6618,2013
57,WOS:000418746100004,0323-3847,WOS:000346277500007,1369-7412,2015
58,WOS:000418746100004,0323-3847,WOS:000259710400005,0167-9473,2008
59,WOS:000418746100004,0323-3847,WOS:000229374800008,0277-6715,2005
60,WOS:000418746100004,0323-3847,WOS:000362969000017,0149-5992,2015
61,WOS:000418746100004,0323-3847,WOS:000271979900014,1932-6157,2009
62,WOS:000418746100004,0323-3847,WOS:000227576600008,0006-341X,2005
